pair_id,condition,vision_gap,projector_gap,hidden_gap,action_gap,chunk_max_l2,first_action_l2,translation_gap,rotation_gap,gripper_gap
episode_000001_000012,C5_sim_zoom_in_1p05,63.63009596937431,7.006899488542638,261.8186220629418,0.781594422949129,0.8987461888381282,0.5493719218953615,0.0037342963802065505,0.010681803322235138,0.54925537109375
episode_000001_000013,C5_sim_zoom_in_1p05,67.32122583217036,7.755138137150889,260.0915162551083,0.7824553714146514,0.8779860721078352,0.6165578154266341,0.00455499409272451,0.010292154603333058,0.616455078125
episode_000001_000014,C5_sim_zoom_in_1p05,68.86273099455188,7.15949412166888,279.8118866512931,0.8331218620746086,0.9286117530338436,0.6571979627831577,0.006019367506597297,0.015717087784085804,0.656982421875
episode_000001_000015,C5_sim_zoom_in_1p05,70.93513291646988,7.793346616142267,294.2179231012248,0.7651260821370475,0.8925381850847308,0.5174209690449654,0.005264723747387415,0.013732364803624062,0.5172119140625
episode_000001_000016,C5_sim_zoom_in_1p05,73.77177160404997,8.132105016948378,292.4023302024956,0.8157551177449264,0.9018134294096903,0.6272796825060833,0.007150849577873299,0.016790128016182022,0.62701416015625
episode_000001_000017,C5_sim_zoom_in_1p05,71.78675260074559,8.225688779623415,265.09544923088606,0.6769537545694904,0.7715068839336723,0.6678355734448048,0.006279598883240378,0.010429085828616366,0.667724609375
episode_000001_000018,C5_sim_zoom_in_1p05,70.59043860133157,8.084154272983042,272.3480554258701,0.6930816081587687,0.7815069838355413,0.7179746024625158,0.0064927356929726,0.008450682047117082,0.7178955078125
episode_000001_000019,C5_sim_zoom_in_1p05,70.02800501138735,8.040219017902974,273.3577738364055,0.7000400286289549,0.7863901592244195,0.7078465614896801,0.006401256111234278,0.008738610128564368,0.707763671875
episode_000001_000020,C5_sim_zoom_in_1p05,69.72146920843522,7.998464966781102,273.60384467852634,0.7065346313777101,0.7803093479457737,0.6951550104306,0.006682429681251572,0.008706862584684928,0.695068359375
episode_000001_000021,C5_sim_zoom_in_1p05,69.79616771514888,7.836674085584402,266.5973797695403,0.6944102013301089,0.7944640172274979,0.6252655331723452,0.006104584939755313,0.008112068321966807,0.62518310546875
episode_000001_000022,C5_sim_zoom_in_1p05,74.40891697853979,8.255093944390758,265.285879559103,0.7725574225355236,0.8574615100372671,0.6741180453944969,0.0056160572550549214,0.005493609249340458,0.674072265625
episode_000001_000023,C5_sim_zoom_in_1p05,80.78497515448746,9.685763361023213,265.083976979364,0.711923459294056,0.8066633510985263,0.7572329240664301,0.00506393988911918,0.00457866843410883,0.7572021484375
episode_000001_000024,C5_sim_zoom_in_1p05,91.856233062249,11.862436623732927,308.11871498930225,0.42600920294624683,0.804700196211296,0.804700196211296,0.0044700018791681995,0.0006724652024290913,0.8046875
episode_000001_000025,C5_sim_zoom_in_1p05,96.15634137875652,12.568170651558775,327.976229637009,0.22009090135639356,0.44531609700889674,0.44531609700889674,0.0017433755286017506,0.00040526627470276064,0.4453125
episode_000001_000026,C5_sim_zoom_in_1p05,97.97467194010302,12.109658482015169,330.11994583293483,0.18535365481023827,0.425783740363064,0.425783740363064,0.001429172017321078,0.00027959496328350915,0.42578125
episode_000001_000027,C5_sim_zoom_in_1p05,98.05581784103796,12.172391763824757,326.4313396836254,0.19402157355187652,0.44922214490794554,0.44922214490794554,0.0017137278192156703,0.0003365428566371391,0.44921875
episode_000001_000028,C5_sim_zoom_in_1p05,95.94069732299667,12.020328819450869,298.0393095622749,0.008832331412225631,0.031446220804795234,0.031446220804795234,0.0034077996872675957,0.0008301832300133874,0.03125
episode_000001_000029,C5_sim_zoom_in_1p05,95.29967148287827,11.829903192766288,298.0738713147556,0.0070515475630400296,0.023725522250256297,0.023725522250256297,0.003590932414013272,0.0008301832300133874,0.0234375
episode_000001_000030,C5_sim_zoom_in_1p05,94.99150928578392,11.663743741544328,308.50934551579655,0.004804025065183004,0.012367910654490232,0.012367910654490232,0.0038513871221665095,0.0008960634074455837,0.01171875
episode_000001_000031,C5_sim_zoom_in_1p05,97.8869434054042,11.723216367801697,293.29053854098623,0.002994445543863139,0.005457089304600331,0.004908321443846658,0.002934710442004484,0.0004693665467572104,0.00390625
episode_000001_000032,C5_sim_zoom_in_1p05,98.05088898753928,11.814347511946627,288.02718118776977,0.0028247203255345027,0.004682424983773131,0.004682424983773131,0.0025532014795774617,0.00038402717461953574,0.00390625
episode_000001_000033,C5_sim_zoom_in_1p05,98.8274578393588,12.03083223164077,287.3421026852451,0.002926675006346054,0.004706207256051514,0.004706207256051514,0.0026025127741131793,0.0003413574885506986,0.00390625
episode_000001_000034,C5_sim_zoom_in_1p05,98.61302832473096,11.913156977468384,287.4515799312923,0.002876174027173303,0.004697467708437187,0.004697467708437187,0.002573360950488359,0.00043038032925747405,0.00390625
episode_000001_000035,C5_sim_zoom_in_1p05,100.58459940198624,12.286718881605038,288.2243215830221,0.0029278097479306176,0.004597786343311872,0.004597786343311872,0.0023918079475236005,0.00040013115150922397,0.00390625
episode_000001_000036,C5_sim_zoom_in_1p05,98.51376294557939,11.936608494852463,287.37094643003377,0.00288525081352478,0.004712928674905803,0.004712928674905803,0.0025932726580292138,0.000477330654125073,0.00390625
episode_000001_000037,C5_sim_zoom_in_1p05,99.08831040409618,11.986628612216313,285.81264946313473,0.002815626178720854,0.004837809450245744,0.004837809450245744,0.002833564235975141,0.0003413574885506986,0.00390625
episode_000001_000038,C5_sim_zoom_in_1p05,97.77928466421946,11.796376053515237,287.43053842410933,0.0027586751429847607,0.004715454212269826,0.004715454212269826,0.0026126778365838607,0.00038811581742660494,0.00390625
episode_000001_000039,C5_sim_zoom_in_1p05,97.43022142059262,11.691726928170663,275.0469470213862,0.0027242057713807903,0.004606108112734738,0.004606108112734738,0.0024217909619657224,0.0003039266691850221,0.00390625
episode_000001_000040,C5_sim_zoom_in_1p05,94.2414088731798,11.216439622634109,271.9914524271792,0.002672770348000908,0.004329214228430503,0.0014501716561330234,0.001446567664136139,0.0001021754634308593,0.0
episode_000001_000041,C5_sim_zoom_in_1p05,93.21804732642741,11.139294347294795,269.65601661279135,0.004157189728107331,0.004325298842288109,0.004325298842288109,0.0018494341367169863,0.0001703360987716708,0.00390625
episode_000001_000042,C5_sim_zoom_in_1p05,80.93614946387206,8.62367002873325,259.5744128396043,0.0048433158419622915,0.005645000291981012,0.005645000291981012,0.00405849869195105,0.0003685479634963777,0.00390625
episode_000001_000043,C5_sim_zoom_in_1p05,72.84296083813433,7.2955262101025244,265.7269326431747,0.005342732028846546,0.009167680935558191,0.009167680935558191,0.004781604397621245,0.00038402717461953574,0.0078125
episode_000001_000044,C5_sim_zoom_in_1p05,75.17888140012103,7.574888471670648,277.9039751523572,0.007390448447925593,0.01646537761815655,0.01646537761815655,0.005173650764321233,0.0004487458939411034,0.015625
episode_000001_000045,C5_sim_zoom_in_1p05,75.37425889520671,7.633401609521545,281.2994201605221,0.007517255744396009,0.016550435162818428,0.016550435162818428,0.005434765078366692,0.0004894973152352072,0.015625
episode_000002_000000,C5_sim_zoom_in_1p05,62.782071551764716,7.152608884318955,324.4310037439982,0.7765875505238055,0.9142812686148457,0.46963733936085,0.0052155442413897414,0.015260701207044943,0.4693603515625
episode_000002_000001,C5_sim_zoom_in_1p05,61.82135693478435,6.972309807025822,321.5447363105855,0.7630441540547594,0.9064598820879611,0.44205523613480596,0.005103219034477722,0.014962677130455277,0.4417724609375
episode_000002_000002,C5_sim_zoom_in_1p05,62.38153292825236,6.91436269921012,313.04577654471285,0.7612949536924488,0.9056543729603321,0.4439872163939163,0.00497237930648423,0.014405837347165797,0.4437255859375
episode_000002_000003,C5_sim_zoom_in_1p05,61.93552282695047,6.863947261455773,302.3783002979398,0.7593853801766566,0.9048141247833835,0.43524565635698204,0.0047745756840651245,0.013896360031830762,0.43499755859375
episode_000002_000004,C5_sim_zoom_in_1p05,61.6991588587873,6.796574290771489,307.50159158227825,0.7312097450307821,0.8864611692283202,0.3964848825660663,0.004565202029967145,0.013156659769789733,0.396240234375
episode_000002_000005,C5_sim_zoom_in_1p05,63.77524005887929,6.812230400179754,284.8914350627203,0.7452789956612109,0.9112217327117835,0.38898108114585617,0.004388411768609699,0.01318134640319843,0.38873291015625
episode_000002_000006,C5_sim_zoom_in_1p05,66.87200157624486,7.420365978222654,264.089487567586,0.7514533090951863,0.8999044706596545,0.4408294880734221,0.003969721627421538,0.013238033749526626,0.44061279296875
episode_000002_000007,C5_sim_zoom_in_1p05,63.56410419470084,6.591569747031394,242.76655870731645,0.8115298426085428,0.9334776321173596,0.5164907839827796,0.004620181488111026,0.010788731935055312,0.516357421875
episode_000002_000008,C5_sim_zoom_in_1p05,69.05964236807081,7.514913134664612,231.27958790920803,0.762601999977985,0.9264456344131489,0.4600809113684655,0.003245624848413707,0.006610264626591534,0.46002197265625
episode_000002_000009,C5_sim_zoom_in_1p05,66.26861500797561,7.401105831931744,220.76707280592365,0.6241617081288728,0.8385401168045119,0.28170508574720904,0.0025493331363471675,0.006600452530531963,0.2816162109375
episode_000002_000010,C5_sim_zoom_in_1p05,71.2006418996622,7.8115972665451,223.2542426184671,0.6039529331245241,0.8236537726948754,0.22700592651363147,0.0018323690544531617,0.005629675674948014,0.2269287109375
episode_000002_000011,C5_sim_zoom_in_1p05,67.4168687542079,7.487805330783307,226.03228619483482,0.7008453723073759,0.8965260398557596,0.37482286021045963,0.002823805932504468,0.006499886192122764,0.374755859375
episode_000002_000012,C5_sim_zoom_in_1p05,64.31630103009988,8.139877968829168,247.9946663973239,0.8231045511202545,0.901895721204141,0.6286802315381421,0.0044075859167874605,0.008949648276425564,0.62860107421875
episode_000002_000013,C5_sim_zoom_in_1p05,68.2135701097774,8.095123584190743,226.9273632876134,0.7850118568439499,0.8510986158801371,0.5978004212639741,0.004262579881558343,0.009012275050198254,0.59771728515625
episode_000002_000014,C5_sim_zoom_in_1p05,74.28713307544125,8.543697080151986,279.20433075603984,0.8473820990475118,0.9150800090533385,0.7057699459899056,0.004847936111212811,0.009564947723528129,0.7056884765625
episode_000002_000015,C5_sim_zoom_in_1p05,71.0672240292466,9.516331221381806,304.58478045469195,0.8970385378354084,0.9416629880682129,0.8252275897615282,0.005964875585672619,0.010882073114804929,0.82513427734375
episode_000002_000016,C5_sim_zoom_in_1p05,70.85207999809269,9.540346899779214,301.9702518591117,0.7140980139476575,0.8205995121531146,0.5763220438178287,0.003684454027464876,0.00944225829650036,0.57623291015625
episode_000002_000017,C5_sim_zoom_in_1p05,76.01078342590355,10.134903604668477,285.41847478598913,0.3915400865822778,0.5654426065263624,0.30099454310019624,0.0018877679946473376,0.007165412270576221,0.3009033203125
episode_000002_000018,C5_sim_zoom_in_1p05,76.09772883189454,9.871641154305493,258.8256254646015,0.20798941470013282,0.3564494547466915,0.1262876282823856,0.0012556840818899071,0.0039143859425330016,0.126220703125
episode_000002_000019,C5_sim_zoom_in_1p05,73.8344641261101,9.484040467691292,247.30063568822285,0.26932665533685346,0.43750530421669864,0.1460340851274299,0.0010240010321737028,0.0031695505411275748,0.14599609375
episode_000002_000020,C5_sim_zoom_in_1p05,74.24162437364011,9.28275835407973,246.18100267594957,0.2902775261858774,0.4550850862010254,0.15837640361932276,0.000990408169083388,0.003903440060762681,0.1583251953125
episode_000002_000021,C5_sim_zoom_in_1p05,74.49237448867707,9.154068828259755,241.90298943167863,0.2584634560194671,0.3984428066630269,0.14042214108313486,0.0008230169422306889,0.0033037358582532015,0.140380859375
episode_000002_000022,C5_sim_zoom_in_1p05,75.59077512835503,9.527016545642299,248.75058042822295,0.2243561391542152,0.34961612857304947,0.10256790261353263,0.00037601490812929565,0.002402898447515555,0.1025390625
episode_000002_000023,C5_sim_zoom_in_1p05,83.16494983528358,10.498440875600169,246.86943600628513,0.5003861689242829,0.6904543639876117,0.30837353849988586,0.0032103230037852375,0.002109851046129696,0.308349609375
episode_000002_000024,C5_sim_zoom_in_1p05,90.59092172430123,10.696785492132667,284.6638207567571,0.46869616889858384,0.6435661387467161,0.4297242982974258,0.00440048435120338,0.003501518019343119,0.4296875
episode_000002_000025,C5_sim_zoom_in_1p05,103.285192141933,12.73949938938288,329.2283151359086,0.47964905082249987,0.8999257869071373,0.8999257869071373,0.006478041303603373,0.00047815745924734853,0.89990234375
episode_000002_000026,C5_sim_zoom_in_1p05,113.41915647916817,13.497043687588924,344.65272896556365,0.3298986549126095,0.7421964457208075,0.7421964457208075,0.0036068172297373845,0.0005193783020562632,0.7421875
episode_000002_000027,C5_sim_zoom_in_1p05,107.26678296471296,12.434610443985168,331.77579524078493,0.2500980423267089,0.6328170873208423,0.6328170873208423,0.0023929491178330798,0.00028221180697260905,0.6328125
episode_000002_000028,C5_sim_zoom_in_1p05,106.38098220422903,12.421529222655199,331.251972256615,0.22799130564433265,0.5898485600375819,0.5898485600375819,0.0023653162246023754,0.00028221180697260905,0.58984375
episode_000002_000029,C5_sim_zoom_in_1p05,104.6973167433612,11.887719994597013,298.8109572769498,0.00546456197359302,0.016116840066070722,0.016116840066070722,0.003915408656215615,0.0005305504407069864,0.015625
episode_000002_000030,C5_sim_zoom_in_1p05,104.9041019961803,12.082113068518831,308.73212472271905,0.003948611786512855,0.008923798806361018,0.008923798806361018,0.004271085491184243,0.0005973756049637226,0.0078125
episode_000002_000031,C5_sim_zoom_in_1p05,108.07544422361059,12.43833744911701,294.72628801674523,0.0036209426308915797,0.0067495352251901505,0.005575844882824807,0.003975188783073852,0.0001706787442753493,0.00390625
episode_000002_000032,C5_sim_zoom_in_1p05,105.9381200924121,12.036855943455393,287.62666528875036,0.0023734139289350344,0.005880824136615107,0.0036798478534023275,0.0036788581673873845,8.533937213767466e-05,0.0
episode_000002_000033,C5_sim_zoom_in_1p05,107.73440444059592,12.354272231860389,285.1508897859914,0.002812167164993841,0.005624146251154785,0.0034004095092225396,0.0034001417806176644,4.266968606883711e-05,0.0
episode_000002_000034,C5_sim_zoom_in_1p05,108.13695620263316,12.436876130111072,287.0198466629504,0.002719825458837959,0.005458332367159741,0.0031041726095694913,0.0031038793288226028,4.266968606883711e-05,0.0
episode_000002_000035,C5_sim_zoom_in_1p05,107.47159769484439,12.386414057761247,288.3567459646187,0.00280813271448308,0.005599426727015127,0.003583885139630105,0.0035834446664028507,5.618733745656884e-05,0.0
episode_000002_000036,C5_sim_zoom_in_1p05,107.60588455545218,12.397808087101742,287.707503005333,0.002693166902663587,0.005401705924628293,0.003573846146741093,0.003570889652741913,0.0001453388059566341,0.0
