condition,action_gap,action_gap_reduction_pct,camera_sensitive_energy_mean,camera_sensitive_energy_reduction_pct,camera_sensitive_ratio_mean,observation_mse,vision_gap,hidden_gap
C2_sim_shift_right_24px,0.33568172979650346,9.325064103433316,62.32861565622192,7.777932730928658,0.22858154961603663,0.09575999101569237,86.04279666586258,269.73880090679324
C3_sim_shift_up_24px,0.36361064519602576,1.7808566333170885,66.56843317675525,1.5046546792576987,0.2405741514211179,0.09338669632888406,84.23655370933622,274.2824392981815
C6_sim_zoom_out_0p95,0.37597779240013385,-1.5597787972608952,66.59808951412192,1.4607748543845034,0.23409210645323256,0.09350577189079204,83.77515728004353,280.3993625655162
C0_original,0.3702034376725859,0.0,67.58535945021606,0.0,0.2397318132531447,0.08839378017716455,85.14320790696127,277.5300904152036
C1_sim_shift_left_24px,0.38255336569072595,-3.335984153951195,68.78698044611296,-1.7779309094035773,0.24035463628678708,0.08579242211647883,83.00932537888893,281.68348651932547
C7_sim_rotate_ccw_2deg,0.3754183937640389,-1.408673059396385,69.30939700006789,-2.5509038701225957,0.24471140372903066,0.0889313768396444,83.0556984219173,278.4822545600266
C4_sim_shift_down_24px,0.38192515655465503,-3.1662912034966073,70.55723693979813,-4.397220808999588,0.24184108380501956,0.09686583207229373,86.41800214739291,287.6962924469634
C5_sim_zoom_in_1p05,0.3914905852398504,-5.750121528069447,71.16720618174382,-5.299737636471668,0.25010466677931076,0.09170181268716586,86.26184541705386,280.2955357263727
C8_sim_rotate_cw_2deg,0.386243634362497,-4.3328059811528,71.63814245123834,-5.996539833464363,0.2430140948297702,0.09131676847090504,91.24119128191053,289.85495897435544
