planner_phase,count,vision_backbone_output_pooled_cosine_distance_mean,vision_backbone_output_pooled_cosine_distance_std,vision_backbone_output_pooled_cosine_distance_max,vision_backbone_output_pooled_l2_mean,vision_backbone_output_pooled_l2_std,vision_backbone_output_pooled_l2_max,vision_backbone_output_token_mean_l2_per_token_mean,vision_backbone_output_token_mean_l2_per_token_std,vision_backbone_output_token_mean_l2_per_token_max,projector_output_pooled_cosine_distance_mean,projector_output_pooled_cosine_distance_std,projector_output_pooled_cosine_distance_max,projector_output_pooled_l2_mean,projector_output_pooled_l2_std,projector_output_pooled_l2_max,projector_output_token_mean_l2_per_token_mean,projector_output_token_mean_l2_per_token_std,projector_output_token_mean_l2_per_token_max
alignment,85,0.10601912468935071,0.023701639096192436,0.15904994177598453,71.37860555310687,7.531639146173226,87.96926384192182,12.23931583476714,0.6399693119681056,13.38115051912363,0.05636791974253217,0.02243812951850309,0.11026405031808006,8.418449939377343,1.6011462024230203,12.788711310363302,1.7263892522518025,0.08868776533337322,1.9677827639534045
descent_to_grasp,40,0.1683744164982189,0.03350884182044843,0.2345385779471567,92.39917801026493,11.434405230185343,109.61141143481798,13.50826423865773,0.558105270610786,14.518646379058412,0.11315788526702399,0.033832980836149794,0.16373128601951648,11.562563298410163,1.525821547476368,15.001494037092636,1.8290705159270046,0.04719107885922493,2.0009624623886277
grasp_close,50,0.17519003381817747,0.012340924546420464,0.19760632435234748,99.94058638084991,4.650785080079543,109.15413135432593,13.238936383087447,0.2092074671146108,13.545190170156804,0.13426110435034377,0.019617839690980132,0.1733091742880305,12.037094276395504,0.7604308578786105,13.442597390761524,1.7550832356715476,0.03542418803446449,1.8076534172007275
hold,10,0.07549245576957697,0.004117108834050082,0.08235029554836604,61.126464914300605,1.2528620467913256,63.21998066517072,11.163032510837223,0.10846090103684079,11.367463366602509,0.03287580543300854,0.003255607947877056,0.03875452583909578,6.5244531986293826,0.2073240107720451,6.798912713530542,1.576059769478516,0.020780623760755627,1.6175763478211387
lift,40,0.1658130276265844,0.02751596143673856,0.22052529462032378,94.72775967450369,9.54034888530199,110.09035664601056,13.13944027914636,0.4077569387321746,14.095091597701252,0.1102684336269004,0.030897367872885113,0.16968924989640555,11.528327918655107,1.5973519478531866,14.448713758831351,1.7712401767922967,0.05254256538905513,1.9243012270730246
