episode_id,planner_phase,count,vision_backbone_output_pooled_cosine_distance_mean,vision_backbone_output_pooled_cosine_distance_std,vision_backbone_output_pooled_cosine_distance_max,vision_backbone_output_pooled_l2_mean,vision_backbone_output_pooled_l2_std,vision_backbone_output_pooled_l2_max,vision_backbone_output_token_mean_l2_per_token_mean,vision_backbone_output_token_mean_l2_per_token_std,vision_backbone_output_token_mean_l2_per_token_max,projector_output_pooled_cosine_distance_mean,projector_output_pooled_cosine_distance_std,projector_output_pooled_cosine_distance_max,projector_output_pooled_l2_mean,projector_output_pooled_l2_std,projector_output_pooled_l2_max,projector_output_token_mean_l2_per_token_mean,projector_output_token_mean_l2_per_token_std,projector_output_token_mean_l2_per_token_max
episode_000003,alignment,16,0.11009959538214688,0.02828892071574986,0.15369120006507286,71.73922200135443,8.590457356658316,85.48496205626917,12.25703797791352,0.6356696409319784,13.100963468127498,0.06034116386679696,0.024302875486668055,0.10031416428031947,8.593733841885314,1.5624604503128319,11.361731410992075,1.7277478877204584,0.07749762338662557,1.8314557888492864
episode_000003,descent_to_grasp,8,0.16935722171865025,0.014132939912722449,0.1888958455652403,92.64929030163717,6.248980744629376,99.48900147207979,13.332944027937465,0.3359695743894109,13.74704904830292,0.1197103075753696,0.01520081886635713,0.14127618102011286,12.30822581699905,0.8617848377498859,14.11835179932122,1.8302269260980333,0.039047025118409434,1.9092705771460545
episode_000003,grasp_close,10,0.16611067857034983,0.006680424878096006,0.17162541603828596,97.0929379183122,2.0306415288704893,98.82274336087592,13.139869720072834,0.08956923173950518,13.219230859981542,0.12712893666707076,0.0037790504048294633,0.13123769939669694,12.426054007988993,0.17363060128033128,12.69507587107957,1.7900254230674046,0.015305333992951649,1.8076534172007275
episode_000003,hold,2,0.07531354005018259,0.0008433986525503978,0.07615693870273299,61.332248825428415,0.35921422494296706,61.69146305037138,11.148143002495328,0.010655648028488507,11.158798650523815,0.031140553130616644,0.00020499295205816948,0.03134554608267481,6.484697183095494,0.03458740222612544,6.5192845853216195,1.573818045997804,0.0007826866239413199,1.5746007326217453
episode_000003,lift,8,0.18324190157210435,0.015245094353306177,0.20501500518880622,101.06696334291512,4.319008150977056,107.30578917917983,13.419197205986537,0.3246177962089823,13.828347140454188,0.12533544739782915,0.005808920111638958,0.1341317440110511,12.72387924349245,0.4932654329113711,13.757224363791268,1.816550581332831,0.028539497808572366,1.856763642750539
episode_000004,alignment,17,0.1110433587900101,0.021865029953146237,0.1435962097118041,73.11711495922397,6.782834238518819,81.29909726382802,12.333786343279877,0.6513797671678864,13.104625581125536,0.06392724968743835,0.022246305414037805,0.10193770649950262,8.732450067460995,1.4155639676783662,10.768966290178302,1.7250299556786126,0.08839695053421685,1.8292031186388884
episode_000004,descent_to_grasp,8,0.19032120090010834,0.028210424041083558,0.226060282750428,98.95811442203143,11.00264222145423,109.1983696439013,13.78666017416695,0.5399574539501121,14.332152527464553,0.1407845963794696,0.025192144210888497,0.16322855676884196,12.253365205732546,1.2935701017759877,13.936798719297874,1.8416687435701946,0.03913709415820585,1.9149267185347927
episode_000004,grasp_close,10,0.1915876420282773,0.006581423319759256,0.19760632435234748,107.20956545560543,1.9885530740026824,109.15413135432593,13.489181440778367,0.04510343801276784,13.545190170156804,0.16717853209028433,0.004838777157214905,0.1733091742880305,13.223280845681542,0.17107355326672782,13.442597390761524,1.788943590150212,0.008132512440649994,1.7973243386482576
episode_000004,hold,2,0.08168432152497923,0.0006659740233868061,0.08235029554836604,62.976944423846504,0.24303624132421575,63.21998066517072,11.1946684778251,0.02465133969925226,11.219319817524353,0.03848831513357537,0.0002662107055204088,0.03875452583909578,6.791207197260942,0.007705516269600032,6.798912713530542,1.5645045879599437,0.003186292767674237,1.567690880727618
episode_000004,lift,8,0.16588937885960026,0.020357247734216564,0.19460621458427807,95.51512075564311,9.397710623516113,108.43297725084332,13.034289796494203,0.36594602963901746,13.510038871043585,0.12252162641823706,0.027937383237483532,0.16968924989640555,11.892519300381062,1.2195610681546833,13.38932024004361,1.7477558870478331,0.04146551848833935,1.8018036418418766
episode_000005,alignment,15,0.11718166821442062,0.03369274431164526,0.15904994177598453,75.29020964909304,10.783567495792834,87.96926384192182,12.523845540828043,0.861597388441244,13.38115051912363,0.06927284944296186,0.03176894894295783,0.11026405031808006,9.545147358609476,2.229401109434217,12.788711310363302,1.7842882800006161,0.12110999993144393,1.9677827639534045
episode_000005,descent_to_grasp,8,0.1842686651888859,0.033075917203865976,0.2345385779471567,96.5223243313358,10.806060017318083,109.61141143481798,13.76382682258752,0.5412448204048628,14.518646379058412,0.12534867269647698,0.02896590016775438,0.16373128601951648,12.065149819428369,1.4433163259470894,15.001494037092636,1.8546706927403351,0.06501078811653122,2.0009624623886277
episode_000005,grasp_close,10,0.18057805888862005,0.007072282841961564,0.18752112695523793,99.43300665914728,2.0701671994070354,101.5917500915648,13.394085755663625,0.09456470468083832,13.48975063097476,0.13650657600087146,0.007325859446890154,0.14510933124998726,11.092407154148464,0.3370093817076457,11.525019865667847,1.72541856743681,0.019672727688900826,1.7461130491284103
episode_000005,hold,2,0.0708224673332894,0.00040064990207150375,0.0712231172353609,59.89099165617199,0.17557429503629507,60.06656595120828,11.105904049499278,0.015135512514218519,11.121039562013497,0.02884319944428443,0.00028415450659829977,0.02912735395088273,6.459099346521567,0.01326538635987573,6.472364732881443,1.5754207917112044,0.0013289305133984408,1.5767497222246027
episode_000005,lift,8,0.1885031800584142,0.015383493970456482,0.22052529462032378,99.67742683197541,5.44888154545345,110.09035664601056,13.504203842838713,0.2656717664948319,14.095091597701252,0.13094178848529375,0.019059466408509494,0.15948289332803067,11.89351154229158,1.2043182343075325,14.448713758831351,1.7955241203429928,0.05436548683583763,1.9243012270730246
