condition,translation_gap,rotation_gap,gripper_gap,action_gap,action_gap_reduction_pct,status
P0_current_paired_image,0.004157450406418055,0.005912028362885719,0.3153373887803819,0.3702034376725859,0.0,VERIFIED_FULL_FORWARD
P1_resize_224_direct,0.0042107405791287356,0.005860530694098201,0.3108587646484375,0.36925276669187795,0.256796907852794,VERIFIED_FULL_FORWARD
P2_center_crop_square_resize_224,0.0016947667305989725,0.0024909223685724083,0.10749796549479167,0.14919159904357268,59.7001043584257,VERIFIED_FULL_FORWARD
P3_center_crop_0p875_resize_224,0.0017399993315573307,0.00313536538686128,0.11500881618923611,0.1805166909702951,51.23851574551096,VERIFIED_FULL_FORWARD
P4_letterbox_224,0.0015778441369991578,0.0022847818352677855,0.12010952419704861,0.1019931567288326,72.44943013764312,VERIFIED_FULL_FORWARD
P5_brightness_match_sim_to_real,0.004178335647787735,0.006250853253962826,0.31757052951388887,0.3767816144566739,-1.7769086169064312,VERIFIED_FULL_FORWARD
P6_contrast_match_sim_to_real,0.004152312271315722,0.005930357368270978,0.31628221299913195,0.3715460488300499,-0.36266847382746553,VERIFIED_FULL_FORWARD
