pair_id,episode_id,step_index,planner_phase,condition,factor,description,rgb_l2_mean,mse,psnr,ssim_global,real_brightness,sim_brightness,brightness_abs_diff,real_luma_std,sim_luma_std,luma_std_abs_diff,vision_gap,projector_gap,hidden_gap,sensitive_energy,null_energy,sensitive_ratio,action_gap,translation_gap,rotation_gap,gripper_gap,status
episode_000001_000001,episode_000001,1,hold,P6_contrast_match_sim_to_real,photometric,Scale Sim contrast toward Real luminance std.,0.41458079657878066,0.07713516442660946,11.127475903684088,0.6522511089909021,0.4072386505923201,0.6053827890352671,0.19814413844294698,0.24118615232691418,0.24094137844896168,0.00024477387795249217,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000002,episode_000001,2,alignment,P0_current_paired_image,preprocessing,Existing paired 1280x720 image.,0.4195829770032418,0.07912467407033622,11.016880659129267,0.6495339901923686,0.40702203354779415,0.607913907134225,0.20089187358643085,0.2411286502245254,0.2443433537085787,0.0032147034840533106,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000002,episode_000001,2,alignment,P1_resize_224_direct,preprocessing,Direct resize to 224x224.,0.41741104917725147,0.07752569450983007,11.105543344690844,0.6580598851538666,0.4069884903336333,0.607925723429997,0.20093723309636363,0.2399055720131898,0.24244120208909548,0.0025356300759056816,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000002,episode_000001,2,alignment,P2_center_crop_square_resize_224,preprocessing,Center square crop then resize to 224x224.,0.4507335619639439,0.09246421321796693,10.340263214146395,0.46313924782386207,0.5338342750381402,0.7317958096050919,0.19796153456695176,0.21105199855538828,0.21091257528899005,0.00013942326639823643,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000002,episode_000001,2,alignment,P3_center_crop_0p875_resize_224,preprocessing,Center crop 87.5% of min side then resize to 224x224.,0.4583606462763295,0.0954222390549357,10.203503970645114,0.31061182423258576,0.5615968539290717,0.759514801905137,0.19791794797606532,0.1927649585260981,0.18441669073911188,0.008348267786986219,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000002,episode_000001,2,alignment,P4_letterbox_224,preprocessing,Aspect-preserving resize with black letterbox to 224x224.,0.2341472226039283,0.04322277685584037,13.642873352216647,0.7912294999824436,0.2292146898915816,0.3422674894020108,0.11305279951042918,0.27037800381773214,0.3520804417557322,0.08170243793800008,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000002,episode_000001,2,alignment,P5_brightness_match_sim_to_real,photometric,Shift Sim brightness mean toward Real mean.,0.258012591059832,0.037138258900600914,14.301784605204693,0.6550331783297246,0.40702203354779415,0.4049973845800993,0.002024648967694831,0.2411286502245254,0.16384512185132707,0.07728352837319832,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000002,episode_000001,2,alignment,P6_contrast_match_sim_to_real,photometric,Scale Sim contrast toward Real luminance std.,0.4156014679383126,0.0775446805760249,11.104479886397396,0.6502888088550237,0.40702203354779415,0.6056566178351376,0.19863458428734343,0.2411286502245254,0.2409980234008151,0.00013062682371028922,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000003,episode_000001,3,alignment,P0_current_paired_image,preprocessing,Existing paired 1280x720 image.,0.4201314340948228,0.0793650217887173,11.003708601818909,0.648844843303046,0.40730002244008706,0.6086734631561478,0.20137344071606073,0.24118065635203723,0.2443910518684177,0.003210395516380471,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000003,episode_000001,3,alignment,P1_resize_224_direct,preprocessing,Direct resize to 224x224.,0.41790205982638284,0.07775590015417934,11.092666465817452,0.6574186591272779,0.40727524537940185,0.6086805496886255,0.20140530430922365,0.23996651574384756,0.2424883417143645,0.00252182597051695,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000003,episode_000001,3,alignment,P2_center_crop_square_resize_224,preprocessing,Center square crop then resize to 224x224.,0.4516126273261066,0.09288923524883809,10.320346126254183,0.45979602536913344,0.534091399934974,0.7325248018738746,0.19843340193890058,0.2110089491488472,0.21070946856246475,0.0002994805863824612,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000003,episode_000001,3,alignment,P3_center_crop_0p875_resize_224,preprocessing,Center crop 87.5% of min side then resize to 224x224.,0.45887241023110126,0.09569269926107697,10.191211948415047,0.3083217704205684,0.5617133747248899,0.7599234855348389,0.198210110809949,0.19285443638034822,0.18447178400597267,0.008382652374375549,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000003,episode_000001,3,alignment,P4_letterbox_224,preprocessing,Aspect-preserving resize with black letterbox to 224x224.,0.2344549448844441,0.043361230521620414,13.628984017195148,0.7907905757111571,0.22936579810049018,0.3427030424357242,0.11333724433523401,0.2705043949685886,0.3524388967260803,0.08193450175749173,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000003,episode_000001,3,alignment,P5_brightness_match_sim_to_real,photometric,Shift Sim brightness mean toward Real mean.,0.2579976562316875,0.03715356847259602,14.299994674073105,0.6535373194125274,0.40730002244008706,0.405122707929092,0.0021773145109950653,0.24118065635203723,0.1634398698205674,0.07774078653146982,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000003,episode_000001,3,alignment,P6_contrast_match_sim_to_real,photometric,Scale Sim contrast toward Real luminance std.,0.41614045554703805,0.07777875038824993,11.091390386100958,0.6496017052556544,0.40730002244008706,0.6064084009761367,0.19910837853604962,0.24118065635203723,0.24104454405628514,0.00013611229575208328,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000004,episode_000001,4,alignment,P0_current_paired_image,preprocessing,Existing paired 1280x720 image.,0.41952867463594407,0.07923447764704103,11.010858008138612,0.6501488880816142,0.41151858313844636,0.6121085931908699,0.2005900100524235,0.2416582880629842,0.24458487232549814,0.002926584262513937,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000004,episode_000001,4,alignment,P1_resize_224_direct,preprocessing,Direct resize to 224x224.,0.4173520905417419,0.07767263686520359,11.097319509730728,0.6584956543373744,0.4114947791147709,0.612126683470263,0.2006319043554921,0.24044580115127467,0.24277311507177232,0.002327313920497648,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000004,episode_000001,4,alignment,P2_center_crop_square_resize_224,preprocessing,Center square crop then resize to 224x224.,0.45003367638514175,0.09249320786321065,10.33890158026724,0.4557840930984737,0.5380830782312925,0.7349186161495848,0.19683553791829222,0.21029068504820328,0.21051613693906315,0.0002254518908598735,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000004,episode_000001,4,alignment,P3_center_crop_0p875_resize_224,preprocessing,Center crop 87.5% of min side then resize to 224x224.,0.4596392494928417,0.09634863780070851,10.161544211208021,0.30190025175543733,0.5634964154255453,0.7615645442083083,0.19806812878276303,0.1940797950358703,0.1839843829373221,0.010095412098548195,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000004,episode_000001,4,alignment,P4_letterbox_224,preprocessing,Aspect-preserving resize with black letterbox to 224x224.,0.23408732012027886,0.04331780118092989,13.633335963501516,0.7936416857683329,0.23174663420055522,0.3446344579081632,0.112887823707608,0.27231597240850025,0.3540168628549608,0.08170089044646056,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000004,episode_000001,4,alignment,P5_brightness_match_sim_to_real,photometric,Shift Sim brightness mean toward Real mean.,0.25826086338346693,0.03724863037898531,14.288896915005072,0.6549344269916572,0.41151858313844636,0.40942974952852673,0.002088833609919627,0.2416582880629842,0.16460108764507503,0.07705720041790917,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000004,episode_000001,4,alignment,P6_contrast_match_sim_to_real,photometric,Scale Sim contrast toward Real luminance std.,0.41683986321909966,0.07800349947758697,11.078859130824233,0.650875987581496,0.41151858313844636,0.610148525147229,0.1986299420087826,0.2416582880629842,0.24150795046160167,0.0001503376013825275,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000005,episode_000001,5,alignment,P0_current_paired_image,preprocessing,Existing paired 1280x720 image.,0.41723688657520286,0.07843850806469553,11.054706753998694,0.6550957227693962,0.41915001617561976,0.618624183163977,0.1994741669883573,0.24221759144254298,0.2448749906432209,0.0026573992006779235,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000005,episode_000001,5,alignment,P1_resize_224_direct,preprocessing,Direct resize to 224x224.,0.41500977790593296,0.07687496127944643,11.142150899628941,0.6635078175482074,0.4191326019470288,0.6186386744854191,0.1995060725383903,0.2409825976411703,0.2431065899685565,0.0021239923273861927,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000005,episode_000001,5,alignment,P2_center_crop_square_resize_224,preprocessing,Center square crop then resize to 224x224.,0.44579468909473147,0.09119155862917062,10.400453613475015,0.4558319182740566,0.5440989683060725,0.738055216867997,0.1939562485619245,0.20969699861854443,0.2112176148339712,0.0015206162154267622,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000005,episode_000001,5,alignment,P3_center_crop_0p875_resize_224,preprocessing,Center crop 87.5% of min side then resize to 224x224.,0.46151001064362385,0.09775096926025313,10.098789276170827,0.28607646399198505,0.5665705398409363,0.765417253870298,0.19884671402936172,0.19623736370666534,0.18208305200276664,0.014154311703898692,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000005,episode_000001,5,alignment,P4_letterbox_224,preprocessing,Aspect-preserving resize with black letterbox to 224x224.,0.23273370276204278,0.042863094584238925,13.679164774299192,0.7996515006103647,0.23603723465948875,0.3482821559717637,0.11224492131227495,0.275440963944862,0.3569128455552185,0.08147188161035651,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000005,episode_000001,5,alignment,P5_brightness_match_sim_to_real,photometric,Shift Sim brightness mean toward Real mean.,0.25774986121417315,0.03692188499548786,14.32716134779357,0.6590461531594394,0.41915001617561976,0.4170857382412514,0.0020642779343683637,0.24221759144254298,0.1657866193753578,0.07643097206718519,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000005,episode_000001,5,alignment,P6_contrast_match_sim_to_real,photometric,Scale Sim contrast toward Real luminance std.,0.4148511858264526,0.07744334992461942,11.110158692545355,0.65560264344559,0.41915001617561976,0.6169828290585854,0.19783281288296561,0.24221759144254298,0.24234803284565037,0.00013044140310738972,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000006,episode_000001,6,alignment,P0_current_paired_image,preprocessing,Existing paired 1280x720 image.,0.4180280485998264,0.0790601360532185,11.020424426225548,0.6501187796459795,0.42996231958231196,0.6272905658292484,0.1973282462469364,0.24273551112960398,0.245113007241678,0.0023774961120740234,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000006,episode_000001,6,alignment,P1_resize_224_direct,preprocessing,Direct resize to 224x224.,0.41573066628093147,0.07751651375419448,11.106057675796102,0.6582811083399686,0.42993719848877043,0.6272970750956632,0.1973598766068928,0.2414530120053899,0.24338319861016552,0.0019301866047756189,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000006,episode_000001,6,alignment,P2_center_crop_square_resize_224,preprocessing,Center square crop then resize to 224x224.,0.4474865075944319,0.09306603298999337,10.31208797823189,0.43951653672628366,0.5492679368778761,0.7411533804615597,0.19188544358368353,0.21201033503589858,0.2132183555215682,0.0012080204856696197,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000006,episode_000001,6,alignment,P3_center_crop_0p875_resize_224,preprocessing,Center crop 87.5% of min side then resize to 224x224.,0.46669764791878615,0.10099930954816567,9.956815951326703,0.24737528391724933,0.5721218528036214,0.7705496686487093,0.19842781584508795,0.19898337601460359,0.1805046193372204,0.01847875667738319,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000006,episode_000001,6,alignment,P4_letterbox_224,preprocessing,Aspect-preserving resize with black letterbox to 224x224.,0.2331208879490913,0.04325217719849378,13.639920264305346,0.8041981062703778,0.2421076892944678,0.3531498205063275,0.11104213121185968,0.2797374730429421,0.36073517412922684,0.08099770108628473,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000006,episode_000001,6,alignment,P5_brightness_match_sim_to_real,photometric,Shift Sim brightness mean toward Real mean.,0.25938014227502765,0.03762578467638871,14.245144342001675,0.6532788422910425,0.42996231958231196,0.42789132825605936,0.0020709913262526025,0.24273551112960398,0.1678116133974915,0.07492389773211247,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000006,episode_000001,6,alignment,P6_contrast_match_sim_to_real,photometric,Scale Sim contrast toward Real luminance std.,0.4150169524596536,0.07794070095347051,11.082356927330203,0.6507879448355853,0.42996231958231196,0.6253702298500472,0.19540791026773524,0.24273551112960398,0.24282390572127577,8.839459167178654e-05,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000007,episode_000001,7,alignment,P0_current_paired_image,preprocessing,Existing paired 1280x720 image.,0.416886941600849,0.07910002752791834,11.018233653617298,0.6469284716609759,0.44239969188538275,0.6393275021616281,0.1969278102762454,0.24166118393591848,0.24409181155408108,0.002430627618162595,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000007,episode_000001,7,alignment,P1_resize_224_direct,preprocessing,Direct resize to 224x224.,0.4145285865091112,0.07755054339954935,11.104151547220855,0.6550946885296328,0.4423644144220188,0.6393404249199679,0.1969760104979491,0.24026202465078297,0.2423623290996304,0.0021003044488474287,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000007,episode_000001,7,alignment,P2_center_crop_square_resize_224,preprocessing,Center square crop then resize to 224x224.,0.4474009707253824,0.0943925597199664,10.250622366331593,0.42675036066203526,0.55385251585009,0.7458764495798319,0.1920239337297419,0.21372417004686972,0.2136835572259306,4.0612820939117666e-05,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000007,episode_000001,7,alignment,P3_center_crop_0p875_resize_224,preprocessing,Center crop 87.5% of min side then resize to 224x224.,0.45966222694071734,0.09880384915404071,10.052261360419523,0.28785237534285296,0.5720939163008953,0.775450145730167,0.20335622942927167,0.20077476688713064,0.180229562537747,0.020545204349383644,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000007,episode_000001,7,alignment,P4_letterbox_224,preprocessing,Aspect-preserving resize with black letterbox to 224x224.,0.23246108808946858,0.04327336326687538,13.63779349509345,0.8096676216940182,0.24910675728103737,0.35991953523596937,0.110812777954932,0.2838931584108241,0.3655118813627769,0.08161872295195283,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000007,episode_000001,7,alignment,P5_brightness_match_sim_to_real,photometric,Shift Sim brightness mean toward Real mean.,0.2557285462975062,0.03722438835067883,14.291724295894173,0.6504200652417919,0.44239969188538275,0.44044876121153304,0.0019509306738497156,0.24166118393591848,0.16889477737294525,0.07276640656297323,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000007,episode_000001,7,alignment,P6_contrast_match_sim_to_real,photometric,Scale Sim contrast toward Real luminance std.,0.4141365677731168,0.07802750908994224,11.07752257056784,0.6474701369498124,0.44239969188538275,0.6374636957524851,0.19506400386710232,0.24166118393591848,0.2416408470126535,2.033692326497416e-05,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000008,episode_000001,8,alignment,P0_current_paired_image,preprocessing,Existing paired 1280x720 image.,0.41938245193085155,0.08006118108508839,10.965780073491622,0.6398584477855584,0.4558785506646581,0.653427270075061,0.19754871941040286,0.2377378070199863,0.24193140395722135,0.0041935969372350335,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000008,episode_000001,8,alignment,P1_resize_224_direct,preprocessing,Direct resize to 224x224.,0.41675860642041235,0.07846963519885077,11.052983663979623,0.6484088888508653,0.4558439342612045,0.6534362468737495,0.19759231261254495,0.23624016871828563,0.24015941541890348,0.003919246700617857,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000008,episode_000001,8,alignment,P2_center_crop_square_resize_224,preprocessing,Center square crop then resize to 224x224.,0.44817452228066096,0.09534438458798553,10.207048801142136,0.42474034767642044,0.5570157102215887,0.7516812800120048,0.19466556979041616,0.21248306773505937,0.21398817841285359,0.0015051106777942136,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000008,episode_000001,8,alignment,P3_center_crop_0p875_resize_224,preprocessing,Center crop 87.5% of min side then resize to 224x224.,0.45256114447865087,0.09577426885786995,10.187511547424787,0.35250821880171346,0.5671642381327531,0.7769077096307272,0.20974347149797412,0.19850255743240788,0.18370818014500104,0.014794377287406846,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000008,episode_000001,8,alignment,P4_letterbox_224,preprocessing,Aspect-preserving resize with black letterbox to 224x224.,0.2336504737709761,0.04376781257846275,13.588451579526147,0.8147593537385471,0.2566828599721138,0.36785342108718483,0.11117056111507101,0.2872036640607334,0.3707909975355224,0.08358733347478903,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000008,episode_000001,8,alignment,P5_brightness_match_sim_to_real,photometric,Shift Sim brightness mean toward Real mean.,0.25498239905640696,0.03701616657522212,14.316085591495842,0.644866172995036,0.4558785506646581,0.4537812146250339,0.002097336039624198,0.2377378070199863,0.168703868489469,0.06903393853051731,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000008,episode_000001,8,alignment,P6_contrast_match_sim_to_real,photometric,Scale Sim contrast toward Real luminance std.,0.41442581670627643,0.07813486732088448,11.071551209769911,0.6407657174157712,0.4558785506646581,0.6512578766161151,0.19537932595145702,0.2377378070199863,0.23743252418816566,0.00030528283182065796,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000009,episode_000001,9,alignment,P0_current_paired_image,preprocessing,Existing paired 1280x720 image.,0.4214400898464613,0.08081631180738003,10.92500973223389,0.6256499310134013,0.46913906087282126,0.6663823233387801,0.19724326246595886,0.23309347896637012,0.2388493196250996,0.005755840658729472,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000009,episode_000001,9,alignment,P1_resize_224_direct,preprocessing,Direct resize to 224x224.,0.41884782292440925,0.07925766568882456,11.009587227334894,0.6340621463099521,0.46910120540403655,0.6663918647146359,0.1972906593105993,0.23153525173342965,0.23714143908652388,0.005606187353094233,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000009,episode_000001,9,alignment,P2_center_crop_square_resize_224,preprocessing,Center square crop then resize to 224x224.,0.43966405195707586,0.09154492393362573,10.383657318509112,0.47872918463915143,0.5509454558542167,0.7549587404493047,0.20401328459508794,0.20947164137114757,0.21424275360890013,0.004771112237752562,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000009,episode_000001,9,alignment,P3_center_crop_0p875_resize_224,preprocessing,Center crop 87.5% of min side then resize to 224x224.,0.4471128564407893,0.09265085251829491,10.331505802059816,0.3920702113598296,0.5621280632096589,0.7758851765237345,0.21375711331407554,0.19269591472207676,0.18640371614436643,0.006292198577710323,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000009,episode_000001,9,alignment,P4_letterbox_224,preprocessing,Aspect-preserving resize with black letterbox to 224x224.,0.23480875698600198,0.044196959727518456,13.546076043833715,0.8184268484484792,0.26414698898309324,0.3751447189188175,0.11099772993572427,0.29029232059952054,0.37535197632830836,0.08505965572878782,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000009,episode_000001,9,alignment,P5_brightness_match_sim_to_real,photometric,Shift Sim brightness mean toward Real mean.,0.2529255793931279,0.03717334241215095,14.297683878982987,0.6321874847617058,0.46913906087282126,0.4672388358847358,0.0019002249880854527,0.23309347896637012,0.16811038092897995,0.06498309803739016,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000009,episode_000001,9,alignment,P6_contrast_match_sim_to_real,photometric,Scale Sim contrast toward Real luminance std.,0.4162836864486329,0.0787602232314494,11.03693061603888,0.6266219240703134,0.46913906087282126,0.6645386499268112,0.19539958905398996,0.23309347896637012,0.23342953162170196,0.0003360526553318477,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000010,episode_000001,10,alignment,P0_current_paired_image,preprocessing,Existing paired 1280x720 image.,0.4225031040412938,0.08098780228424432,10.915803860540652,0.6273267210703393,0.4729148180291733,0.6739047421917553,0.20098992416258205,0.23035361328103468,0.23651385099020067,0.006160237709165989,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000010,episode_000001,10,alignment,P1_resize_224_direct,preprocessing,Direct resize to 224x224.,0.42012686539838723,0.07947555809496999,10.997664136904486,0.635830051138465,0.47288175315438674,0.6739111313587934,0.2010293782044067,0.22883069097517159,0.23483818582634655,0.006007494851174966,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
episode_000001_000010,episode_000001,10,alignment,P2_center_crop_square_resize_224,preprocessing,Center square crop then resize to 224x224.,0.44296889410927354,0.09251882636224425,10.337698850630478,0.4962180808355079,0.5414522871179721,0.7553591954281713,0.2139069083101992,0.2065909084654233,0.21504491641214404,0.008454007946720743,,,,,,,,,,,OBSERVATION_ONLY_FULL_FORWARD_REQUIRED
