phase,count,repr_metric,action_metric,spearman,pearson
lift,40,projector_output_pooled_l2,action_first_l2,-0.5545966228893058,-0.6757224495954613
lift,40,projector_output_pooled_l2,action_first_translation_l2,-0.6789868667917448,-0.6517622000480404
lift,40,projector_output_pooled_l2,action_first_rotation_l2,-0.3118138436394661,-0.2566663425698844
lift,40,projector_output_pooled_l2,action_first_gripper_abs,-0.3841766521166033,-0.5688317653858597
lift,40,projector_output_pooled_l2,action_chunk_mean_l2,-0.4446529080675422,-0.6440617363571124
lift,40,projector_output_pooled_l2,action_chunk_max_l2,-0.42213883677298314,-0.6351620749730691
lift,40,action_hidden_states_input_pooled_cosine_distance,action_first_l2,0.26397748592870546,0.30831066871187074
lift,40,action_hidden_states_input_pooled_cosine_distance,action_first_translation_l2,0.34409005628517825,0.26456575068165883
lift,40,action_hidden_states_input_pooled_cosine_distance,action_first_rotation_l2,0.356666993582188,0.3106907124131093
lift,40,action_hidden_states_input_pooled_cosine_distance,action_first_gripper_abs,0.15822012120065373,0.2417631320933164
lift,40,action_hidden_states_input_pooled_cosine_distance,action_chunk_mean_l2,0.724953095684803,0.6599283403682922
lift,40,action_hidden_states_input_pooled_cosine_distance,action_chunk_max_l2,0.3399624765478424,0.4109035792928201
lift,40,action_hidden_states_input_pooled_l2,action_first_l2,0.22270168855534708,0.26996762141964176
lift,40,action_hidden_states_input_pooled_l2,action_first_translation_l2,0.23433395872420262,0.19092872488115772
lift,40,action_hidden_states_input_pooled_l2,action_first_rotation_l2,0.45988553947548105,0.36201026188630886
lift,40,action_hidden_states_input_pooled_l2,action_first_gripper_abs,0.139820081546648,0.2078510072877236
lift,40,action_hidden_states_input_pooled_l2,action_chunk_mean_l2,0.5474671669793622,0.5571102314177561
lift,40,action_hidden_states_input_pooled_l2,action_chunk_max_l2,0.2964352720450281,0.31945287673276296
lift,40,action_head_output_pooled_cosine_distance,action_first_l2,0.24352720450281426,0.4396182144971738
lift,40,action_head_output_pooled_cosine_distance,action_first_translation_l2,0.6525328330206379,0.6444396815831557
lift,40,action_head_output_pooled_cosine_distance,action_first_rotation_l2,0.5324200267259497,0.4527613957772176
lift,40,action_head_output_pooled_cosine_distance,action_first_gripper_abs,0.040338548472243344,0.3107694877224569
lift,40,action_head_output_pooled_cosine_distance,action_chunk_mean_l2,0.7275797373358349,0.6989144178763189
lift,40,action_head_output_pooled_cosine_distance,action_chunk_max_l2,0.35196998123827394,0.5013141344821617
lift,40,action_head_output_pooled_l2,action_first_l2,0.2395872420262664,0.3268088011144993
lift,40,action_head_output_pooled_l2,action_first_translation_l2,0.65140712945591,0.6380814476021335
lift,40,action_head_output_pooled_l2,action_first_rotation_l2,0.5335460472266038,0.4635094253770991
lift,40,action_head_output_pooled_l2,action_first_gripper_abs,0.03427260133356014,0.1800176662181663
lift,40,action_head_output_pooled_l2,action_chunk_mean_l2,0.7198874296435273,0.6408337191681092
lift,40,action_head_output_pooled_l2,action_chunk_max_l2,0.34146341463414637,0.4123812352271889
