planner_phase,token_index,count,token_delta_norm_mean,token_delta_norm_p50,token_delta_norm_p90,token_norm_fraction_mean,token_norm_fraction_p50,token_norm_fraction_p90,gap_to_sim_chunk_mean_l2_mean,gap_to_sim_chunk_mean_l2_p50,gap_to_sim_chunk_mean_l2_p90,gap_to_sim_chunk_max_l2_mean,gap_to_sim_chunk_max_l2_p50,gap_to_sim_chunk_max_l2_p90,gap_to_sim_first_translation_l2_mean,gap_to_sim_first_translation_l2_p50,gap_to_sim_first_translation_l2_p90,gap_to_sim_first_rotation_l2_mean,gap_to_sim_first_rotation_l2_p50,gap_to_sim_first_rotation_l2_p90,gap_to_sim_first_gripper_abs_mean,gap_to_sim_first_gripper_abs_p50,gap_to_sim_first_gripper_abs_p90,action_gap_reduction_mean,action_gap_reduction_p50,action_gap_reduction_p90,action_gap_reduction_ratio_mean,action_gap_reduction_ratio_p50,action_gap_reduction_ratio_p90,repr_gap_reduction_ratio_mean,repr_gap_reduction_ratio_p50,repr_gap_reduction_ratio_p90,improved_count,worsened_count
descent_to_grasp,7,40,25.608495342871823,25.89121416655126,32.61724005180556,0.08350189057649349,0.08493741207947178,0.10252402385363112,0.3839923079999113,0.34429256967524924,0.7394737541468323,0.5762719959660103,0.5719520406597182,0.8724662456108471,0.004033970233077881,0.003471032693221663,0.007930104615505362,0.002402030530647056,0.0011578848114475876,0.00563638066266862,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.003873115265484936,0.0033597353593935453,0.008171382752007784,0.008799481100565634,0.0069879490376028655,0.01983051978645788,0.0036319136136710403,0.003613712286757221,0.005269775510662215,36,4
descent_to_grasp,8,40,34.830342080365945,36.0833151166087,44.67405658371618,0.11362474053630786,0.11397903655877975,0.13452361955723172,0.38285152943843065,0.3423200264355372,0.7373741086880143,0.5757187652854345,0.571952040662659,0.8720969613144496,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.005013893826965553,0.004064834629184957,0.011095284312737153,0.011201673416446376,0.0088361152767167,0.024975604436078346,0.006704519092193944,0.006516891878389637,0.009089767680843342,38,2
descent_to_grasp,9,40,61.35213936824863,60.7624534475367,72.32926811372592,0.20240099860714872,0.20334292798501852,0.2206303597742491,0.37997331174826676,0.33808712797110996,0.7296678464503342,0.5748559044587248,0.571952040662659,0.8720969613144496,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.007892111517129414,0.006596694693722094,0.01754733010190217,0.01786433454952858,0.014055924562087012,0.03913055287749523,0.02084217734966425,0.02089251641115626,0.02464253040321844,39,1
descent_to_grasp,10,40,77.79331066421528,75.4660704906717,92.13889377148952,0.25686335187766585,0.25917823692996633,0.28871336469092,0.381714615201078,0.3432104574734618,0.7339561037609929,0.5745413975785232,0.5719520406735153,0.8720969613144496,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.006150808064318208,0.0035222817162726405,0.014879935096747654,0.013000563992138964,0.009499627332479305,0.033426878367831495,0.033945254550400136,0.03417097494228745,0.04258442340587845,39,1
descent_to_grasp,11,40,73.13929481242621,69.28939763369075,90.83992053574296,0.24089852495251182,0.23144146727390427,0.28150569051330376,0.38140251075305776,0.3426311376724891,0.7334397972790639,0.5748708591551717,0.571952040662659,0.8720969613144496,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.006462912512338444,0.0030408514026304123,0.014536858927554344,0.014214787620104918,0.010788518056674034,0.031318381146384106,0.02995277539904656,0.02715235883984423,0.04044139708972223,40,0
descent_to_grasp,12,40,58.04867539342111,54.85396909782308,82.05361878914036,0.1892744423979325,0.17939465475678257,0.24650512212168874,0.3821787552452086,0.3419371676155239,0.7360885714810531,0.5750678497334889,0.571952040662659,0.8720969613144496,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.00568666802018758,0.004178061852453063,0.01246674288944829,0.013030873695677386,0.009301310467669938,0.025214462036792677,0.018906396666987887,0.016223333887717073,0.03086131278919467,39,1
descent_to_grasp,13,40,49.816815576667146,45.57220938019371,67.01636460796375,0.16262810908201913,0.15034926313972202,0.20498420791609612,0.3824819303233517,0.34172451366053525,0.736522155964951,0.5752539528914371,0.571952040662659,0.8720969613144496,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.005383492942044496,0.004356287579352469,0.011475015305964953,0.0122424404308536,0.00897819213485045,0.023582485854977166,0.013780907716324092,0.011367729407812357,0.02123471970909454,38,2
descent_to_grasp,14,40,43.83763465699182,40.02758091519398,60.78565759122103,0.14273838584274173,0.1291567940311046,0.1843096026887423,0.38275886980008117,0.3379780454989961,0.7388145019246626,0.582857967596882,0.5769877331483234,0.8854396076938896,0.004033970233077881,0.003471032693221663,0.007930104615505362,0.002402030530647056,0.0011578848114475876,0.00563638066266862,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.005106553465315013,0.005388025675125516,0.011353159660716485,0.013227585409254653,0.007804985514374148,0.03863662423093393,0.01074292589356004,0.008375822748606002,0.0171319717501623,38,2
descent_to_grasp,15,40,42.12931594286088,40.497862165170645,56.06951711751681,0.13745064250316533,0.13050561659947088,0.1779888813520457,0.3831014382379172,0.33863612444850566,0.7396361620780901,0.5828579675980418,0.5769877331483234,0.8854396076975825,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.004763985027479002,0.004858256618688217,0.01095833758497859,0.012072646186132841,0.007438023032267326,0.03676635376746624,0.00988636053166094,0.00855266104896502,0.01596783460142554,38,2
descent_to_grasp,16,40,44.022380709453714,43.67464022904984,55.816207236683326,0.14422758118602402,0.14217317902543647,0.17342398461708727,0.38293565664784024,0.338761262422309,0.7392117069272756,0.5828579675980418,0.5769877331483234,0.8854396076975825,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0049297666175559685,0.004774003206039906,0.010811688641743906,0.012402041132674783,0.008220515420804878,0.03586108321575803,0.01069935402738417,0.01015831533603737,0.015152770187574011,38,2
descent_to_grasp,17,40,45.19395081634926,45.81229094402365,55.1621160785494,0.1482037090892691,0.15042798438587135,0.17407851831675472,0.3827191132344393,0.3384085222309457,0.7392447565457924,0.5828579675977965,0.5769877331604836,0.8854396076975825,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.005146310030956909,0.005319712130739909,0.011420010752069632,0.01300877755089885,0.007960389838539542,0.037232538797532924,0.01125955124118204,0.011379035729883216,0.015268341095050451,38,2
descent_to_grasp,18,40,43.765505330800764,44.56095356687544,54.0719940676849,0.14340735580065875,0.14492754506576777,0.16776122932783513,0.38334484617884745,0.3397830806284187,0.7400333988224704,0.5828579675980418,0.5769877331483234,0.8854396076975825,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.00452057708654873,0.004914369083675811,0.01055077977882148,0.011429539247090408,0.007288112209117968,0.03147867980426939,0.010545907054789541,0.010557834822407991,0.014172563087383495,38,2
descent_to_grasp,19,40,41.57466764770072,42.47896695502444,52.28368859033131,0.13609664183180936,0.13707443790693513,0.16015311455735315,0.3837980124242392,0.3383152826295698,0.7414230915584182,0.5828579675980418,0.5769877331483234,0.8854396076975825,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.004067410841156932,0.004361848616821734,0.009037928085566123,0.010572665173859377,0.006260282814982096,0.03378705227674323,0.009490500231193055,0.009439316751136446,0.012907928184860416,38,2
descent_to_grasp,20,40,39.522438712061174,40.36454821027027,49.437044168628745,0.12922096029200744,0.13115120273421016,0.15218204348806696,0.3837281725589507,0.33764053319335074,0.7415097296826014,0.5828579675980418,0.5769877331483234,0.8854396076975825,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0041372507064454875,0.004074357998645313,0.009266638635357644,0.010670403215667442,0.006285258644944177,0.03380375916417942,0.00856525522875487,0.008637726447856563,0.011647531246508835,37,3
descent_to_grasp,21,40,37.564449269386046,38.59361064657651,46.504515938515134,0.12273130205495582,0.1238831201925654,0.14393083874172163,0.3841724279403671,0.3323534429069267,0.7440810287711546,0.5794863768875584,0.5607913786950746,0.8858685278413398,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0036929953250291136,0.001495068475683925,0.009552406596082962,0.011419951794782685,0.0039342059704135434,0.04422222701891497,0.007736406672266119,0.007703190380146074,0.010412264133429936,38,2
descent_to_grasp,22,40,36.50638689575783,38.659088239493336,44.705351882500516,0.11936411623804566,0.12409394306976382,0.13637048378020372,0.38433617154460226,0.3343896720197609,0.7443753426058021,0.5794093940054694,0.5607913786950746,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0035292517207939486,0.0014198859820144516,0.00986415248643274,0.011202045771283193,0.0034456745120612195,0.04191540599317492,0.0073023852505426316,0.007729959795582355,0.00934209806428601,34,6
descent_to_grasp,23,40,36.79711869349652,39.78049413050529,44.58380919520008,0.12049295216935474,0.12607412865608242,0.1349500792109475,0.3846003775689196,0.33637313787206424,0.7442842308746392,0.5799248198265067,0.5607913786950746,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0032650456964765733,0.001560647347252725,0.00915175544392683,0.010118766681567878,0.0034359247500484777,0.03386533082243971,0.007430262285113923,0.007979184639258105,0.009147677030425155,35,5
descent_to_grasp,24,40,37.448844861921806,39.48534845771067,44.50977300464738,0.12282423676822618,0.12729627253950931,0.13889414423137803,0.3845210497270988,0.3359222433117945,0.744378893726441,0.5796649921954814,0.5607913786963785,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0033443735382974473,0.001590149768376098,0.010090311932234594,0.010417459646545453,0.0034666722482649273,0.037899801654029494,0.007715202230239701,0.008135310938141687,0.009692766518912965,35,5
descent_to_grasp,25,40,38.0259211041447,39.75159103910751,45.46832671121878,0.12490227126080566,0.12971751689385722,0.1402907522120572,0.38447778697046225,0.33587582551412315,0.7445437586822988,0.579435173729637,0.5607913786964367,0.8858685278453092,0.004033970233077881,0.003471032693221663,0.007930104615505362,0.002402030530647056,0.0011578848114475876,0.00563638066266862,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0033876362949338975,0.0015238368389616785,0.011315756787562121,0.010683066007942927,0.0033474922046389114,0.041500860809034264,0.007967415389870834,0.008449379012527607,0.009889658154171635,35,5
descent_to_grasp,26,40,38.87989915399774,40.6003743397321,45.802040060135695,0.1278255485392891,0.13220893193493738,0.1403442806125014,0.3848944025005836,0.3355275396374937,0.7451599658009325,0.5798762137805784,0.5607913786950746,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0029710207648125926,0.0012542476523399737,0.008544399886043351,0.009128316531761887,0.0028667241919243,0.03872040309294212,0.0083293549328583,0.008778879536450594,0.009897289485752952,33,7
descent_to_grasp,27,40,39.0145607819553,40.22820520104345,45.432716982906975,0.12839051768966647,0.13299089505348094,0.14225925811300397,0.3849585594598596,0.3350760634650193,0.7451771180889297,0.5800302126114705,0.5607913786950746,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.002906863805536632,0.0012034005858535535,0.007588493951564058,0.008674222007975919,0.0028325420961887713,0.03563939551961427,0.00838767093834332,0.008882793526877247,0.010171048579331819,33,7
descent_to_grasp,28,40,38.325546948090526,40.005477289623904,44.45214424445494,0.12620122081911353,0.1291569247843855,0.14191790913863847,0.38560641415182334,0.34028010124953934,0.7456527805131216,0.5804002139243604,0.5417402649591474,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0022590091135728605,0.0010303153035030876,0.006218036740953113,0.0072584176920105405,0.00237022693452096,0.025619539577604794,0.00809391212362383,0.008375833460870728,0.010121571333062344,33,7
descent_to_grasp,29,40,37.51181896715249,38.86749012502228,43.46739998830003,0.12363750799880142,0.12459417270117631,0.14044475143239782,0.3857009306560451,0.3424024196271007,0.745842399106903,0.5808187118197722,0.5430293087414068,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0021644926093511577,0.0009966696021601884,0.006682684049137926,0.007216423483670603,0.0023999503087525926,0.021398613271477396,0.007752479091634755,0.0077922132849285956,0.009911495123124456,33,7
descent_to_grasp,30,40,37.346581900865814,38.436602170265616,43.41223125103955,0.12326275380812332,0.12347225966578088,0.1399694129046228,0.3859346193640829,0.3431261445186625,0.7459100809170816,0.580961983053081,0.544651206794738,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0019308039013132862,0.0010016663376023194,0.005236750592760034,0.006263773602764515,0.0021349285276095597,0.0191015939832254,0.0077053997144092,0.007651997808185505,0.009844173760991726,33,7
descent_to_grasp,31,40,37.479297611721584,38.21199815113063,44.48558428441352,0.12375193999207859,0.12319767492217884,0.14148982872815774,0.3857577884459499,0.3415477809368105,0.7460944295927007,0.5804966382716403,0.5417402649482912,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.002107634819446333,0.000999246693942718,0.005874939656957937,0.006984023700501124,0.0022870578840086,0.024097285604677204,0.007785535068987137,0.007620913385102478,0.010060317806473379,33,7
descent_to_grasp,32,40,38.130200535566935,38.51288636439584,46.21543770301181,0.12577298993783476,0.12347377613607023,0.14542082152545951,0.385804598281401,0.3418009409438057,0.7461938892749316,0.5805437188871722,0.5419534278957303,0.8858685278413398,0.004033970233077881,0.003471032693221663,0.007930104615505362,0.002402030530647056,0.0011578848114475876,0.00563638066266862,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0020608249839951893,0.0009672912464432359,0.00578186443588806,0.006860362087578359,0.002342177906959891,0.023566753544678055,0.00803795029654306,0.007652273924881888,0.010630329504629409,33,7
descent_to_grasp,33,40,39.38697879633416,39.619118384361116,47.26835038785355,0.1299299474353594,0.1293723272352344,0.14792027077367143,0.38647887878051346,0.3438801266476236,0.7466898649436816,0.5811061924643864,0.5463971352270109,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.001386544484882737,0.0006376998996769079,0.0028834921568849873,0.004290781279531652,0.0018932171304078173,0.014793202814963817,0.00856361596151955,0.008404411779353122,0.011000725261591663,31,9
descent_to_grasp,34,40,40.387803888602505,40.335989379236594,47.894538718469754,0.13341844488571603,0.1337762322353496,0.15227927305390265,0.38662519589537314,0.3448979703929921,0.7467613569692306,0.5813677443839879,0.5476528785770336,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.001240227370023015,0.0005807191353096042,0.0029814218118296384,0.003645770642112321,0.0019648923346554173,0.00933610024482943,0.009030469466929479,0.008988701333768376,0.011662525949670929,30,10
grasp_close,0,50,108.65846882831639,109.69786774553168,112.73177629360917,0.38661364444985724,0.3931486140723498,0.4386128765156804,0.0038211167945378815,0.0030947664277233096,0.0059218767607066534,0.009323074687423287,0.006723553606570701,0.015945156538640738,0.002942698321864469,0.0028940285261370735,0.003958285880516851,0.0002222296003557461,0.00019704584288368285,0.00043307115945212456,0.0066268515586853025,0.0021827518939971924,0.015269881486892704,0.0006400848726853627,0.0003049801086781891,0.001493215638328724,0.10313618334733865,0.08744949711412986,0.20570534415439806,0.07844017990445973,0.08052509085007534,0.10132392639934125,48,2
grasp_close,1,50,78.5486146998955,76.54579464568485,90.38802405710244,0.2780411220399862,0.2703734101863932,0.31921493081604974,0.003881526901890356,0.0033533861828837514,0.0062126462981993945,0.009151666334089455,0.006820825190724815,0.01722714644177951,0.0032688538262239763,0.0030939540258661316,0.004306830634193245,0.00040972960151223174,0.00039708880652571707,0.0008615868641272599,0.006890691518783569,0.0036655664443969727,0.01660146713256836,0.0005796747653328881,0.00020828549780663131,0.0011860475153569485,0.06654059962220842,0.058607701014559616,0.16982065171279806,0.039892993674210404,0.037244469821852075,0.052317666178971906,32,18
grasp_close,2,50,51.653500452905774,51.03776523347085,56.81997480795377,0.18292744601065444,0.18131938666718317,0.19480105543325657,0.004028913671850685,0.0034148609257679406,0.006109464819288182,0.009693249872047444,0.006820825190724815,0.017562144492444153,0.0035949368790410123,0.0032533038039863345,0.004710816523362094,0.00044794470457211515,0.0004610429783226226,0.0009144323268897764,0.007398643493652344,0.0038660764694213867,0.01696431040763855,0.00043228799537255934,0.00010127749508241786,0.0010486995908519298,0.03984939611868683,0.0273563318695101,0.14792942979141133,0.016915763773479177,0.016575750703912068,0.019157233867908557,32,18
grasp_close,3,50,51.605098772607896,49.70454212802316,56.788871201467146,0.18299376134147244,0.18045654121844928,0.19550868602907018,0.0038394388981140386,0.0033802068951421568,0.006321791306280159,0.008880635306608464,0.006637480427538998,0.01684335404101046,0.003585307827750901,0.00336796803742373,0.00463219851193181,0.0004139126956644741,0.0004366750140337572,0.0008794287223566844,0.006369775533676148,0.00359460711479187,0.01616443991661072,0.0006217627691092059,0.00010012638363860512,0.0012774118410547885,0.06499762850662658,0.029670123447745195,0.21753457190972328,0.016937595915835164,0.016417056224302385,0.019298056977259906,32,18
grasp_close,4,50,48.909048571374896,48.581187112929385,53.42581964145768,0.17330732504739144,0.17433085190116981,0.18347008430165004,0.004173749149025964,0.0034193272455469628,0.006568886374337412,0.010328599414613292,0.006820825190724815,0.019218741186358777,0.003563813434809461,0.003326218572772271,0.004652188509462373,0.0003976207136422246,0.00040737321724621986,0.0008777764390693079,0.008288131952285767,0.003921627998352051,0.018650078773498537,0.0002874525181972798,4.714237780593304e-05,0.0007048604979040629,0.02095744204392795,0.012215497059242936,0.12180993395484449,0.015171736827658494,0.0153128690729468,0.01697470661152842,29,21
grasp_close,5,50,47.852045322720876,47.719181823740925,50.41257793857808,0.169744671532839,0.16928307386816016,0.17651939557901344,0.004413362556154173,0.003451297112078018,0.007163205388349848,0.011474972539628205,0.006820825190724815,0.022091208628823744,0.003122834685630888,0.0028175855953995457,0.004206277578264288,0.00042237301802997376,0.0004201177440550784,0.0008853869085324674,0.009873509407043457,0.004641532897949219,0.021584367752075197,4.7839111069071496e-05,-0.0001241580670812456,0.0003068904747685522,-0.010229022503610536,-0.040327090493256224,0.10940572716394582,0.014529109263829642,0.014432530808084636,0.015703003830552998,19,31
grasp_close,6,50,31.884962592984913,31.97000645760808,33.46421336709248,0.1133166827441675,0.11458831105292881,0.12733986480009984,0.004340481333634962,0.0034177778046175123,0.006938331157535151,0.011175698123490469,0.006820825190724815,0.020930154171478064,0.0034393473645776933,0.0032305958301066533,0.004511358131824026,0.000400997079711047,0.00039673091060681215,0.0008919157575330043,0.00925709843635559,0.004132449626922607,0.020327365398406985,0.00012072033358828174,-8.896250946372722e-05,0.0003172816929589671,0.0010340292027599105,-0.029355551113259406,0.10427834614279911,0.006509109499854802,0.00658694358008272,0.008140858894831774,19,31
grasp_close,7,50,32.910149969591586,32.521081566638586,34.903529766628964,0.11691395916743963,0.11781856166340207,0.13102353024359495,0.004460172253346944,0.003417852216806648,0.007336759930683381,0.011891675638754054,0.006545383412213997,0.02351198695810732,0.0037678090088451815,0.0035069352417548723,0.004948663291099646,0.00043945902145937357,0.0004438537522268582,0.0008945195140898594,0.009932669401168824,0.004113435745239258,0.022980064153671268,1.0294138762995424e-06,-2.202299938647962e-05,0.00022491111441320688,-0.0008026251187694032,-0.006154017279741684,0.06754301524373615,0.006926140623588921,0.006964925500536491,0.008621178564231028,19,31
grasp_close,8,50,41.40863398742259,41.13493474722304,45.254783775380524,0.14692619234899154,0.14684308965563764,0.16169420219269862,0.004431710184644946,0.0033831151564575456,0.007350114443963932,0.011832891719667633,0.0063868756649171025,0.023511986835391793,0.0037678090129450088,0.0035069355687405443,0.004948665795717057,0.00043945904043978396,0.00044385230844223834,0.0008945201562688413,0.009932669401168824,0.004113435745239258,0.022980064153671268,2.9491482578297702e-05,8.142243706014832e-06,0.0002381540372098926,0.0077041039312692496,0.0023037593246882293,0.0789843152684783,0.010930011384105907,0.010840201481372805,0.013159095466365237,28,22
grasp_close,9,50,59.06410997531204,58.825503278785256,65.33188748843654,0.20927037725452316,0.21381683350551006,0.22666823379378626,0.004386486599269777,0.0033433723514709503,0.007282013273887102,0.01177076912860847,0.006177132650988586,0.023511986835391793,0.0037678090129450088,0.0035069355687405443,0.004948665795717057,0.00043945904043978396,0.00044385230844223834,0.0008945201562688413,0.009932669401168824,0.004113435745239258,0.022980064153671268,7.471506795346712e-05,5.258510624556439e-05,0.0002889519291713257,0.019138750882220164,0.01454555807094494,0.08332531465724628,0.022267149524944862,0.023126232146194883,0.026027977394852103,34,16
grasp_close,10,50,73.41545941656683,75.37835533531523,79.20311079802298,0.2599516311065219,0.259598366956197,0.2736941346932626,0.00429559297877895,0.003226139740925606,0.0071318157763760655,0.011693072287348108,0.00600649928589399,0.023511986835391793,0.0037678090129450088,0.0035069355687405443,0.004948665795717057,0.00043945904043978396,0.00044385230844223834,0.0008945201562688413,0.009932669401168824,0.004113435745239258,0.022980064153671268,0.00016560868844429485,0.0001596311046216498,0.0003619166411533381,0.04411671839412575,0.03213590024607563,0.11931113066701111,0.03443666726793828,0.0342833704357275,0.038183218830196514,46,4
grasp_close,11,50,72.11920295532663,75.34171492176529,83.39280435094823,0.25458048841603015,0.2623776661387238,0.28262468217507664,0.004298270465947159,0.0032434079773499343,0.007101929899643333,0.011695298357015261,0.005990921788781513,0.023511986835391793,0.0037678090129450088,0.0035069355687405443,0.004948665795717057,0.00043945904043978396,0.00044385230844223834,0.0008945201562688413,0.009932669401168824,0.004113435745239258,0.022980064153671268,0.00016293120127608494,0.0001790664632621531,0.00034369028485767164,0.04021438800126632,0.036492032007588694,0.10515986176487357,0.03321171421129148,0.03503473743327547,0.0407695045324237,45,5
grasp_close,12,50,65.96851041524386,67.19065327706,74.08440768582206,0.2331062235566844,0.234806178107146,0.24889122373109016,0.004324749138479117,0.0032491222031518366,0.007116614168885153,0.011741770182954303,0.006010026843679573,0.023511986835391793,0.0037678090129450088,0.0035069355687405443,0.004948665795717057,0.00043945904043978396,0.00044385230844223834,0.0008945201562688413,0.009932669401168824,0.004113435745239258,0.022980064153671268,0.0001364525287441273,0.00013563260950238574,0.00032857751579851505,0.03269005471290103,0.02350780066962182,0.0942068352594962,0.02771920857218341,0.027957838531641716,0.03147117702243228,42,8
grasp_close,13,50,53.48318294839454,52.16338453829703,60.83796979192273,0.1890799318269392,0.18517827587734004,0.2083195297820412,0.004394038788937095,0.0033381053063117473,0.007240871737219574,0.011794359923531658,0.006154695752890153,0.023511986835391793,0.0037678090129450088,0.0035069355687405443,0.004948665795717057,0.00043945904043978396,0.00044385230844223834,0.0008945201562688413,0.009932669401168824,0.004113435745239258,0.022980064153671268,6.71628782861495e-05,4.68308070639095e-05,0.00026298744104802916,0.01502383116194918,0.010716754365565382,0.07061835598633631,0.01813499278695036,0.0172950888805143,0.021939233554535857,30,20
grasp_close,14,50,44.32173942739497,42.50068041931691,51.46512237609593,0.1567752382540205,0.15321182347851747,0.17768372780662056,0.004474891742949108,0.0034230560011734943,0.007417661267290013,0.01204200967988774,0.006820824879201314,0.02351198695810732,0.0037678090088451815,0.0035069352417548723,0.004948663291099646,0.00043945902145937357,0.0004438537522268582,0.0008945195140898594,0.009932669401168824,0.004113435745239258,0.022980064153671268,-1.3690075725864914e-05,-4.0945005421998484e-05,0.00019719571958943367,-0.006235088992318018,-0.010615062536670331,0.04347189009437845,0.01244640092323193,0.01180663231080429,0.015912493753486197,21,29
grasp_close,15,50,40.79329877220473,40.190383849373774,45.65850905370342,0.14429996487122465,0.14129952189238137,0.15703347869648823,0.004471433310125136,0.0034150863171390766,0.007367359539000526,0.012042009621159809,0.006820825190724815,0.023511986835391793,0.0037678090129450088,0.0035069355687405443,0.004948665795717057,0.00043945904043978396,0.00044385230844223834,0.0008945201562688413,0.009932669401168824,0.004113435745239258,0.022980064153671268,-1.0231642901892034e-05,-4.7240171670763585e-05,0.00023798923110922437,-0.004311230658047651,-0.008709962521043297,0.0591786041189514,0.010506392056975402,0.010033109233938423,0.012406780609503792,20,30
grasp_close,16,50,41.01761520521868,40.682194242981126,45.41190357818401,0.14504811904839765,0.14294229274957904,0.15215651188485246,0.004482967597195442,0.003429608895141668,0.007388916076109364,0.012042009621159809,0.006820825190724815,0.023511986835391793,0.0037678090129450088,0.0035069355687405443,0.004948665795717057,0.00043945904043978396,0.00044385230844223834,0.0008945201562688413,0.009932669401168824,0.004113435745239258,0.022980064153671268,-2.1765929972198058e-05,-4.973569665319929e-05,0.00023608315793660113,-0.006809313044673974,-0.013326283941123767,0.05427570688723335,0.010605648788280839,0.010268978268816134,0.011643654246271163,17,33
grasp_close,17,50,41.411303461222595,41.69985488288263,46.1654768047493,0.14643278509455973,0.14661988443954718,0.15568920003667316,0.004478450891565829,0.0034174201987833253,0.007379943448506728,0.012042009621159809,0.006820825190724815,0.023511986835391793,0.0037678090129450088,0.0035069355687405443,0.004948665795717057,0.00043945904043978396,0.00044385230844223834,0.0008945201562688413,0.009932669401168824,0.004113435745239258,0.022980064153671268,-1.724922434258486e-05,-4.7563233249076986e-05,0.00024410430182021203,-0.005614988400499399,-0.011009446927519376,0.05151017972953327,0.010815144050942287,0.010807177294003968,0.012193964596680942,18,32
