episode_id,token_index,count,token_delta_norm_mean,token_delta_norm_p50,token_delta_norm_p90,token_norm_fraction_mean,token_norm_fraction_p50,token_norm_fraction_p90,gap_to_sim_chunk_mean_l2_mean,gap_to_sim_chunk_mean_l2_p50,gap_to_sim_chunk_mean_l2_p90,gap_to_sim_chunk_max_l2_mean,gap_to_sim_chunk_max_l2_p50,gap_to_sim_chunk_max_l2_p90,gap_to_sim_first_translation_l2_mean,gap_to_sim_first_translation_l2_p50,gap_to_sim_first_translation_l2_p90,gap_to_sim_first_rotation_l2_mean,gap_to_sim_first_rotation_l2_p50,gap_to_sim_first_rotation_l2_p90,gap_to_sim_first_gripper_abs_mean,gap_to_sim_first_gripper_abs_p50,gap_to_sim_first_gripper_abs_p90,action_gap_reduction_mean,action_gap_reduction_p50,action_gap_reduction_p90,action_gap_reduction_ratio_mean,action_gap_reduction_ratio_p50,action_gap_reduction_ratio_p90,repr_gap_reduction_ratio_mean,repr_gap_reduction_ratio_p50,repr_gap_reduction_ratio_p90,improved_count,worsened_count
episode_000001,32,46,36.43819679259542,35.821862636772984,42.09733553753846,0.13610770196524255,0.13337081675029577,0.16696198155114605,0.30966000702919844,0.3874099310727544,0.6947986109773121,0.4056847781035927,0.5589050977130181,0.8538378757039913,0.003958902175055311,0.004071465305141873,0.005302732392491466,0.004934546698240099,0.002887160369249203,0.010822554889396891,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.006119640912306598,0.0012798150925704965,0.019166906349824875,0.010736456169602041,0.007226632014489096,0.0587341852274382,0.009514500297952729,0.008933806671010713,0.014037080972776192,36,10
episode_000001,33,46,38.93588853781092,36.741540148130696,48.41249967862069,0.14581038470690577,0.13723439933097284,0.1939245494125854,0.3097146463273664,0.38506940753300645,0.6959037816812015,0.4046939545819889,0.5472024799499511,0.8538378757039913,0.003958902014368215,0.004071466018385627,0.005302733139662313,0.0049345465297964105,0.0028871595957978237,0.010822555463310325,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.006065001614138631,0.0010236138596351474,0.018306158030723857,0.01273163907382265,0.00758445540382627,0.06336580643378603,0.011115542313217167,0.009461414917446323,0.018986598262886366,36,10
episode_000001,34,46,40.281928634956806,38.295401141004355,52.61592945809892,0.1511554406162417,0.14271720636866142,0.20899965997559367,0.30960631670231115,0.38552966606626154,0.6969461758397959,0.4048232127099788,0.5495037726162268,0.8538378757039913,0.003958902014368215,0.004071466018385627,0.005302733139662313,0.0049345465297964105,0.0028871595957978237,0.010822555463310325,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.006173331239193787,0.0010802240941724939,0.01861863961776583,0.01373916667811919,0.007894165980635437,0.06358539190906115,0.012127578670096912,0.010236496388619183,0.022126998780956777,37,9
episode_000002,0,47,91.15383898628646,87.9941809150916,112.50341965200388,0.33252157057688375,0.33184969570385825,0.4281826932172785,0.33256454023331566,0.20684137083480875,0.7601864450549554,0.4418778959119812,0.39039940939283657,0.9163572253743609,0.0029128722079239224,0.00271913422449481,0.004560444284569327,0.004095273158272204,0.000543181484440618,0.012892553866602126,0.198417030433391,0.14601276814937592,0.4671491503715515,0.011439261314722048,0.003300247049542432,0.031204502062640204,0.039677551194695675,0.03538882636611867,0.08119143774848926,0.059701453398796046,0.056667725845629485,0.09632165475848069,46,1
episode_000002,1,47,81.15568757580057,78.68468904899929,90.87971270695905,0.2949086070660771,0.3007360756973501,0.3281416254641605,0.3302878517415044,0.205213072405341,0.7595559304907604,0.440869253251175,0.3786038730109899,0.9163572253743609,0.002935101379304048,0.0028371521259535825,0.004575541721882482,0.004123920313453231,0.0005460199108684886,0.01323210383185419,0.18689052189918273,0.16237393021583557,0.4495750486850738,0.013715949806533305,0.008344911243244657,0.03652099043043107,0.03250776488771761,0.03977446311854879,0.07577617835555461,0.04548475700805791,0.04629259582712803,0.0553724711599804,37,10
episode_000002,2,47,54.363343182981254,52.73167617421441,63.57398481912892,0.19677995696639525,0.18638833820840664,0.23852197375241718,0.33520362516202484,0.2067931198313485,0.763460159812213,0.4417495305646229,0.3909372401135009,0.9163572253743609,0.003036541985866893,0.0029798809628355637,0.004342212993481685,0.004139985887382053,0.0015345506739336148,0.01250348366477775,0.21140414571508448,0.18064196407794952,0.48518617153167726,0.008800176386012905,0.0022600156575333374,0.02445180576500803,0.010332859045914463,0.015852649477813112,0.037481149989500764,0.019861595462765846,0.01752384895107576,0.02886477054831565,35,12
episode_000002,3,47,63.92092997229367,61.71677280360053,82.55372020657938,0.23245131444598038,0.22565379589170828,0.3314409113291203,0.33000146243526113,0.20592446500436196,0.7532133429637907,0.4413481076693284,0.38606285090949644,0.9163572253743609,0.0031144949017432298,0.002946468197749486,0.004702434572427717,0.004153748529621827,0.0009088696445902737,0.01252680181599186,0.18530913474077873,0.1492081880569458,0.4271765232086181,0.01400233911277659,0.007625130072207498,0.03604591443129363,0.02348834488070152,0.038772459011571433,0.05096968495697764,0.02908614767952346,0.025792442854366365,0.056527274162892965,35,12
episode_000002,4,47,61.32926650401589,54.7683060216784,86.61658886017449,0.22250163802266198,0.20694642782187936,0.3364380397807509,0.3307304357821338,0.2050302532411496,0.7536017738587731,0.4412815209961452,0.3813268462011053,0.9163572253743609,0.0029201593975032593,0.0029671292485658643,0.004225176836965962,0.0038278299848952353,0.0014303545648397988,0.011410821578766304,0.18914151255120623,0.13958056271076202,0.4513976216316223,0.013273365765903948,0.005736634739701846,0.03531600109628765,0.010807929901293969,0.03508948438495817,0.04668004886761793,0.026994670828104844,0.021647723970673386,0.058294451031757136,34,13
episode_000002,5,47,46.45285526648202,46.469586463146555,50.67225395072487,0.16827595514393215,0.16765534237897387,0.18438198169078632,0.33291788550004475,0.20545163399836172,0.7603374857634171,0.44129083588720475,0.38176176409061374,0.9163572253743609,0.0029133022423202897,0.0026339961672811134,0.004476196749151851,0.00404899177290407,0.0012291618189570089,0.012273848747742804,0.20029946733662424,0.16439342498779297,0.46342686414718626,0.01108591604799296,0.005236819653543057,0.02878445395234994,0.0064314707858996595,0.02732136088269087,0.040691084479882955,0.01434438531410055,0.014154329434982375,0.0171469535267443,34,13
episode_000002,6,47,25.9759619470295,24.985949515552203,32.60823581094403,0.09364727749811347,0.09567414447786746,0.11747213842625996,0.33611352463844296,0.20621896454342004,0.7670135693357346,0.44183411888682905,0.3890239700009705,0.9163572253722622,0.0030417627729278592,0.0027615745617502996,0.004615445607478668,0.004166060829119702,0.0010056320984553474,0.012733319331165388,0.2161364184415087,0.16914692521095276,0.5006720423698425,0.007890276909594776,0.002846098519468626,0.021600391271729167,0.004497334813138941,0.016552933290066307,0.03122100438066843,0.00464882684983579,0.004587292587427241,0.006923828415425589,34,13
