variant,frame,episode_id,progress,planner_phase,total_energy,sensitive_energy,null_energy,sensitive_ratio
original_P0_raw,episode_000004_000026,episode_000004,26,descent_to_grasp,309.3787924311533,95.91882467687837,294.1340107481025,0.3100368448759247
original_P0_raw,episode_000004_000027,episode_000004,27,grasp_close,299.0982652108545,66.00096059846533,291.72529107402136,0.2206664774599639
original_P0_raw,episode_000004_000028,episode_000004,28,grasp_close,308.8509045667942,62.03812888814158,302.55603086996194,0.20086756415740006
original_P0_raw,episode_000004_000029,episode_000004,29,grasp_close,294.86084012038,53.47715797046169,289.9708754545852,0.1813640561718168
original_P0_raw,episode_000004_000030,episode_000004,30,grasp_close,290.658383322697,48.462578998722705,286.58973155463264,0.16673380772547067
original_P0_raw,episode_000004_000031,episode_000004,31,grasp_close,289.7601357939438,48.10292557225001,285.73947022894004,0.1660094665556662
original_P0_raw,episode_000004_000032,episode_000004,32,grasp_close,290.66343650516626,47.951430751215725,286.6808218383367,0.1649723519675081
original_P0_raw,episode_000004_000033,episode_000004,33,grasp_close,289.5661047390419,47.120526682499516,285.70646646323155,0.16272804693410065
original_P0_raw,episode_000004_000034,episode_000004,34,grasp_close,291.0966318776617,48.59288993160217,287.01216026261693,0.16693044374358876
original_P0_raw,episode_000004_000035,episode_000004,35,grasp_close,292.0677220995766,49.767701713706764,287.7963345120487,0.17039781512295676
original_P0_raw,episode_000004_000036,episode_000004,36,grasp_close,289.4889267597272,48.54042068731699,285.3903752336385,0.16767626047266754
original_P0_raw,episode_000004_000037,episode_000004,37,lift,288.38214862227676,48.8624346232171,284.2124665223057,0.16943640532763063
original_P0_raw,episode_000004_000038,episode_000004,38,lift,292.3862854065838,50.82388777650571,287.935187716162,0.17382445864665472
original_P0_raw,episode_000004_000039,episode_000004,39,lift,252.53660270151448,28.95547634410661,250.87111450645023,0.11465853280021558
original_P0_raw,episode_000004_000040,episode_000004,40,lift,244.97563242118636,22.417507744627052,243.94777274383918,0.09150913306383328
original_P0_raw,episode_000004_000041,episode_000004,41,lift,260.42677708140513,42.26631400426209,256.97405495789064,0.1622963447842782
original_P0_raw,episode_000004_000042,episode_000004,42,lift,243.24987322429106,41.57821122440696,239.67009236659518,0.17092798723092997
original_P0_raw,episode_000004_000043,episode_000004,43,lift,241.91980490972114,35.59555389719397,239.28674963380126,0.1471378249105211
original_P0_raw,episode_000004_000044,episode_000004,44,lift,242.26268825156802,35.027568543542344,239.7170823299914,0.14458507331995493
original_P0_raw,episode_000005_000000,episode_000005,0,hold,256.5738951126469,60.51166924795025,249.33612160716345,0.2358449959275204
original_P0_raw,episode_000005_000001,episode_000005,1,hold,261.29716759354625,62.2018314713223,253.78562203959274,0.23805015585962525
original_P0_raw,episode_000005_000002,episode_000005,2,alignment,262.0877563386204,62.83532148852736,254.4439317335854,0.23974916786018574
original_P0_raw,episode_000005_000003,episode_000005,3,alignment,261.9376855422143,62.54110164835055,254.36187157634816,0.23876328264445676
