factor,condition,count,observation_rgb_l2_mean,observation_mse,observation_psnr,observation_ssim_global,vision_gap,projector_gap,hidden_gap,sensitive_energy,null_energy,sensitive_ratio,action_gap,chunk_max_l2,first_action_l2,translation_gap,rotation_gap,gripper_gap,policy_impact_score,policy_efficiency,status,action_gap_reduction_pct,hidden_gap_reduction_pct,vision_gap_reduction_pct
photometric,P5_brightness_match_sim_to_real,225,0.22289378073846264,0.02668966642476758,15.870674376601034,0.6049970696874877,85.53642982156485,9.664580073663371,281.79843835275904,,,,0.3767816144566739,0.47223446777929323,0.31828373964403506,0.004178335647787735,0.006250853253962826,0.31757052951388887,-0.006578176784088008,0.001541152895763089,VERIFIED_FULL_FORWARD,-1.7769086169064312,-1.5379766320724817,-0.46183591653402645
photometric,P6_contrast_match_sim_to_real,225,0.4601477476192081,0.08439363585500215,10.762875325296163,0.586168548468818,86.11800734103538,10.4157478576679,277.161051203969,,,,0.3715460488300499,0.46627579102077155,0.31697012964425425,0.004152312271315722,0.005930357368270978,0.31628221299913195,-0.0013426111574639799,-0.003638126021818867,VERIFIED_FULL_FORWARD,-0.36266847382746553,0.1329726843970171,-1.1448939475469484
