factor,condition,description,count,observation_rgb_l2_mean,observation_mse,observation_psnr,observation_ssim_global,status,vision_gap,projector_gap,hidden_gap,action_gap,chunk_max_l2,first_action_l2,translation_gap,rotation_gap,gripper_gap,sensitive_energy,null_energy,sensitive_ratio,action_gap_reduction_vs_k0_pct,hidden_gap_reduction_vs_k0_pct,vision_gap_reduction_vs_k0_pct,sensitive_energy_reduction_vs_k0_pct
combined_image_space,K0_P4_letterbox,P4 letterbox condition copied as combined baseline.,225,0.2626147089978618,0.0486808894922348,13.158761266821188,0.797820837671408,VERIFIED_FULL_FORWARD,65.13146635565707,6.898262975577722,187.74753636110216,0.10127361930288432,0.18031536052753647,0.12054823633360823,0.0015572242535201323,0.002242138717267652,0.12027818467881944,29.077618774362637,185.12180369609638,0.14807234548853646,0.0,0.0,0.0,0.0
combined_image_space,K1_P4_letterbox_C2_shift_right_24px,P4 letterbox plus C2-like Sim right shift by 24 pixels.,225,0.3124723191038975,0.07258609654873206,11.406449843934904,0.6986074837121539,VERIFIED_FULL_FORWARD,73.40294629176366,8.070543151450767,200.90264384179707,0.130147527227088,0.2503560793637539,0.18835664422631096,0.0017072324189475387,0.002488586916321933,0.18802415635850694,37.90858531399344,196.6581204858315,0.18102096264792591,-28.51078901194295,-7.006806979023776,-12.699667916179441,-30.370322302378327
