factor,condition,count,observation_rgb_l2_mean,observation_mse,observation_psnr,observation_ssim_global,vision_gap,projector_gap,hidden_gap,sensitive_energy,null_energy,sensitive_ratio,action_gap,chunk_max_l2,first_action_l2,translation_gap,rotation_gap,gripper_gap,policy_impact_score,policy_efficiency,status,action_gap_reduction_pct,hidden_gap_reduction_pct,vision_gap_reduction_pct
preprocessing,P0_current_paired_image,225,0.4698924514245712,0.08839340087351157,10.564779280284665,0.581873292987956,85.14320790696127,10.24503528672714,277.5300904152036,,,,0.3702034376725859,0.4644308499063527,0.31605157325389616,0.004157450406418055,0.005912028362885719,0.3153373887803819,0.0,,VERIFIED_FULL_FORWARD,0.0,0.0,0.0
preprocessing,P1_resize_224_direct,225,0.4683783662438217,0.0874641159645594,10.612380865196618,0.5888062604135964,85.4600862663275,10.336719509221995,277.6737866923975,,,,0.36925276669187795,0.4653420821878727,0.3115831025101409,0.0042107405791287356,0.005860530694098201,0.3108587646484375,0.0009506709807079461,-0.006615835839816381,VERIFIED_FULL_FORWARD,0.256796907852794,-0.051776827867196,-0.37217103648771555
preprocessing,P2_center_crop_square_resize_224,225,0.4615034276037046,0.08701185515782203,10.629897845798231,0.5465088467118243,85.63995267136065,10.59772598303145,245.096705978862,,,,0.14919159904357268,0.26471812202424794,0.10768631544047091,0.0016947667305989725,0.0024909223685724083,0.10749796549479167,0.22101183862901322,0.006814331666891033,VERIFIED_FULL_FORWARD,59.7001043584257,11.686438896704523,-0.58342265532465
preprocessing,P3_center_crop_0p875_resize_224,225,0.4650685674903525,0.08725627295852979,10.623606108640185,0.44762945657308983,88.19226371780726,11.538234761687626,256.645396022612,,,,0.1805166909702951,0.29601527000808364,0.1153434697738485,0.0017399993315573307,0.00313536538686128,0.11500881618923611,0.1896867467022908,0.009082572296081965,VERIFIED_FULL_FORWARD,51.23851574551096,7.525200010329222,-3.5810910650416194
preprocessing,P4_letterbox_224,225,0.2629564845656416,0.04894300299141079,13.13458789182727,0.7979297385266778,65.20260578512612,6.924949021829151,188.4954033549752,,,,0.1019931567288326,0.1811054488514706,0.12038470323669995,0.0015778441369991578,0.0022847818352677855,0.12010952419704861,0.2682102809437533,0.003012424593151205,VERIFIED_FULL_FORWARD,72.44943013764312,32.081093234620624,23.420073793349296
photometric,P5_brightness_match_sim_to_real,225,0.22289378073846264,0.02668966642476758,15.870674376601034,0.6049970696874877,85.53642982156485,9.664580073663371,281.79843835275904,,,,0.3767816144566739,0.47223446777929323,0.31828373964403506,0.004178335647787735,0.006250853253962826,0.31757052951388887,-0.006578176784088008,0.001541152895763089,VERIFIED_FULL_FORWARD,-1.7769086169064312,-1.5379766320724817,-0.46183591653402645
photometric,P6_contrast_match_sim_to_real,225,0.4601477476192081,0.08439363585500215,10.762875325296163,0.586168548468818,86.11800734103538,10.4157478576679,277.161051203969,,,,0.3715460488300499,0.46627579102077155,0.31697012964425425,0.004152312271315722,0.005930357368270978,0.31628221299913195,-0.0013426111574639799,-0.003638126021818867,VERIFIED_FULL_FORWARD,-0.36266847382746553,0.1329726843970171,-1.1448939475469484
