ridge,count,gap_to_sim_chunk_mean_l2_mean,gap_to_sim_chunk_mean_l2_p50,gap_to_sim_chunk_mean_l2_p90,gap_to_sim_first_translation_l2_mean,gap_to_sim_first_translation_l2_p50,gap_to_sim_first_translation_l2_p90,gap_to_sim_first_rotation_l2_mean,gap_to_sim_first_rotation_l2_p50,gap_to_sim_first_rotation_l2_p90,gap_to_sim_first_gripper_abs_mean,gap_to_sim_first_gripper_abs_p50,gap_to_sim_first_gripper_abs_p90,hidden_cosine_to_sensitive_mean,hidden_cosine_to_sensitive_p50,hidden_cosine_to_sensitive_p90,hidden_pred_norm_mean,hidden_pred_norm_p50,hidden_pred_norm_p90,action_gap_reduction_mean,action_gap_reduction_p50,action_gap_reduction_p90,improved_count,worsened_count
0.001,225,0.14557305683571173,0.08274500855157574,0.41645951080010807,0.0023023575441040466,0.0022339401267422805,0.003966876003991504,0.0022814087263894464,0.000956635217488456,0.006954034858447672,0.02854987506599476,0.005800426006317139,0.08696155697107315,0.7100745464491237,0.8716697768736383,0.97954973142151,33.23697481588039,29.89194608423098,58.322999601179276,0.22468900591476407,0.12905697798536253,0.6155558594411716,171,54
0.01,225,0.14557271457832072,0.08274849008981543,0.4165193002861638,0.0023023651220610507,0.0022334032112502505,0.0039666319713822515,0.0022814059005812353,0.0009562810362643202,0.006955539718787787,0.02854979970570033,0.005797863006591797,0.08696320354938507,0.7101567317873546,0.8717205756304255,0.9795564930133022,33.235013055968054,29.888205987718152,58.32476481670927,0.22468934817215508,0.12905937844740634,0.6155581752758643,171,54
0.1,225,0.1455694921055972,0.08278380240186693,0.4171061554019022,0.0023024506529889417,0.002228706009101559,0.003964212364684843,0.002281388520938474,0.0009528272068462369,0.0069702165210534465,0.028549438839933525,0.005772650241851807,0.0869824543595314,0.7109618216195139,0.8722233196053147,0.9796217515649615,33.215893766734396,29.876684451040607,58.342092049070864,0.2246925706448786,0.12908009373338958,0.6155834944364518,171,54
1.0,225,0.14554646032358498,0.08314766914114166,0.4251124503137165,0.002303885486378403,0.0022227216795948704,0.003941622731509699,0.0022817012992453587,0.0009399183970049305,0.007254266214452122,0.02857114894833002,0.005791962146759033,0.09097764529287812,0.7176656063516402,0.8737907479310832,0.9797602820043303,33.06299939932862,29.56672181194804,58.165390460916406,0.2247156024268908,0.12904085591354209,0.6159743398030288,171,54
10.0,225,0.14553346181585172,0.08801328800430268,0.44853470294010755,0.0023207264989066455,0.002228208477356978,0.003865905046504836,0.0022909735579804574,0.0009548978916358445,0.006919616047562172,0.029237357521584878,0.005782727152109146,0.1053013741970062,0.7428002629852111,0.8830194981172197,0.9788305302078883,32.53433229024139,28.77841328516005,57.74575807578551,0.22472860093462405,0.15545594914014524,0.6169918878785527,178,47
