frame,episode_id,heldout_episode,planner_phase,progress,ridge,hidden_cosine_to_sensitive,hidden_pred_norm,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2,gap_to_sim_first_l2,gap_to_sim_first_translation_l2,gap_to_sim_first_rotation_l2,gap_to_sim_first_gripper_abs,gap_to_sim_chunk_mean_l2,gap_to_sim_chunk_max_l2,action_gap_reduction,action_gap_reduction_ratio
episode_000001_000027,episode_000001,episode_000001,descent_to_grasp,27,0.001,0.8869606138507353,20.804567807328006,0.19922289855502806,0.0012414841995983107,0.0003341767296649914,0.19921875,0.09097468706570148,0.19922289855502806,0.015196770724961353,0.0005029355008062573,0.0002943029856654883,0.01518559455871582,0.053973094618499154,0.1552333554336263,0.03700159244720233,0.4067240420456732
episode_000001_000028,episode_000001,episode_000001,grasp_close,28,0.001,0.8061494846051174,15.529349888067253,0.031703617438525594,0.0052589291876880394,0.0009489586330640773,0.03125,0.00895170152577034,0.031703617438525594,0.0066483970132178915,0.00487467729059723,0.0010573043326401578,0.004395544528961182,0.004621263166022803,0.011107254664749131,0.004330438359747537,0.48375589236090855
episode_000001_000029,episode_000001,episode_000001,grasp_close,29,0.001,0.8026413208672422,16.137696970435957,0.024095724511811443,0.005505004942498176,0.0009911882173338387,0.0234375,0.007440796913528912,0.024095724511811443,0.005746290593450485,0.005302761804521856,0.0010492828717170858,0.0019492506980895996,0.00444882701610082,0.011060458198971765,0.0029919698974280916,0.40210342147466355
episode_000001_000030,episode_000001,episode_000001,grasp_close,30,0.001,0.8881865871060677,17.178438189616823,0.013145267172327975,0.005857619481044977,0.001075751590594173,0.01171875,0.005241390681510411,0.013145267172327975,0.006105693107552579,0.005744433294289817,0.0011352592105730711,0.0017297863960266113,0.004474209492480721,0.00983998001676672,0.0007671811890296899,0.14636977772635934
episode_000001_000031,episode_000001,episode_000001,grasp_close,31,0.001,0.8715887318419046,15.595818828630446,0.006352705524101168,0.004973737405930198,0.0006000121917896601,0.00390625,0.0036036090292487265,0.006835698765029645,0.005268502552495752,0.004355950141276293,0.0005950743698250947,0.0029032230377197266,0.0032227356573002104,0.006346440513185334,0.00038087337194851615,0.10569220158378832
episode_000001_000032,episode_000001,episode_000001,grasp_close,32,0.001,0.7705382075702941,12.602620613208805,0.005929717795778747,0.004431413539093142,0.0005151098141339855,0.00390625,0.003380971684577449,0.005929717795778747,0.004212955797459132,0.0038904942173901133,0.0004930387576967741,0.001539468765258789,0.00287607836091044,0.005628318567504673,0.0005048933236670087,0.14933379240356162
episode_000001_000033,episode_000001,episode_000001,grasp_close,33,0.001,0.75807591619582,12.838800243761998,0.0059823744474464015,0.004501630465325034,0.0005151098141339855,0.00390625,0.0033675049870654115,0.0059823744474464015,0.004321889785523072,0.003950936397291145,0.0004865758791308279,0.001682877540588379,0.0029678283302889243,0.005701815667379326,0.0003996766567764872,0.11868628504238167
episode_000001_000034,episode_000001,episode_000001,grasp_close,34,0.001,0.7704342007138176,13.083452887014792,0.006058127701353318,0.004602166998238737,0.0005120362328260479,0.00390625,0.0033583564279570577,0.006058127701353318,0.004425202499709631,0.004061564976396213,0.0004992128721334996,0.0016843080520629883,0.00295107993594821,0.005659002378667408,0.00040727649200884754,0.1212725631557221
episode_000001_000035,episode_000001,episode_000001,grasp_close,35,0.001,0.754477583361361,11.76273637239832,0.00595231396883494,0.004461604464816487,0.0005151098141339855,0.00390625,0.00332107857317197,0.00595231396883494,0.004259857877375692,0.004056825623652597,0.0005078703598403485,0.0011960864067077637,0.0028799814743480706,0.00551217562312605,0.00044109709882389925,0.13281742334768262
episode_000001_000036,episode_000001,episode_000001,grasp_close,36,0.001,0.769114617608132,13.238150733285858,0.006115361375760442,0.004672382372750075,0.000554705918894885,0.00390625,0.0034096624885263465,0.006115361375760442,0.00456785623881968,0.0041361308185705005,0.000535057781017564,0.0018631815910339355,0.003057095379047345,0.005735552469842229,0.00035256710947900163,0.1034023486680586
episode_000001_000037,episode_000001,episode_000001,grasp_close,37,0.001,0.7802782377730103,12.002080237089174,0.006196590370734668,0.004782965822212711,0.0005120362328260479,0.00390625,0.0034098594994841002,0.006196590370734668,0.004600141086842268,0.0043472726379031575,0.0004953601238033839,0.0014202594757080078,0.0029849524418435326,0.005919466174331672,0.00042490705764056764,0.12461130955831305
episode_000001_000038,episode_000001,episode_000001,lift,38,0.001,0.8414568060219767,13.805765548093747,0.006080879295243561,0.004631734644839305,0.0005151098141339855,0.00390625,0.003387223020251605,0.006080879295243561,0.0047673542684787094,0.00404596083307254,0.0004911929128920495,0.002473175525665283,0.002948848622942661,0.005517561991958438,0.00043837439730894405,0.1294199982368983
