planner_phase,method,count,token_count_mean,token_count_p50,token_count_p90,hidden_shift_norm_mean,hidden_shift_norm_p50,hidden_shift_norm_p90,repr_gap_reduction_ratio_mean,repr_gap_reduction_ratio_p50,repr_gap_reduction_ratio_p90,gap_to_sim_chunk_mean_l2_mean,gap_to_sim_chunk_mean_l2_p50,gap_to_sim_chunk_mean_l2_p90,gap_to_sim_chunk_max_l2_mean,gap_to_sim_chunk_max_l2_p50,gap_to_sim_chunk_max_l2_p90,gap_to_sim_first_translation_l2_mean,gap_to_sim_first_translation_l2_p50,gap_to_sim_first_translation_l2_p90,gap_to_sim_first_rotation_l2_mean,gap_to_sim_first_rotation_l2_p50,gap_to_sim_first_rotation_l2_p90,gap_to_sim_first_gripper_abs_mean,gap_to_sim_first_gripper_abs_p50,gap_to_sim_first_gripper_abs_p90,action_gap_reduction_mean,action_gap_reduction_p50,action_gap_reduction_p90,action_gap_reduction_ratio_mean,action_gap_reduction_ratio_p50,action_gap_reduction_ratio_p90,improved_count,worsened_count
hold,bottom10,10,10.0,10.0,10.0,126.50345438157001,119.33986664928028,181.4413265759117,0.12006632315474966,0.11185798522930948,0.1565987740551072,0.44037437112646965,0.4815895467441135,0.5367606565683738,0.7436029219527349,0.8285664474656442,0.8690118065600396,0.004472988557594789,0.004798627222425377,0.0051492037604986655,0.014948254777370818,0.015769125132002522,0.017497276620792233,0.4165211617946625,0.453702911734581,0.5338240265846252,0.24493621235425186,0.24151806216384827,0.2935993506759125,0.36888471076618606,0.3343792719690297,0.4863027007371176,10,0
hold,bottom5,10,5.0,5.0,5.0,89.28323039406237,87.0142034810199,121.10429762666463,0.058106101700830415,0.056984611073809754,0.0685805770932202,0.5444675492930976,0.5967352888179607,0.6391643272316163,0.7917540871232263,0.8554696823316534,0.8939494616956547,0.004472989224139284,0.004798626687849925,0.0051492058791109355,0.014948256013210984,0.015769126313365984,0.01749727553612036,0.4165211617946625,0.453702911734581,0.5338240265846252,0.14084303418762395,0.13948224702517342,0.1734660142065664,0.2114361618872703,0.19755395344549653,0.27057737265468296,10,0
hold,no_correction,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6850572708796567,0.7346839488392753,0.7756137436527302,0.8520803329504938,0.8822343958157418,0.9154806495398544,0.004472988557594789,0.004798627222425377,0.0051492037604986655,0.014948254777370818,0.015769125132002522,0.017497276620792233,0.4165211617946625,0.453702911734581,0.5338240265846252,0.0002533126010648201,0.00033717098451274685,0.0008715792432942681,0.000423569875902384,0.00044457925716285325,0.0013282625248323824,6,4
hold,top1,10,1.0,1.0,1.0,68.54158544945317,65.0046761966337,85.12516537973667,0.036179862717235875,0.03421754786749891,0.05637224046431134,0.6506812566637121,0.6969285314845355,0.7380406344969707,0.8520803329449285,0.882234395804794,0.915480649532397,0.003274437071772084,0.003379121004269389,0.0038707852688512276,0.011017350456665105,0.011654979413626946,0.012591485426082865,0.24466400891542434,0.27332212030887604,0.3376320034265518,0.034629326817009386,0.03718121606939523,0.046925258243467785,0.04916796227007227,0.049440670786428845,0.06480154379511635,10,0
hold,top10,10,10.0,10.0,10.0,190.99380758192166,200.6652951882624,208.05334214790375,0.31750083218458797,0.31949072654900046,0.38753913053058564,0.49230394365061575,0.5343021405106505,0.5463580785959812,0.8520803329504938,0.8822343958157418,0.9154806495398544,0.0004808373369553246,0.00047665402448313445,0.0005901462464653683,0.0016256698601636234,0.0017899719963514844,0.0019286414555128087,0.004911754559725523,0.004536604043096304,0.006201704777777195,0.19300663983010583,0.22504501846484087,0.22972342004105756,0.27375131357625404,0.2950159366360627,0.31019926659471303,10,0
hold,top15,10,15.0,15.0,15.0,210.8288745282545,217.08233348755533,248.48272094045294,0.3989660607928711,0.4079661031084031,0.458612273261964,0.38751797958545076,0.4063726370806694,0.43348870843804205,0.8520803329504938,0.8822343958157418,0.9154806495398544,0.0004808373369553246,0.00047665402448313445,0.0005901462464653683,0.0016256698601636234,0.0017899719963514844,0.0019286414555128087,0.004911754559725523,0.004536604043096304,0.006201704777777195,0.2977926038952708,0.31624363546013196,0.3833741273106842,0.425384453692952,0.4376360682680086,0.4967604073950047,10,0
hold,top2,10,2.0,2.0,2.0,98.66749080224342,99.12698598679479,113.67721552981347,0.07536498051464499,0.07817147855686993,0.1030008234865781,0.629008894487969,0.6775626475347477,0.7112738632106663,0.8520803329449285,0.882234395804794,0.915480649532397,0.0027905745524598492,0.0028585008336663876,0.0033157568495320445,0.009061297007422298,0.009521576051989514,0.01030625429887999,0.13623870983719827,0.14298061281442642,0.19123468548059464,0.05630168899275247,0.061328764607009256,0.07393577894262222,0.07957132659324131,0.07939887607158763,0.10210092656810761,10,0
hold,top20,10,20.0,20.0,20.0,222.917990430607,227.14297130201209,268.14149727613443,0.4629181839250571,0.47249028096261797,0.521947476295204,0.3305388164555422,0.3497910704040461,0.362969328181046,0.8520803329449285,0.882234395804794,0.915480649532397,2.081982396142506e-05,1.9354489146717625e-05,2.84592384078852e-05,3.994007468415926e-05,3.6964188428076175e-05,7.11889608413926e-05,0.00011571785435080529,9.73348505795002e-05,0.00021997680887579917,0.35477176702517943,0.3905216285439083,0.4165793490237334,0.5083122978423009,0.5305683888884662,0.5380282917070501,10,0
hold,top3,10,3.0,3.0,3.0,120.67380858909083,121.13520668973652,133.39613266952242,0.11554619742039988,0.12490551519341189,0.14504977823417767,0.615191142740194,0.6639224367831358,0.6957623145869996,0.8520803329449285,0.882234395804794,0.915480649532397,0.0022188714106836423,0.0022264392393908103,0.002795862475635971,0.007640830202914735,0.008287535629424893,0.009078339533342587,0.06701291725039482,0.06710796430706978,0.09575759842991828,0.07011944074052759,0.07648149363594875,0.08924559649082311,0.09901610130897434,0.09901679542686367,0.1237650010909975,10,0
hold,top5,10,5.0,5.0,5.0,142.37378756692794,145.95631067837547,157.94162039294136,0.1632755819338038,0.16714043461149083,0.21081451064305137,0.5436893331383423,0.5934334677622644,0.6145905223149228,0.8520803329449285,0.882234395804794,0.915480649532397,0.0022188714106836423,0.0022264392393908103,0.002795862475635971,0.007640830202914735,0.008287535629424893,0.009078339533342587,0.06701291725039482,0.06710796430706978,0.09575759842991828,0.1416212503423792,0.1641712465294436,0.17393959154565994,0.2003280496264201,0.21076746615371458,0.24008750138489265,10,0
