feature,token_index,token_l2_mean,token_l2_std,token_cosine_mean,token_cosine_std,real_token_variance,sim_token_variance,variance_ratio_sim_over_real
vision_backbone.output,181,192.03736952316495,30.84881513116322,0.33731118685218736,0.111507086887721,24.552711338528326,26.935623054099302,1.0970528950027483
vision_backbone.output,182,200.85989960933156,29.138393773344788,0.3695051660912902,0.11558189306480121,24.938415165973893,26.49405397247434,1.0623792168085713
vision_backbone.output,183,206.41545997884177,23.073882082336755,0.39271105346802,0.09105920522908671,24.664245382608016,25.944046023257428,1.051888903179331
vision_backbone.output,184,231.5564861045734,21.222896144402213,0.4472840292392525,0.08988654771638248,27.307605358397108,28.405425282530626,1.0402019843821984
vision_backbone.output,185,254.44949321432318,22.858726397021915,0.5287753528695035,0.07335473635195415,26.713398445545817,29.644852153066715,1.1097372059753665
vision_backbone.output,186,241.03775729407963,18.170554042926494,0.5106754951592533,0.07329389948520232,26.579688810598366,25.965327341661137,0.9768860548626039
vision_backbone.output,187,242.93681242121423,22.850053723024708,0.48574977359274374,0.11092284292354046,28.46789592133154,28.494872571730614,1.0009476165879496
vision_backbone.output,188,265.27474799339535,21.484168207474298,0.6176940018853406,0.08641725640020566,25.448995383897046,27.174694192854908,1.067810095562743
vision_backbone.output,189,237.40559392219188,49.39330371137404,0.4941716920619546,0.19211478871373905,26.44220427429158,28.742754499383224,1.0870029669700552
vision_backbone.output,190,202.2434836242004,65.09235156677134,0.3733374091318831,0.24561483469604348,27.44089828386513,31.85395487845207,1.1608204129812234
vision_backbone.output,191,175.77823957213658,47.323154115151894,0.2585040876496566,0.15541344046346597,27.29877238203202,32.88159332730582,1.2045081319828286
vision_backbone.output,192,177.2224927615439,39.230820632836206,0.29900372816674564,0.13845395027698915,23.72004474283682,27.24311483719806,1.1485271268480708
vision_backbone.output,193,179.7786820911109,32.04297047962824,0.22653159349850696,0.08365791018751684,32.52633450925382,35.02634584767124,1.0768611457803878
vision_backbone.output,194,210.5262169965204,40.17666195105856,0.3991605221169172,0.13982593846280666,25.034033049911685,27.457336875334565,1.0968003765350718
vision_backbone.output,195,198.56866934313916,32.09024191099215,0.36292073240976425,0.11909628461630732,24.428176816637766,26.478786061200985,1.0839444245043524
