frame,episode_id,progress,planner_phase,direction,alpha,direction_norm,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2,gap_to_sim_first_l2,gap_to_sim_first_translation_l2,gap_to_sim_first_rotation_l2,gap_to_sim_first_gripper_abs,gap_to_sim_chunk_mean_l2,gap_to_sim_chunk_max_l2,change_from_real_first_l2,change_from_real_first_translation_l2,change_from_real_first_rotation_l2,change_from_real_first_gripper_abs,change_from_real_chunk_mean_l2,change_from_real_chunk_max_l2,gap_reduction_chunk_mean_l2,gap_reduction_ratio_chunk_mean_l2,gap_to_sim_minus_raw_chunk_mean_l2
episode_000005_000020,episode_000005,20,descent_to_grasp,real_to_sim,0.25,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.7601441447799624,0.006973669823426328,0.004533441828973842,0.7600986361503601,0.7082652376794927,0.8349711288528135,0.14714407339394617,0.0021690654136385583,0.00021628279938459792,0.1471279263496399,0.06286618415936569,0.14714407339394617,0.06284295207441881,0.08149693247905235,-0.06284295207441881
episode_000005_000020,episode_000005,20,descent_to_grasp,real_to_sim,0.5,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.42701612100560815,0.004655363547574913,0.0038316443397901,0.4269735515117645,0.546806400155354,0.6571311471891519,0.48027478550701935,0.004488869031446389,0.0008746915832101365,0.4802530109882355,0.2243274709724973,0.48027478550701935,0.2243017895985575,0.29088238535002503,-0.2243017895985575
episode_000005_000020,episode_000005,20,descent_to_grasp,real_to_sim,0.75,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.09830083131285951,0.002195887936383317,0.002299406842910414,0.0982493981719017,0.273170072552814,0.4398793776621325,0.8090105564363046,0.006949283405633828,0.00239488646838064,0.8089771643280983,0.49795580586341437,0.8090105564363046,0.4979381172010975,0.6457435205817326,-0.4979381172010975
episode_000005_000020,episode_000005,20,descent_to_grasp,real_to_sim,1.0,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.00023218783399027595,3.314901059500637e-05,4.726757444293284e-05,0.00022489577531814575,0.0010977744196224257,0.003474476279134424,0.9075094620224424,0.009109856365349351,0.004720704530489764,0.9074514582753181,0.770812526174761,0.9106436346168795,0.770010415334289,0.9985763678376016,-0.770010415334289
episode_000005_000020,episode_000005,20,descent_to_grasp,real_to_sim,1.5,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.018904143113377896,0.002913278168086842,0.005045157262433691,0.017984043632168323,0.18687351033148086,0.5630213756421887,0.925340034918882,0.012038536326630942,0.00972564482878716,0.9252106061321683,0.9576845579480013,0.9771429452488712,0.5842346794224307,0.7576559128607895,-0.5842346794224307
episode_000005_000020,episode_000005,20,descent_to_grasp,random,-0.5,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.9120363261943172,0.009265841284496248,0.004694935616928106,0.9119771718978882,0.7713447253913349,0.9120363261943172,0.004752481526816465,0.0001300704179384418,2.9541459096378037e-05,0.004750609397888184,0.002497748330268328,0.004752481526816465,-0.00023653563742342953,-0.0003067476659778657,0.00023653563742342953
episode_000005_000020,episode_000005,20,descent_to_grasp,random,0.0,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.9087295854044501,0.009132057030906492,0.004743213008394539,0.9086713194847107,0.7716678013971576,0.9112473371136627,0.0014468555121357417,1.1289690539790657e-05,7.70757485514131e-05,0.0014447569847106934,0.0010509286858368043,0.0014468555121357417,-0.0005596116432461384,-0.0007257239005913434,0.0005596116432461384
episode_000005_000020,episode_000005,20,descent_to_grasp,random,0.25,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.9058857667224688,0.009004355974121173,0.004766138694423036,0.9058284759521484,0.7711260044851426,0.9131086810094508,0.0014091969010764792,0.00014014239374346465,0.00010747102026083548,0.0013980865478515625,0.0013269909243859522,0.0026595626917944475,-1.781473123108057e-05,-2.310276491391681e-05,1.781473123108057e-05
episode_000005_000020,episode_000005,20,descent_to_grasp,random,0.5,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.9021916903640224,0.008841255446668334,0.004786537759044813,0.9021356701850891,0.7701358919579606,0.9145263428468872,0.00510199186641725,0.0003066926346259602,0.00013811614979867203,0.005090892314910889,0.0026141138981928655,0.00510199186641725,0.0009722977959508716,0.0012609096996637618,-0.0009722977959508716
episode_000005_000020,episode_000005,20,descent_to_grasp,random,0.75,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.8977341722093849,0.00865116152629383,0.004805073418811451,0.8976796269416809,0.7687882719021457,0.9156315119806688,0.009561583899057379,0.0005011622718272017,0.00016954197507647808,0.009546935558319092,0.004410175310346207,0.009561583899057379,0.0023199178517657737,0.0030085503987529213,-0.0023199178517657737
episode_000005_000020,episode_000005,20,descent_to_grasp,random,1.0,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.8925489239538287,0.00844720156591966,0.004820894363400828,0.8924959301948547,0.7671265371787138,0.9165209108094684,0.014749109229985237,0.0007101793092462305,0.0002008489914462761,0.014730632305145264,0.006437107082252341,0.014749109229985237,0.0039816525751976695,0.005163545956460868,-0.0039816525751976695
episode_000005_000020,episode_000005,20,descent_to_grasp,random,1.5,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.8806067360373174,0.008008727054689682,0.004842775478542507,0.8805570006370544,0.763159227051649,0.9179400398343222,0.026696212016557287,0.0011633056865843231,0.00026253752314319844,0.026669561862945557,0.01099485126182477,0.026696212016557287,0.00794896270226253,0.010308492125857632,-0.00794896270226253
episode_000005_000020,episode_000005,20,descent_to_grasp,orthogonal,-0.5,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.9060627866811087,0.009154364222853085,0.004684645524357482,0.9060044288635254,0.7690046252139434,0.9074969278354634,0.0012235791355930056,3.8449179240986376e-05,4.535345931203834e-05,0.0012221336364746094,0.002195203085419313,0.0040557271313951945,0.0021035645399680725,0.002727975876691695,-0.0021035645399680725
episode_000005_000020,episode_000005,20,descent_to_grasp,orthogonal,0.0,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.9087295854044501,0.009132057030906492,0.004743213008394539,0.9086713194847107,0.7716678013971576,0.9112473371136627,0.0014468555121357417,1.1289690539790657e-05,7.70757485514131e-05,0.0014447569847106934,0.0010509286858368043,0.0014468555121357417,-0.0005596116432461384,-0.0007257239005913434,0.0005596116432461384
episode_000005_000020,episode_000005,20,descent_to_grasp,orthogonal,0.25,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.9089237793613144,0.009056860941482303,0.004764484923800216,0.9088661670684814,0.7723332126669958,0.9124272551267283,0.0016447479175826687,8.715219923340596e-05,9.642129213031205e-05,0.0016396045684814453,0.0016174396108131254,0.002126114795896651,-0.0012250229130843504,-0.0015886524476873985,0.0012250229130843504
episode_000005_000020,episode_000005,20,descent_to_grasp,orthogonal,0.5,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.9083280569619651,0.008945157734259846,0.004791392751452326,0.9082713723182678,0.7725945997085093,0.9132143208766451,0.001070846106587752,0.00019865886462232287,0.00012497392989050513,0.0010448098182678223,0.001878084614459552,0.0031813430206644017,-0.0014864099545978116,-0.0019276282814116898,0.0014864099545978116
episode_000005_000020,episode_000005,20,descent_to_grasp,orthogonal,0.75,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.9070447830573957,0.008802265076990935,0.004828995910560917,0.9069892168045044,0.7725425153630904,0.9136629843020712,0.0004475125093053564,0.0003412047616042406,0.00016587277496044178,0.00023734569549560547,0.002027475526488666,0.003994040810942067,-0.001434325609178888,-0.0018600834853493558,0.001434325609178888
episode_000005_000020,episode_000005,20,descent_to_grasp,orthogonal,1.0,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.9052441199338243,0.008635968303033576,0.004872437341822236,0.9051898121833801,0.7722764537103725,0.9138587539710766,0.0021099513325738,0.0005074619444625793,0.00021453472562981598,0.002036750316619873,0.0025753478238719615,0.004708350907434946,-0.0011682639564609687,-0.00151504545274484,0.0011682639564609687
episode_000005_000020,episode_000005,20,descent_to_grasp,orthogonal,1.5,323.12835693359375,0.9072847425052298,0.009142225997524954,0.004689134357748604,0.9072265625,0.7711081897539115,0.910449941210491,0.9006415114687556,0.008271477350997463,0.004957508582452152,0.9005898833274841,0.7713117889125328,0.9137722601414391,0.006700843499256709,0.0008719125151935549,0.00030913060099870774,0.006636679172515869,0.0037970235246556905,0.006700843499256709,-0.00020359915862133704,-0.00026403449130311127,0.00020359915862133704
episode_000005_000021,episode_000005,21,descent_to_grasp,real_to_sim,-0.5,307.37823486328125,0.7231864593007916,0.00726538001247814,0.0028028721889403483,0.72314453125,0.5384405655415525,0.7715029262628899,0.8976990251589535,0.010180108609857666,0.0028139176641651105,0.897636890411377,0.6105135826091141,0.8976990251589535,0.1745169355566035,0.002922915545914383,0.0001842690320625529,0.17449235916137695,0.07210574210192858,0.1745169355566035,-0.07207301706756164,-0.13385510245698534,0.07207301706756164
