planner_phase,direction,alpha,count,gap_to_sim_chunk_mean_l2_mean,gap_to_sim_chunk_mean_l2_p50,gap_to_sim_chunk_mean_l2_p90,gap_to_sim_chunk_max_l2_mean,gap_to_sim_chunk_max_l2_p50,gap_to_sim_chunk_max_l2_p90,gap_to_sim_first_translation_l2_mean,gap_to_sim_first_translation_l2_p50,gap_to_sim_first_translation_l2_p90,gap_to_sim_first_rotation_l2_mean,gap_to_sim_first_rotation_l2_p50,gap_to_sim_first_rotation_l2_p90,gap_to_sim_first_gripper_abs_mean,gap_to_sim_first_gripper_abs_p50,gap_to_sim_first_gripper_abs_p90,change_from_real_chunk_mean_l2_mean,change_from_real_chunk_mean_l2_p50,change_from_real_chunk_mean_l2_p90,change_from_real_first_translation_l2_mean,change_from_real_first_translation_l2_p50,change_from_real_first_translation_l2_p90,change_from_real_first_rotation_l2_mean,change_from_real_first_rotation_l2_p50,change_from_real_first_rotation_l2_p90,change_from_real_first_gripper_abs_mean,change_from_real_first_gripper_abs_p50,change_from_real_first_gripper_abs_p90,gap_reduction_chunk_mean_l2_mean,gap_reduction_chunk_mean_l2_p50,gap_reduction_chunk_mean_l2_p90,gap_reduction_ratio_chunk_mean_l2_mean,gap_reduction_ratio_chunk_mean_l2_p50,gap_reduction_ratio_chunk_mean_l2_p90,improved_count,worsened_count
descent_to_grasp,orthogonal,0.5,40,0.38619001280301524,0.34462032003218757,0.7450872440295997,0.5822092370182815,0.5687035229109734,0.8862240370272328,0.003979754114793784,0.0033593397441038573,0.00776746483578384,0.002391600614614021,0.001149612870568684,0.005771194706090935,0.5222601195797324,0.49635541439056396,0.8563473701477051,0.003484354872642169,0.0018602932806654987,0.010925269071356556,0.0001181367814350193,9.76878253813414e-05,0.00017895347386705086,0.00010001378604021132,8.473488443759542e-05,0.000167885346276257,0.004591742344200611,0.0032282769680023193,0.01074570119380951,0.0016754104623810406,0.0008784327802640046,0.006503553628941506,0.005876399770778242,0.0021633450910983243,0.01655956700237248,29,11
descent_to_grasp,orthogonal,0.75,40,0.3845723932598621,0.33781539944113403,0.7429336500121885,0.5801731846319763,0.5607354228602794,0.8856505035016148,0.003928292066382584,0.003286427173297636,0.007639792362094921,0.0023882418724059076,0.0011459248790162834,0.0058208658119756765,0.5199197812005878,0.4956972599029541,0.8529383063316345,0.005278614556101738,0.0026254638109487662,0.017154889145105094,0.00019183192078502378,0.0001762335509944207,0.00031417449815241343,0.00014087286291695057,0.00010696294198545096,0.00023233688769586463,0.007066278345882892,0.004997372627258301,0.017929328978061675,0.003293030005534138,0.001452574385317651,0.011635199673521264,0.01137525614463333,0.0037287910233597165,0.03064627449198134,33,7
descent_to_grasp,orthogonal,1.0,40,0.3826172293384457,0.3300190191830509,0.7403179796361762,0.5780068148400479,0.5516025005225018,0.8847901775430831,0.0038657380558334113,0.0032154231395956556,0.0074908595430745895,0.0023861738665482968,0.0011338139221507885,0.005856473094569043,0.5170375561341644,0.49483659863471985,0.8465923607349396,0.007306344596043335,0.003613739960000045,0.021214773176987136,0.00027375268579564807,0.00027324349823530425,0.00047222297610996787,0.00018141906226399427,0.00013194075407043832,0.0003178914378704034,0.009898600913584233,0.0071724653244018555,0.024064608663320546,0.005248193926950473,0.002424455368537415,0.017271769931823416,0.017920495682639478,0.00572648506139283,0.04827273410103147,36,4
descent_to_grasp,orthogonal,1.5,40,0.3781704333157441,0.3129490255470551,0.7341733840415262,0.5731446022069493,0.5371598357563393,0.8825334809421124,0.0037226317699282723,0.00308137581491867,0.007145307494780827,0.0023796254790825,0.0010950855061335036,0.005918276771158824,0.5102040549740195,0.4926604628562927,0.8397405683994293,0.011937037952044975,0.006238383444677724,0.03548291941242806,0.00045742169266005194,0.0004540928086343482,0.000816280956860335,0.00026967128075043443,0.00019470679453236167,0.0005296016679607822,0.016658379323780538,0.010844826698303223,0.03956260904669762,0.00969498994965205,0.004946868254834147,0.02928792568623256,0.032499243286768995,0.01191361539126314,0.08590064920471799,37,3
descent_to_grasp,random,-0.5,40,0.3859583954485874,0.3465911228983235,0.7451793318119894,0.58110724197369,0.5627533240852743,0.8827232366176156,0.003991096387977374,0.0033993484151184413,0.007795107430602375,0.0023679296709792803,0.001215517715780075,0.005425194969183699,0.5220781937241554,0.49605095386505127,0.85479456782341,0.0038382195977526767,0.0024066832426950626,0.01126331886034753,0.00010240770173657195,8.523560029500285e-05,0.00020766173608251763,0.00012524871691260725,9.180593657396585e-05,0.00024792436449551337,0.004829289019107818,0.004280894994735718,0.010418860614299776,0.0019070278168088015,0.0009073724697220842,0.006190928336205442,0.006433653006661077,0.0030698642704940996,0.02340945469644792,35,5
descent_to_grasp,random,0.0,40,0.3877068162627638,0.3525506451646238,0.7475520072647,0.5836632483422417,0.5769877331483234,0.8858685278453092,0.004033970294745081,0.0034710322682078264,0.007930104476125173,0.0024020303059877493,0.0011578873710970839,0.005636380270530352,0.5245957329869271,0.49676403403282166,0.8589899420738221,0.0009596656438641812,0.0009784970247726224,0.001255198379111822,1.9288670105445338e-05,1.7040491499160954e-05,3.4783645779334835e-05,4.8908476570629944e-05,4.187189227629491e-05,9.010498348837721e-05,0.001110268384218216,0.0010737478733062744,0.0020991086959838865,0.00015860700263236257,0.0002621300357110862,0.000810567767525,0.0005002929212672171,0.0006461363452137406,0.0027553165899025763,25,15
descent_to_grasp,random,0.25,40,0.38744853884597485,0.351887363062476,0.7477358160289657,0.5835288550287078,0.5786795162904735,0.8887477403048806,0.004023149520308248,0.003497489745336408,0.007936124517169709,0.0024156599457250605,0.001113886966134195,0.005734225096293828,0.5243917673826217,0.4965724050998688,0.8590330362319947,0.002103521559262955,0.0013149658514920773,0.0049645508703588985,5.500415765780007e-05,5.1370709294568275e-05,8.933128158106522e-05,8.019895907860955e-05,5.711387645617816e-05,0.00015039243914115717,0.0021090038120746613,0.0015775859355926514,0.004013843834400179,0.00041688441942129144,0.0003228117749439763,0.0015124892471455767,0.0012816286090256133,0.0010821266117027432,0.003876105625790789,27,13
descent_to_grasp,random,0.5,40,0.3864791600258363,0.3488226252219847,0.747253219255543,0.5823793981438998,0.577044576668531,0.8909294466336082,0.003991773792938963,0.0035005616582364845,0.007902638539648569,0.0024232232502872505,0.0010757703800395014,0.005838779420556067,0.5232606407254934,0.4960475564002991,0.8578204572200775,0.0036927189982531626,0.0020264104225673017,0.009928302488542741,0.00010943632347608372,0.00010032805374233836,0.000186062048497421,0.00012256805593275141,6.973411215492015e-05,0.0002636315146901019,0.0038464177399873734,0.002859443426132202,0.00759367048740387,0.0013862632395598498,0.0008593489249633796,0.0035419777015889037,0.004441262124403102,0.003232032896583391,0.011158840796567095,33,7
descent_to_grasp,random,0.75,40,0.3849765703468658,0.3442213478134629,0.7462425729689416,0.5803692992767984,0.573368323290165,0.8925613112390351,0.003944076422289289,0.00346817115243758,0.007841154289250868,0.002427747487063696,0.0011588227168120005,0.005937634119502229,0.5213618345558644,0.4952561855316162,0.8556523978710174,0.005619885475719767,0.0030777776651771355,0.014813867518958931,0.000173862629413731,0.00017703106983783427,0.00030551978907495585,0.00016783510930712902,9.12798297e-05,0.0003760735339283019,0.006024936586618424,0.004584521055221558,0.012731729447841645,0.002888852918530454,0.0016814008707845551,0.007765795985213492,0.009359832626380049,0.005756342225707656,0.022148296518389406,37,3
descent_to_grasp,random,1.0,40,0.38311677361461116,0.33921786838488754,0.7448557230177707,0.5777670773906266,0.5684630498935779,0.8937662226603567,0.0038863214388411746,0.0034326966183849407,0.007763278345561728,0.002431297423425917,0.0010751139567087512,0.006030407883691412,0.5188927132636308,0.49427124857902527,0.8527737259864807,0.007776242945677916,0.004413292942349589,0.020130408703972542,0.00024764731536808406,0.00023224861300205895,0.00043376153011628123,0.00021450563231404933,0.00012987159666975691,0.00048522429258680643,0.008591917529702186,0.006199181079864502,0.016739569604396824,0.0047486496507850515,0.0025093187485281804,0.01240451421920447,0.015443187331020658,0.009154489376944408,0.03448133320983353,39,1
