planner_phase,method,count,gap_to_sim_chunk_mean_l2_mean,gap_to_sim_chunk_mean_l2_std,gap_to_sim_chunk_mean_l2_p50,gap_to_sim_chunk_mean_l2_p90,gap_to_sim_chunk_max_l2_mean,gap_to_sim_chunk_max_l2_std,gap_to_sim_chunk_max_l2_p50,gap_to_sim_chunk_max_l2_p90,gap_to_sim_first_l2_mean,gap_to_sim_first_l2_std,gap_to_sim_first_l2_p50,gap_to_sim_first_l2_p90,gap_to_sim_first_translation_l2_mean,gap_to_sim_first_translation_l2_std,gap_to_sim_first_translation_l2_p50,gap_to_sim_first_translation_l2_p90,gap_to_sim_first_rotation_l2_mean,gap_to_sim_first_rotation_l2_std,gap_to_sim_first_rotation_l2_p50,gap_to_sim_first_rotation_l2_p90,gap_to_sim_first_gripper_abs_mean,gap_to_sim_first_gripper_abs_std,gap_to_sim_first_gripper_abs_p50,gap_to_sim_first_gripper_abs_p90,shift_norm_mean,shift_norm_std,shift_norm_p50,shift_norm_p90,repr_gap_reduction_ratio_mean,repr_gap_reduction_ratio_std,repr_gap_reduction_ratio_p50,repr_gap_reduction_ratio_p90,action_gap_reduction_mean,action_gap_reduction_std,action_gap_reduction_p50,action_gap_reduction_p90,action_gap_reduction_ratio_mean,action_gap_reduction_ratio_std,action_gap_reduction_ratio_p50,action_gap_reduction_ratio_p90,improved_count,worsened_count
descent_to_grasp,phase,40,0.15863484543271525,0.0902112870168203,0.13843942605839993,0.31449258121365287,0.3405741927987934,0.1539114612886043,0.2964691694553938,0.5486862213149448,0.1289505274908486,0.11494989652124397,0.09325125340128276,0.2668714886437357,0.0023949096782628293,0.0015228836751725297,0.0019716663539178308,0.004217539830200382,0.0017033891217601766,0.0018829118358985205,0.001176738227027736,0.004321094059282679,0.1287849742686376,0.11507235112963543,0.09312759473687038,0.2668668687343598,186.95111381866502,4.161054353007043,189.5203686751782,191.0579275615664,0.1568848972874197,0.09614327770994703,0.19182614301130219,0.24685247283376666,0.22923057783268094,0.19779406021322027,0.16937525848622753,0.558705745629529,0.5035260464245764,0.26832684977309884,0.48156746239492865,0.8161692324402365,39,1
descent_to_grasp,progress,40,0.20723088029407855,0.12475238459633199,0.17682784991215308,0.4333952476856491,0.3837847305004599,0.17394122895828681,0.39528022320487005,0.599474066576248,0.2204761917776985,0.18311660963780896,0.16354667892510605,0.41981670392370246,0.0029468195637239692,0.00156014453813713,0.002950405102035657,0.0045805781829875315,0.001333798376368905,0.0014281870547960763,0.0006219001300131282,0.003805765943198453,0.22033272700791712,0.18324845631656367,0.16353684663772583,0.4198100149631501,169.40870991239572,7.4968345012013495,167.61444447192744,176.53367716821555,0.17354886168887512,0.0758340058894219,0.20709285134727617,0.24315047912918472,0.18063454297131767,0.1766673505135057,0.10022820767280852,0.43482782996685704,0.3590464307343319,0.3033368483369508,0.2824316266575661,0.7514898803424438,39,1
descent_to_grasp,progress_phase,40,0.17033458471864435,0.12002063024806717,0.14556185908009983,0.31214847411241403,0.3404305683758425,0.17549945079073953,0.3282184488349025,0.5604057758927153,0.16173175586251645,0.15156333480938597,0.10720301846398664,0.33642724871128,0.0023088082352567775,0.0015866427602008982,0.0018577155397054514,0.004720622636973549,0.0016715915839354285,0.0016436000460651116,0.0010715338208932034,0.00433397315630323,0.16153485936374637,0.15172920237383025,0.10719116497784853,0.33641967773437514,219.88742165911708,35.72780398231745,229.33402753118168,264.59601948388746,0.18886240437229201,0.14227640910014605,0.20966356305595363,0.36698432890051963,0.21753083854675187,0.19034191459912694,0.16684383753935558,0.49146692511222334,0.4971518700946033,0.30145960185642706,0.5438729119140784,0.8602127985221955,38,2
descent_to_grasp,random_matched_norm,40,0.3851892623346074,0.23654503736565322,0.34959961330200806,0.7455220055656883,0.580108444369648,0.23409543062984658,0.5723192173486369,0.8867777284725323,0.5227992896188054,0.25800314637222693,0.4921782622124259,0.8612344217557558,0.003998920713094511,0.0026215660646728488,0.003447214351272605,0.007614596920365796,0.0024267465215268664,0.0026238982999199564,0.0013652850186729529,0.005652961702115182,0.5227703094482422,0.2579928030136039,0.4921714961528778,0.8611858069896698,169.40870991239572,7.496834501201352,167.61444447192747,176.53367716821555,-0.14918077872252872,0.0306535892001889,-0.1415808376806794,-0.1131081172327769,0.002676160930788836,0.0036777740555737322,0.0015085523831737668,0.009018054633543044,0.008581445701058125,0.014625440298182215,0.003746692595729181,0.02759347368970633,34,6
descent_to_grasp,shuffled_progress,40,0.24048953037394227,0.17487503663725276,0.1813125175474456,0.5303481598489423,0.40616200524933277,0.2066104472511157,0.3798131620016863,0.6879190646986207,0.2956101986540056,0.23125093544776373,0.295996496140139,0.6149917927883194,0.0034971603313619496,0.002630248693150618,0.0021523967314588614,0.007614969638358841,0.002164508918309654,0.001957986374947868,0.0017886290291921013,0.005223504706050998,0.2954019813565537,0.23145709528177294,0.2959885895252228,0.6149644196033478,131.38949819680226,5.015857405916216,132.39017724525866,136.13526120848195,0.06950703152637609,0.04701393872078,0.06890335948001967,0.12741849375390024,0.14737589289145392,0.1402770956394064,0.0924175177831266,0.3610364840398667,0.32746248265716826,0.2810370299257909,0.2558398949695649,0.78880550590297,39,1
descent_to_grasp,wrong_direction,40,0.4983112109563116,0.27885136242704184,0.586065544846524,0.8482219362972157,0.7156119138543975,0.25756747795559515,0.867602043484874,0.9580306553432683,0.6994290446146859,0.24896674030418708,0.8146015129151234,0.9576334382278195,0.005188626260236674,0.0036455644543663943,0.005486960383341572,0.010754042589745494,0.0030535341338723786,0.003059307911634555,0.0019527267645318533,0.007159331817376224,0.6993964031338692,0.24894015765530278,0.8145684003829956,0.9575575768947602,169.40870991239572,7.4968345012013495,167.61444447192744,176.53367716821555,-0.3982043781839096,0.029300606744339996,-0.3990750118848046,-0.3584064114366208,-0.11044578769091544,0.17947526724074717,-0.03316666610844554,-0.004164426031527083,-0.42122407506708565,0.9369079609519162,-0.06263308802392084,-0.022788649750727356,0,40
grasp_close,global_mean,50,0.015527288605422596,0.013545912598764682,0.010304517268836006,0.023789035561121566,0.04318997141664862,0.05954136098678428,0.017178118664745355,0.07969231745705041,0.04296926440744129,0.05967465291894673,0.017178118664745355,0.07969231745705041,0.0035537254136800422,0.0011503120905410435,0.003589714333383039,0.004829297744767353,0.0003524189691015444,0.00022067813338010034,0.00029900904182999155,0.0006322429268219385,0.04269147396087646,0.05975562614157223,0.016720443964004517,0.07960344552993778,127.4737167212103,2.6869232781029098,128.49256147802745,129.8240054050872,0.10675477011742238,0.028597170138006747,0.10474703687730103,0.15530721741636963,-0.011066086938199358,0.010085573668641927,-0.006894756274830783,-0.005203545040695576,-2.4388379357668457,0.6342315145788715,-2.441233113526353,-1.6261097223665775,0,50
grasp_close,no_correction,50,0.0045261293704087265,0.0035717631964261405,0.003473493389049137,0.007431200068259551,0.01204201348207268,0.01591618600423227,0.006820825001193362,0.023511998571146903,0.011364503044348287,0.016193461197757636,0.0059823619517108675,0.023511998571146903,0.0037678094280980913,0.0008873370083385401,0.0035069359211473265,0.004948665509549075,0.00043945899968515404,0.0002680477781187974,0.00044385235649408117,0.0008945207335326685,0.009932674169540405,0.016657531935236915,0.004113435745239258,0.022980076074600224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.492770318548235e-05,0.00016823858697770098,-9.137658487623121e-05,0.00019027766433924272,-0.017827847964948698,0.04938729411162031,-0.023297597687064492,0.04417067821637044,14,36
grasp_close,phase,50,0.0026657107477554274,0.002210715764659142,0.002087307792445754,0.00392866844408165,0.005899104123513037,0.009105633791150937,0.0033002844407467834,0.01134233069825785,0.005573682097448962,0.009238070910763261,0.0023134034666966704,0.01134233069825785,0.001111865246657314,0.0005275954687945101,0.0011012960192714446,0.0016971152402810172,0.0003021673168184493,0.00018023244965805594,0.00022620243810748988,0.0005800644800795217,0.005227944850921631,0.009350833587587558,0.0018079280853271484,0.01116384863853455,215.4467507985708,5.510554533547642,214.25543590218638,225.64684087113426,0.20132996839478415,0.06937609889277746,0.21201087392015255,0.2973955489284783,0.001795490919467816,0.0019178567985114621,0.0020512982244146735,0.0036484350076916782,0.32351957574730755,0.4114765489049662,0.493930355937009,0.6319516373792585,41,9
grasp_close,progress,50,0.0056035515199702865,0.008539788004642326,0.0025104974254012797,0.012975320099035544,0.015062642006200984,0.03207944007804324,0.004307915973107798,0.03922951948329442,0.014152285998601593,0.03237088139757447,0.0035255358950173933,0.03922951948329442,0.0014777087789386025,0.001140940024720947,0.0013480403436620663,0.0030392887356518353,0.00029304891527738244,0.00017753249970504402,0.00022344253022846575,0.0006354052317859532,0.013820439577102661,0.03245849424275782,0.002980947494506836,0.0390133798122406,197.91057271928298,13.141675143914576,200.473948312056,209.94717047788205,0.19952072541268134,0.06424728718620798,0.21802810987724802,0.28828799960705215,-0.0011423498527470424,0.005268799902724402,0.0009011675052754482,0.0017358611144023819,-0.06539203129578951,0.7101890515670238,0.2972771651869468,0.5104933083007808,31,19
