feature,frame,episode_id,progress,before_cosine_distance,after_cosine_distance,cosine_improvement,before_l2,after_l2,l2_improvement,shift_norm
vision_backbone.output,episode_000003_000004,episode_000003,4,0.08513065666781383,0.012168039760640292,0.07296261690717354,65.35694582317839,25.178584096288176,40.178361726890216,58.393021108429124
vision_backbone.output,episode_000003_000005,episode_000003,5,0.08096169333755254,0.015379443244453173,0.06558225009309937,63.12616941466273,28.175063371556256,34.95110604310648,58.448340334005465
vision_backbone.output,episode_000003_000006,episode_000003,6,0.07764196013666236,0.020173047532581534,0.057468912604080824,61.27574994437742,32.9229154601316,28.352834484245818,58.54454731999516
vision_backbone.output,episode_000003_000007,episode_000003,7,0.08511891319049392,0.029004176720333286,0.05611473647016063,63.4760041814491,38.608912284793384,24.867091896655715,58.58815032540488
vision_backbone.output,episode_000003_000008,episode_000003,8,0.08610090387415714,0.025203865581556517,0.060897038292600625,63.78141147025228,35.500110392638824,28.281301077613456,58.56997875549823
vision_backbone.output,episode_000003_000009,episode_000003,9,0.09821492683677868,0.028793617320645448,0.06942130951613323,68.15042839570842,37.88223621926304,30.268192176445375,58.60083262279196
vision_backbone.output,episode_000003_000010,episode_000003,10,0.1119744383358574,0.03241658802753711,0.0795578503083203,73.5644027529859,40.514252577961734,33.050150175024164,58.65158458825356
vision_backbone.output,episode_000003_000011,episode_000003,11,0.12735216413696526,0.031564333253043975,0.09578783088392129,76.12055249020709,38.854995878527376,37.26555661167971,58.74624013478639
vision_backbone.output,episode_000003_000012,episode_000003,12,0.14088796414154492,0.04048662220172583,0.10040134193981909,79.56695391357417,43.689707336540714,35.87724657703345,59.32342307994922
vision_backbone.output,episode_000003_000013,episode_000003,13,0.12725235902539722,0.05172016592097928,0.07553219310441794,74.65894352548801,48.86747439194101,25.791469133547004,59.93432124507856
vision_backbone.output,episode_000003_000014,episode_000003,14,0.1360555427797101,0.04623402712167679,0.08982151565803331,80.40598758587481,47.965715452261534,32.44027213361328,60.6897609139383
vision_backbone.output,episode_000003_000015,episode_000003,15,0.14139122347549538,0.045720600993229055,0.09567062248226632,82.28892676193011,47.978486394633954,34.31044036729616,61.37315457480999
vision_backbone.output,episode_000003_000016,episode_000003,16,0.1529442111927205,0.04693390013627474,0.10601031105644576,85.17815481050388,48.446089840685104,36.73206496981878,62.35021767107733
vision_backbone.output,episode_000003_000017,episode_000003,17,0.15369120006507286,0.04490569502357855,0.10878550504149431,85.48496205626917,47.483316922809415,38.00164513345975,64.02347034646408
vision_backbone.output,episode_000003_000018,episode_000003,18,0.15357733835015808,0.0429579287633397,0.11061940958681837,85.32964662741362,46.39231329964694,38.93733332776668,66.00033088501807
vision_backbone.output,episode_000003_000019,episode_000003,19,0.15305001999613976,0.041829096235949104,0.11122092376019066,85.12456621190697,45.765139670186166,39.3594265417208,68.02607480299216
vision_backbone.output,episode_000003_000020,episode_000003,20,0.15076384856860592,0.04118462920726973,0.10957921936133619,84.58654307053304,45.47446801266185,39.11207505787119,69.97556706137837
vision_backbone.output,episode_000003_000021,episode_000003,21,0.16946218142983338,0.041349922279162565,0.12811225915067082,92.36765387191247,47.17425721679391,45.193396655118555,72.16252283799123
vision_backbone.output,episode_000003_000022,episode_000003,22,0.1888958455652403,0.045366310006909716,0.1435295355583306,99.00579431869771,50.07367488713276,48.93211943156495,74.30454860518631
vision_backbone.output,episode_000003_000023,episode_000003,23,0.18280744615934552,0.037938511149631426,0.1448689350097141,97.6415460679363,45.926279254463296,51.71526681347301,76.34227227163585
vision_backbone.output,episode_000003_000024,episode_000003,24,0.18130921294546198,0.03542139731558791,0.14588781562987407,99.48900147207979,45.52273244212679,53.966269029953004,78.49098967368268
