file,status,source_steps_jsonl,home_relative,snap_before_capture,attach_cube_on_close,attach_distance_m,replay_rate_hz,physics_hz,hold_steps_per_source_step,source_step_count,executed_step_count,image_frame_count,home_converged,home_max_abs_error_rad,attach_event_count,attach_source_step_index
/home/ubuntu/a0509_vla_linux_field_bundle_20260903/outputs/sim2real_analysis/raw_dataset_oft_episode_000001_home_relative_joint_replay.json,complete,/home/ubuntu/a0509_vla_linux_field_bundle_20260903/data/real_world/raw_dataset_oft/episodes/episode_000001/steps.jsonl,True,True,True,0.3,5.0,60.0,12,46,46,46,True,0.0005634389817714691,1,28
/home/ubuntu/a0509_vla_linux_field_bundle_20260903/outputs/sim2real_analysis/raw_dataset_oft_episode_000002_home_relative_joint_replay.json,complete,/home/ubuntu/a0509_vla_linux_field_bundle_20260903/data/real_world/raw_dataset_oft/episodes/episode_000002/steps.jsonl,True,True,True,0.3,5.0,60.0,12,47,47,47,True,0.0005634389817714691,1,29
/home/ubuntu/a0509_vla_linux_field_bundle_20260903/outputs/sim2real_analysis/raw_dataset_oft_episode_000003_home_relative_joint_replay.json,complete,/home/ubuntu/a0509_vla_linux_field_bundle_20260903/data/real_world/raw_dataset_oft/episodes/episode_000003/steps.jsonl,True,True,True,0.3,5.0,60.0,12,44,44,44,True,0.0005634389817714691,1,26
/home/ubuntu/a0509_vla_linux_field_bundle_20260903/outputs/sim2real_analysis/raw_dataset_oft_episode_000004_home_relative_joint_replay.json,complete,/home/ubuntu/a0509_vla_linux_field_bundle_20260903/data/real_world/raw_dataset_oft/episodes/episode_000004/steps.jsonl,True,True,True,0.3,5.0,60.0,12,45,45,45,True,0.0005634389817714691,1,27
/home/ubuntu/a0509_vla_linux_field_bundle_20260903/outputs/sim2real_analysis/raw_dataset_oft_episode_000005_home_relative_joint_replay.json,complete,/home/ubuntu/a0509_vla_linux_field_bundle_20260903/data/real_world/raw_dataset_oft/episodes/episode_000005/steps.jsonl,True,True,True,0.3,5.0,60.0,12,43,43,43,True,0.0005634389817714691,1,25
