episode_id,step_index,planner_phase,joint_source_max_abs_diff_rad,sim_target_actual_max_abs_err_rad,real_tcp_pos_m_x,real_tcp_pos_m_y,real_tcp_pos_m_z,sim_ee_pos_m_x,sim_ee_pos_m_y,sim_ee_pos_m_z,real_sim_ee_position_l2_m_naive,gripper_real,gripper_sim_target,cube_attached,ee_to_cube_distance_m,ee_to_cube_xy_m
episode_000001,20,descent_to_grasp,0.0,5.960464477539063e-08,0.4173508498846767,-0.3230046670943728,0.39650682396002784,0.4173306380594123,-0.32200461879143655,1.2182697235522335,0.821763508347332,0.0,0.0,False,0.3581734691277865,0.017599072763388957
episode_000001,21,descent_to_grasp,0.0,8.568606668646339e-08,0.41776409982899065,-0.3229275062302959,0.3835570869511104,0.41739809697190516,-0.32194899486244055,1.2134332027149646,0.8298767733572799,0.0,0.0,False,0.35334509941143194,0.017643773593305098
episode_000001,22,descent_to_grasp,0.0,5.960464477539063e-08,0.41818675805584743,-0.3228485886782377,0.3703125288870162,0.41791771220966256,-0.3218311816755345,1.1987005305068636,0.8283886700881422,0.0,0.0,False,0.33865546524391493,0.01809594447142594
episode_000001,23,descent_to_grasp,0.0,5.960464477539063e-08,0.4186135921021018,-0.3227688914289589,0.3569371159644018,0.4187575769024175,-0.32156660379362917,1.1745965489205172,0.8176603295557985,0.0,0.0,False,0.3146306613330395,0.01881372792370184
episode_000001,24,descent_to_grasp,0.0,8.568606668646339e-08,0.41903671739211573,-0.32268988666818527,0.34367792185465196,0.41972978813918416,-0.3213302101624661,1.1463560211035748,0.8026795500578822,0.0,0.0,False,0.28650383639803567,0.01967987020230148
episode_000001,25,descent_to_grasp,0.0,5.960464477539063e-08,0.4194529756088587,-0.32261216410796495,0.33063391662539443,0.42040814026112694,-0.32119810812605615,1.1255917172856766,0.7949596321351581,0.0,0.0,False,0.26583902928894726,0.020299880117879573
episode_000001,26,descent_to_grasp,0.0,5.960464477539063e-08,0.41988266009549247,-0.3225319346324979,0.3171691813597766,0.4208049578278556,-0.3210356187164973,1.11460106898966,0.7974338248427807,0.0,0.0,False,0.2549094757522126,0.020643808292841896
episode_000001,27,descent_to_grasp,0.0,8.568606668646339e-08,0.4203009989994374,-0.32245382357223157,0.30405997502780957,0.42089032909557333,-0.3210330536538692,1.1123591288676593,0.8083006173419269,0.0,0.0,False,0.25268169777130367,0.020726054281323306
episode_000001,28,grasp_close,0.0,9.312786763970848e-08,0.4205,-0.3224166666666667,0.2978240138201799,0.42088977084351775,-0.32103389614541405,1.112354789412144,0.814532042563134,1.0,1.0,True,0.2525290722492634,0.020668440096258872
episode_000001,29,grasp_close,0.0,8.568606668646339e-08,0.4205,-0.3224166666666667,0.2978240138201799,0.4208861067951526,-0.3210354789718782,1.112359475278584,0.8145367239917183,1.0,1.0,True,0.25252907224926346,0.020672672494765995
episode_000001,30,grasp_close,0.0,5.960464477539063e-08,0.4205,-0.3224166666666667,0.2978240138201799,0.42088200653126717,-0.32104101669295,1.1123692132512226,0.8145464506447727,1.0,1.0,True,0.25252907224926335,0.020673194679030185
episode_000001,31,grasp_close,0.0,5.960464477539063e-08,0.4205,-0.3224166666666667,0.2978240138201799,0.4208809565337573,-0.3210488841041557,1.1123865579387708,0.8145637815653051,1.0,1.0,True,0.2525290722492634,0.02066701986706753
episode_000001,32,grasp_close,0.0,5.960464477539063e-08,0.4205,-0.3224166666666667,0.2978240138201799,0.42088069588815435,-0.3210573549461807,1.1124038874342195,0.8145810967330247,1.0,1.0,True,0.2525290722492636,0.020659279028925382
episode_000001,33,grasp_close,0.0,8.568606668646339e-08,0.4205,-0.3224166666666667,0.2978240138201799,0.42087831136382464,-0.3210653176623998,1.1124187228844213,0.8145959178016272,1.0,1.0,True,0.2525290722492634,0.020652157428172054
episode_000001,34,grasp_close,0.0,8.568606668646339e-08,0.4205,-0.3224166666666667,0.2978240138201799,0.4208740739922501,-0.321072025508316,1.1124316732280295,0.8146088550691869,1.0,1.0,True,0.25252907224926346,0.020646395819889633
episode_000001,35,grasp_close,0.0,5.960464477539063e-08,0.4205,-0.3224166666666667,0.2978240138201799,0.42087037704920743,-0.32107660492367684,1.1124403440171096,0.8146175166101859,1.0,1.0,True,0.2525290722492636,0.020642783392687415
episode_000001,36,grasp_close,0.0,5.960464477539063e-08,0.4205,-0.3224166666666667,0.2978240138201799,0.4208681412670224,-0.3210788691932956,1.112447201765284,0.8146243696133307,1.0,1.0,True,0.25252907224926346,0.02063973025742702
episode_000001,37,grasp_close,0.0,5.960464477539063e-08,0.4205,-0.3224166666666667,0.2978240138201799,0.4208670386588146,-0.32107971169275323,1.1124511239453911,0.8146282899070793,1.0,1.0,True,0.25252907224926346,0.02063833981872979
episode_000001,38,lift,0.0,5.960464477539063e-08,0.4205,-0.3224166666666667,0.30366876971060264,0.4208608980448354,-0.3210764411300802,1.1124692536782077,0.8088016748981914,1.0,1.0,True,0.2525290722492634,0.02064935640689991
episode_000001,39,lift,0.0,8.568606668646339e-08,0.4205,-0.3224166666666667,0.31584186047058666,0.42085074653206667,-0.3210700042684637,1.1170485381455078,0.8012078861778817,1.0,1.0,True,0.25252907224926346,0.02067812674263252
episode_000001,40,lift,0.0,5.960464477539063e-08,0.4205,-0.3224166666666667,0.3283512025665167,0.4208484352924587,-0.32109363832364346,1.13123583618762,0.8028857992990303,1.0,1.0,True,0.2525290722492634,0.020675362024811426
episode_000001,41,lift,0.0,9.312786763970848e-08,0.4205,-0.3224166666666667,0.34045720273976326,0.420758704118882,-0.3211469346595508,1.155014469965415,0.8145582979365645,1.0,1.0,True,0.2525290722492634,0.020629483464987036
episode_000001,42,lift,0.0,5.960464477539063e-08,0.4205,-0.3224166666666667,0.35272749216633,0.42073684789620547,-0.32119900658752754,1.1817093358758393,0.8289827718312436,1.0,1.0,True,0.25252907224926346,0.02063482007157817
episode_000001,43,lift,0.0,5.960464477539063e-08,0.4205,-0.3224166666666667,0.3652975141185131,0.4207150477905044,-0.3212599937780101,1.2002105202901463,0.8349138350825653,1.0,1.0,True,0.2525290722492634,0.020672194484590865
episode_000001,44,lift,0.0,5.960464477539063e-08,0.4205,-0.3224166666666667,0.37729758501995597,0.4207089615083174,-0.32127819346622,1.209216515552527,0.8319197357705831,1.0,1.0,True,0.2525290722492635,0.02066041916704552
episode_000001,45,lift,0.0,9.312786763970848e-08,0.4205,-0.3224166666666667,0.38985618556785084,0.4206850957297394,-0.3212647691493958,1.2102946764043396,0.8204393203487841,1.0,1.0,True,0.2525290722492635,0.02066279865774565
episode_000002,0,hold,0.0,7.450141614739891e-08,0.30509017944335937,-0.01182829189300537,0.7236777954101563,0.30836527449642975,-0.011480791064606703,1.5390194178785521,0.8153482742569758,0.0,0.0,False,0.763366000573461,0.34982602735428564
episode_000002,1,hold,0.0,7.450141614739891e-08,0.30509017944335937,-0.01182829189300537,0.7236777954101563,0.30836527449642975,-0.011480791064606703,1.5390194178785521,0.8153482742569758,0.0,0.0,False,0.763366000573461,0.34982602735428564
episode_000002,2,alignment,0.0,7.450141614739891e-08,0.3054336159177336,-0.012384901470795651,0.7231057325407468,0.30836527449642975,-0.011480791064606703,1.5390194178785521,0.8159194531074545,0.0,0.0,False,0.7633659886850414,0.34982600141220316
episode_000002,3,alignment,0.0,5.592325269532239e-09,0.31584687463748773,-0.029261733059472435,0.7057603452344623,0.308870559961947,-0.012070183187999536,1.5383318450009789,0.8327781941050703,0.0,0.0,False,0.7624058680545985,0.3490642589050994
episode_000002,4,alignment,0.0,8.102067416970726e-08,0.3263681334948305,-0.04631360112642094,0.6882350618681623,0.3121981709137983,-0.01769914792777794,1.5325189079671075,0.8448874407606214,0.0,0.0,False,0.7542513185498242,0.34252658632354127
episode_000002,5,alignment,0.0,7.450141614739891e-08,0.336862021399168,-0.06332110892376289,0.6707553703567843,0.31930530278178926,-0.029427239820587783,1.5203576026852084,0.8504592793948658,0.0,0.0,False,0.7372221653972625,0.32881999058832134
episode_000002,6,alignment,0.0,4.098258310492042e-08,0.3474191942097132,-0.08043118295257139,0.6531702650418743,0.32979527899204564,-0.047132996983790906,1.502150634690504,0.8498158857218046,0.0,0.0,False,0.7118242583414023,0.3082455300226817
episode_000002,7,alignment,0.0,9.312786763970848e-08,0.3579355151514905,-0.09747504810980266,0.6356532067720855,0.3445203895486034,-0.0708995417279882,1.4773863671708722,0.8422594234850215,0.0,0.0,False,0.6775620757905106,0.2803162764907689
episode_000002,8,alignment,0.0,1.0058722788031105e-07,0.3684519832701233,-0.11451915179745646,0.6181359033494941,0.36000507778628577,-0.09630606612119537,1.4510718523148078,0.8331778692337257,0.0,0.0,False,0.6415111204102845,0.25059034882053194
episode_000002,9,alignment,0.0,6.332554525201317e-08,0.37893868172571044,-0.13151500761158724,0.6006681873182661,0.3755769166890228,-0.12184704522085951,1.4246604599137471,0.8240558453515247,0.0,0.0,False,0.6057708029191919,0.2207121051097606
episode_000002,10,alignment,0.0,8.568606668646339e-08,0.3895317299468552,-0.14868322513602558,0.583023324255242,0.39113628956572877,-0.1473519802912346,1.398266887762173,0.8152462294692853,0.0,0.0,False,0.5706122453922947,0.19088262465370037
episode_000002,11,alignment,0.0,6.332554525201317e-08,0.3999692928704393,-0.16559944669531346,0.5656374533846912,0.4067293866035162,-0.17291724251347934,1.3718085155212913,0.8062326155827302,0.0,0.0,False,0.5360301592876616,0.16100146716074415
episode_000002,12,alignment,0.0,5.960464477539063e-08,0.41052628106641625,-0.18270922151817115,0.548052655582662,0.42230446128198856,-0.19852077789987524,1.345232657757794,0.7974237811304261,0.0,0.0,False,0.5021265425780317,0.13112329584634538
episode_000002,13,alignment,0.0,5.960464477539063e-08,0.420987604131922,-0.1996639512836339,0.5306272073929288,0.437820956061825,-0.22408326477684953,1.3189389581431092,0.788869495531099,0.0,0.0,False,0.46948242648137406,0.10136051906105545
episode_000002,14,alignment,0.0,5.960464477539063e-08,0.4315901899256478,-0.2168476264098228,0.5129664575748711,0.45337914407023033,-0.2496786225880541,1.2925996511694504,0.7806283042442494,0.0,0.0,False,0.437974339511931,0.07166851632183767
episode_000002,15,alignment,0.0,3.352322286431786e-08,0.4420255158265273,-0.2337602224128404,0.49558431291782074,0.46876404453283604,-0.27505722190695087,1.2665587581543942,0.7725425465904365,0.0,0.0,False,0.4082587024547746,0.04260177586375216
episode_000002,16,alignment,0.0,9.312786763970848e-08,0.4526513001413913,-0.25098149552299287,0.47788492127352006,0.4814174658104128,-0.29589147021960277,1.2451252844325906,0.769091784493249,0.0,0.0,False,0.38512239898441003,0.020121450170141553
episode_000002,17,alignment,0.0,8.568606668646339e-08,0.4631177200215578,-0.267944485726901,0.46045098330871254,0.4903750568185995,-0.3106801759673181,1.2298810909817446,0.7710979135124968,0.0,0.0,False,0.3695209148095449,0.011164917906864597
episode_000002,18,alignment,0.0,3.352322286431786e-08,0.47357548974556235,-0.2848934565702332,0.4430314539275126,0.49561297522695336,-0.3193034523288453,1.2210672459916603,0.7791080748569711,0.0,0.0,False,0.3608678017184515,0.015416274552664515
episode_000002,19,alignment,0.0,2.6081421911072766e-08,0.48411421412841893,-0.3019736311203525,0.42547707819803415,0.49722724080769853,-0.32201585078610895,1.2182508652887476,0.7931354988499594,0.0,0.0,False,0.3581608588150154,0.017725308135808082
episode_000002,20,alignment,0.0,8.568606668646339e-08,0.49470194889994945,-0.3191332371047622,0.40784106575938905,0.49725684486069177,-0.32208422100701717,1.2181723220743206,0.810340657230215,0.0,0.0,False,0.35808494756520826,0.01777646009025575
episode_000002,21,descent_to_grasp,0.0,2.6081421911072766e-08,0.4974452894111022,-0.32298703361235476,0.3935474357077488,0.4972897626945581,-0.3220998294616779,1.2177552198750536,0.8242082763487291,0.0,0.0,False,0.3576701654089868,0.017812743674806487
episode_000002,22,descent_to_grasp,0.0,3.352322286431786e-08,0.4978650185166024,-0.322908662977575,0.38039466555979823,0.4974978984495702,-0.3220810120226402,1.2102707916536777,0.8298766200127771,0.0,0.0,False,0.35020490269139837,0.018002042145443636
episode_000002,23,descent_to_grasp,0.0,8.568606668646339e-08,0.49829092265588115,-0.322829139357904,0.3670483925099004,0.49803397192140997,-0.32182186204876084,1.1934713262961834,0.8264235875864051,0.0,0.0,False,0.33345180399112345,0.0184238227967514
episode_000002,24,descent_to_grasp,0.0,5.960464477539063e-08,0.49871336708628894,-0.32275026172531573,0.3538105340420817,0.4988317184366814,-0.3215061868347541,1.1675124352901944,0.8137028608922111,0.0,0.0,False,0.3075764617496728,0.01908875278825704
episode_000002,25,descent_to_grasp,0.0,8.568606668646339e-08,0.4991381808615231,-0.32267094169534394,0.34049842900071076,0.49979376031213074,-0.3213205179049265,1.140335938877383,0.799838918554571,0.0,0.0,False,0.28051817072627433,0.019961398892902056
episode_000002,26,descent_to_grasp,0.0,5.960464477539063e-08,0.4995618347057501,-0.32259183824441834,0.32722267194123117,0.5004589356807857,-0.32110795009544024,1.12198919928868,0.7947684189159261,0.0,0.0,False,0.2622665991352968,0.020549300800190337
episode_000002,27,descent_to_grasp,0.0,5.960464477539063e-08,0.49998906150969946,-0.32251206766053053,0.3138349514335155,0.5007566219680947,-0.3210535465169691,1.1132369420326576,0.7994036896380041,0.0,0.0,False,0.2535646269470061,0.0208244715610369
episode_000002,28,descent_to_grasp,0.0,8.568606668646339e-08,0.5004085419000259,-0.32243374346514647,0.3006899751065525,0.5007908406939976,-0.3210564997971079,1.112268243096691,0.811579526618533,0.0,0.0,False,0.2526020114889953,0.020858390566904625
episode_000002,29,grasp_close,0.0,5.960464477539063e-08,0.5005000000000001,-0.3224166666666667,0.2978240138201799,0.5007915759942663,-0.32105848488344807,1.1122602067843073,0.8144373776320791,1.0,1.0,True,0.2523296555301428,0.020864696621599513
episode_000002,30,grasp_close,0.0,8.568606668646339e-08,0.5005000000000001,-0.3224166666666667,0.2978240138201799,0.5007905613411482,-0.32105974778982715,1.1122694919383342,0.8144466603049215,1.0,1.0,True,0.25232965553014275,0.020866930352943375
episode_000002,31,grasp_close,0.0,9.312786763970848e-08,0.5005000000000001,-0.3224166666666667,0.2978240138201799,0.500796234137536,-0.3210649643275988,1.1122918479364863,0.8144690096400137,1.0,1.0,True,0.2523296555301427,0.02085891250881948
episode_000002,32,grasp_close,0.0,9.312786763970848e-08,0.5005000000000001,-0.3224166666666667,0.2978240138201799,0.5008001374788627,-0.32107050169081436,1.1123083447700273,0.8144854987079074,1.0,1.0,True,0.2523296555301426,0.02085089778584625
episode_000002,33,grasp_close,0.0,5.960464477539063e-08,0.5005000000000001,-0.3224166666666667,0.2978240138201799,0.5008016351149219,-0.3210747268760923,1.1123209029697927,0.8144980504706814,1.0,1.0,True,0.25232965553014264,0.020845294451269536
episode_000002,34,grasp_close,0.0,8.568606668646339e-08,0.5005000000000001,-0.3224166666666667,0.2978240138201799,0.5008002508867367,-0.32107862086843736,1.1123294076904653,0.8145065482615482,1.0,1.0,True,0.2523296555301426,0.020841425298878034
episode_000002,35,grasp_close,0.0,9.312786763970848e-08,0.5005000000000001,-0.3224166666666667,0.2978240138201799,0.5007984698559815,-0.32108091202947886,1.1123357273609897,0.8145128635079325,1.0,1.0,True,0.2523296555301426,0.020838922567471305
episode_000002,36,grasp_close,0.0,9.312786763970848e-08,0.5005000000000001,-0.3224166666666667,0.2978240138201799,0.5007956018248698,-0.32108368591310466,1.1123425651435728,0.8145196956907099,1.0,1.0,True,0.25232965553014275,0.020836394894926027
episode_000002,37,grasp_close,0.0,9.312786763970848e-08,0.5005000000000001,-0.3224166666666667,0.2978240138201799,0.5007933389510884,-0.32108549966311606,1.112349438289118,0.8145265650423165,1.0,1.0,True,0.2523296555301425,0.020833853828640145
episode_000002,38,grasp_close,0.0,5.960464477539063e-08,0.5005000000000001,-0.3224166666666667,0.2978240138201799,0.5007911253322928,-0.32108694568644797,1.1123542974271332,0.8145314210174265,1.0,1.0,True,0.25232965553014264,0.020831999175682687
episode_000002,39,lift,0.0,5.960464477539063e-08,0.5005000000000001,-0.3224166666666667,0.3067070985321856,0.5007739514516107,-0.3210789026432509,1.1125986195287,0.8058926778895908,1.0,1.0,True,0.2523296555301425,0.020893223135792106
episode_000002,40,lift,0.0,8.568606668646339e-08,0.5005000000000001,-0.3224166666666667,0.31897858788801237,0.500794303872093,-0.32109831081186285,1.1196335997718636,0.8006561513731465,1.0,1.0,True,0.2523296555301425,0.020880712616226992
episode_000002,41,lift,0.0,8.568606668646339e-08,0.5005000000000001,-0.3224166666666667,0.3313948413306839,0.5007573184546268,-0.32111477015826945,1.1363205589411132,0.8049268115909484,1.0,1.0,True,0.2523296555301427,0.020858951780584455
episode_000002,42,lift,0.0,5.960464477539063e-08,0.5005000000000001,-0.3224166666666667,0.34348458068009324,0.5007124045551526,-0.3211942442634046,1.1619372010255913,0.8184535607978249,1.0,1.0,True,0.2523296555301426,0.020848755111719866
episode_000002,43,lift,0.0,3.352322286431786e-08,0.5005000000000001,-0.3224166666666667,0.35583454903444356,0.5006350579780208,-0.3212403871992593,1.1873181782735789,0.8314844722342846,1.0,1.0,True,0.2523296555301426,0.020801075623273324
episode_000002,44,lift,0.0,3.352322286431786e-08,0.5005000000000001,-0.3224166666666667,0.36821580936911674,0.5005617766540007,-0.3212780493635664,1.2035937791656428,0.8353787480461083,1.0,1.0,True,0.2523296555301425,0.020741322354279074
episode_000002,45,lift,0.0,9.312786763970848e-08,0.5005000000000001,-0.3224166666666667,0.38047888680313485,0.5006167678044862,-0.3213341585806737,1.2099411191620684,0.8294629469532331,1.0,1.0,True,0.2523296555301426,0.0208169833834238
episode_000002,46,lift,0.0,9.312786763970848e-08,0.5005000000000001,-0.3224166666666667,0.39286386530877654,0.5006448065947193,-0.3213549032537704,1.21011272340635,0.8172495606436766,1.0,1.0,True,0.2523296555301427,0.020866449592846184
episode_000003,0,hold,0.0,7.450141614739891e-08,0.30509017944335937,-0.01182829189300537,0.7236777954101563,0.30836527449642975,-0.011480791064606703,1.5390194178785521,0.8153482742569758,0.0,0.0,False,0.7068749370707723,0.19829971064469132
episode_000003,1,hold,0.0,7.450141614739891e-08,0.30509017944335937,-0.01182829189300537,0.7236777954101563,0.30836527449642975,-0.011480791064606703,1.5390194178785521,0.8153482742569758,0.0,0.0,False,0.7068749370707723,0.19829971064469132
episode_000003,2,alignment,0.0,7.450141614739891e-08,0.3053061829016749,-0.012179314443150397,0.7230610626339949,0.30836527449642975,-0.011480791064606703,1.5390194178785521,0.8159643886038768,0.0,0.0,False,0.7068749370707723,0.19829971064469132
episode_000003,3,alignment,0.0,4.656173890893456e-08,0.3125829076650848,-0.024004562534429737,0.7022845681292458,0.30879336847030453,-0.011913447870228714,1.538095278185232,0.8359067523985098,0.0,0.0,False,0.7058246157595971,0.19771740647824543
episode_000003,4,alignment,0.0,1.955338424508568e-08,0.3196095619832584,-0.035423426551642496,0.6822220744147115,0.31118319950533563,-0.01610536878198282,1.5307875655887178,0.8488271813225492,0.0,0.0,False,0.6974633668682843,0.1928949221358436
episode_000003,5,alignment,0.0,1.5828093946623767e-08,0.32686557880942957,-0.04721502262181773,0.6615047051837957,0.31633595289053557,-0.024785509548109295,1.5153653375492628,0.8542200744435072,0.0,0.0,False,0.6798765501477487,0.1828150584058138
episode_000003,6,alignment,0.0,8.568606668646339e-08,0.3339696169307085,-0.05875964138443033,0.6412212653414019,0.32413496276886467,-0.03785993013090186,1.4921296552633363,0.8512218314825476,0.0,0.0,False,0.653464179658621,0.16761832466898016
episode_000003,7,alignment,0.0,1.0803780847723488e-07,0.34118012655790064,-0.07047728468940383,0.6206338282022243,0.33454934121842583,-0.055276753422226946,1.4612261139813312,0.840755858960475,0.0,0.0,False,0.618510782951327,0.1473717384877443
episode_000003,8,alignment,0.0,5.960464477539063e-08,0.3483351200394705,-0.08210470990637776,0.6002049006854313,0.3457373089230999,-0.07403178673048023,1.4279153513743612,0.8277538951227422,0.0,0.0,False,0.5811215314771985,0.12559790451072766
episode_000003,9,alignment,0.0,1.154883890741587e-07,0.3556723049365546,-0.09402821045375172,0.5792557804904327,0.3571636766306075,-0.09290207621465606,1.39443795542425,0.8151843170091554,0.0,0.0,False,0.5438762792519742,0.10364609524381373
episode_000003,10,alignment,0.0,7.078490549261574e-08,0.36291110279288963,-0.10579182434831792,0.5585875748384357,0.3678637408205723,-0.11081423841408118,1.3627991200952485,0.804242477609105,0.0,0.0,False,0.5090688995514666,0.08292018302016116
episode_000003,11,alignment,0.0,5.960464477539063e-08,0.36994965003646924,-0.11723001530148466,0.5384911244596909,0.37972143466397845,-0.13063058143092904,1.327814927633541,0.7894980235594176,0.0,0.0,False,0.4711345476996251,0.060095903587301075
episode_000003,12,alignment,0.0,6.332554525201317e-08,0.3771530412453877,-0.12893609061882075,0.5179240118185471,0.39104227964647964,-0.14948964998563696,1.2944645448363343,0.7769366506772329,0.0,0.0,False,0.43565462945725114,0.03866264908117109
episode_000003,13,alignment,0.0,1.154883890741587e-07,0.3844927266005232,-0.14086365460651454,0.4969677523191699,0.40140543509957355,-0.1668044147745119,1.263938414458232,0.7675955701597676,0.0,0.0,False,0.4039092313739535,0.020085312916162036
episode_000003,14,alignment,0.0,8.568606668646339e-08,0.3917059582436992,-0.15258572140081386,0.4763725432837107,0.40921540737070755,-0.1797740697240833,1.2409772612874608,0.7652882867827476,0.0,0.0,False,0.3806062980842009,0.010963034461931248
episode_000003,15,alignment,0.0,5.960464477539063e-08,0.39869612285274597,-0.1639452867806269,0.45641423493633027,0.4141038076147147,-0.18795365083751162,1.2265953239972538,0.7707092241834674,0.0,0.0,False,0.36630716171937255,0.013277798457386235
episode_000003,16,alignment,0.0,6.332554525201317e-08,0.4059029556629374,-0.1756569549697847,0.4358372958399804,0.4166349174019419,-0.19222295573354106,1.2191229416085425,0.7835343070033026,0.0,0.0,False,0.3589801826351558,0.016645571038611678
episode_000003,17,alignment,0.0,6.332554525201317e-08,0.4130234469510683,-0.1872283114181334,0.41550687893829147,0.41688978804743504,-0.19270851569282021,1.2182916454716934,0.8028127817931492,0.0,0.0,False,0.35816866026473726,0.017046916399193104
episode_000003,18,descent_to_grasp,0.0,5.960464477539063e-08,0.41730277588655446,-0.19384697666904815,0.3980132866739756,0.4168926237888751,-0.19270471801776057,1.2182921932162145,0.8202798043946351,0.0,0.0,False,0.35816927357760264,0.017048307027664543
episode_000003,19,descent_to_grasp,0.0,5.960464477539063e-08,0.4177238026175204,-0.19376836374530118,0.3848198537050141,0.4169519050912552,-0.192660722988858,1.214192506607545,0.8293737517406844,0.0,0.0,False,0.3540762534139774,0.017089087615141864
