heldout_episode,method,count,token_count_mean,token_count_p50,token_count_p90,hidden_shift_norm_mean,hidden_shift_norm_p50,hidden_shift_norm_p90,repr_gap_reduction_ratio_mean,repr_gap_reduction_ratio_p50,repr_gap_reduction_ratio_p90,gap_to_sim_chunk_mean_l2_mean,gap_to_sim_chunk_mean_l2_p50,gap_to_sim_chunk_mean_l2_p90,gap_to_sim_chunk_max_l2_mean,gap_to_sim_chunk_max_l2_p50,gap_to_sim_chunk_max_l2_p90,gap_to_sim_first_translation_l2_mean,gap_to_sim_first_translation_l2_p50,gap_to_sim_first_translation_l2_p90,gap_to_sim_first_rotation_l2_mean,gap_to_sim_first_rotation_l2_p50,gap_to_sim_first_rotation_l2_p90,gap_to_sim_first_gripper_abs_mean,gap_to_sim_first_gripper_abs_p50,gap_to_sim_first_gripper_abs_p90,action_gap_reduction_mean,action_gap_reduction_p50,action_gap_reduction_p90,action_gap_reduction_ratio_mean,action_gap_reduction_ratio_p50,action_gap_reduction_ratio_p90,improved_count,worsened_count
episode_000004,loo_bottom10,45,10.0,10.0,10.0,105.64501944023276,99.94187231043415,124.9964375636299,0.08318928680836869,0.07454189863076591,0.12210706298601738,0.22150301164324473,0.18513668289135007,0.5045924833571678,0.3906101530845236,0.35111694536820326,0.8304660672161939,0.003879827993041093,0.003699466501018213,0.0050388776003648566,0.005806072149311673,0.00152756252481003,0.015348683351219998,0.23704655667146046,0.195211723446846,0.5265363097190857,0.11279358446726942,0.026975768742812045,0.25811072849769706,0.16565133071401977,0.04975231207292991,0.48113953581201296,29,16
episode_000004,loo_top10,45,10.0,10.0,10.0,209.39823176276477,223.20599817619652,242.61423481072273,0.3687306180381831,0.363812447415996,0.4655587211779766,0.24038416314611105,0.22688820821731626,0.5395556845231269,0.4307103150608337,0.46631094326980765,0.9112841628851874,0.00038528440898011405,0.0003736899183984074,0.0005636313034145263,0.0006189188637656578,0.0004277156410234275,0.0015992579553865038,0.008941494487226009,0.0024195099249482155,0.016149577498436,0.09391243296440314,0.07762823425712598,0.21882055794860406,0.4242962055952172,0.3130973194996649,0.6646987287560532,45,0
episode_000004,loo_top15,45,15.0,15.0,15.0,226.69478784164295,248.07922455200287,256.68553841372864,0.45417243924902173,0.45501685836983263,0.5374694308584008,0.19169569735357106,0.1713534341177895,0.4329195941339687,0.42038900108671806,0.4186868148174857,0.9112841628851874,0.00038528440898011405,0.0003736899183984074,0.0005636313034145263,0.0006189188637656578,0.0004277156410234275,0.0015992579553865038,0.008941494487226009,0.0024195099249482155,0.016149577498436,0.14260089875694307,0.11452471305830844,0.3231133638932614,0.5280362697706196,0.4526044326978733,0.6890224498791331,45,0
episode_000004,loo_top20,45,20.0,20.0,20.0,239.19810360330266,258.9549102058926,272.01162530737344,0.5318451249679771,0.5505200640552208,0.5997880512243531,0.15664458917140858,0.1104453463205342,0.35260641911678436,0.40681272041643946,0.3914417378849902,0.9112841628851874,2.1790930634857256e-05,1.8692343257312504e-05,4.058691373914259e-05,5.4716704640825814e-05,5.504827743538229e-05,8.399888252707936e-05,0.0005075112709568607,0.00013410206884145737,0.00130232572555542,0.17765200693910557,0.14153206494878326,0.4048152492626633,0.6052608210616368,0.5495741819899277,0.859372018786636,45,0
episode_000004,loo_top5,45,5.0,5.0,5.0,150.37243715782162,153.40581053959872,189.1510480471151,0.17023048378241012,0.15321933446927438,0.2501275842082427,0.27202316712536956,0.28788949102400735,0.6018404153174133,0.43977707362206725,0.55793661940154,0.9112841628851874,0.0021473677275863456,0.002440589104883055,0.002813358356437339,0.003222099962356854,0.0009365352357954735,0.008591536476032181,0.06296100914478302,0.0255083329975605,0.17706615924835223,0.062273428985144534,0.05120087614273794,0.14663037525969777,0.23931059628340481,0.1958038863100857,0.3224216877974503,45,0
episode_000004,no_correction,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3343002671831663,0.3391642845654582,0.7486956131794001,0.45954084921635385,0.55793661940154,0.9112841628851874,0.003879827993041093,0.003699466501018213,0.0050388776003648566,0.005806072149311673,0.00152756252481003,0.015348683351219998,0.23704655667146046,0.195211723446846,0.5265363097190857,-3.6710726521305966e-06,-6.776366945640717e-05,0.0006843168983613257,-0.01586704269897032,-0.000532609705338055,0.002053754585285182,18,27
episode_000005,all35_full_delta,43,35.0,35.0,35.0,278.9413906573656,270.6498983849656,318.3987076985853,1.0,1.0,1.0,0.0006744055413583908,0.0007457156337653256,0.001201915089506766,0.0013720668686117426,0.0014735554588021084,0.0020362280890127062,1.6070634535003717e-05,1.4641580403107482e-05,3.004275774556257e-05,2.9723850020369464e-05,2.9280327744433888e-05,4.933946034274929e-05,0.0008136139110510432,0.00022489577531814575,0.001987409591674805,0.43828141141525145,0.53719930924388,0.9045511111654839,0.8237635931751891,0.9976947199429077,0.9998097613341057,43,0
episode_000005,loo_bottom10,43,10.0,10.0,10.0,109.92830231125498,107.63126257418992,135.29784436624564,0.08086847266213724,0.08093683768592436,0.09736360898862687,0.3425507021265785,0.49181101732009436,0.6995363920127803,0.486264650240152,0.7424197017818499,0.9330737924189328,0.004784479416830544,0.005131165729495295,0.007820581376865636,0.008055006257855428,0.0028058638984537624,0.020509578683553794,0.4223770069521527,0.5120658278465271,0.853908383846283,0.09640511483003135,0.04179332931796442,0.22788837160133588,0.13977130310279484,0.18087769396569692,0.292524097345409,37,6
episode_000005,loo_top10,43,10.0,10.0,10.0,212.90094473043226,210.87664747221189,239.5224000881231,0.35703916991906925,0.3625705721066488,0.3967191280715865,0.28735436377443263,0.3218043000380316,0.5844289202099898,0.4814749093194148,0.6470925784874118,0.9371252097412656,0.00041550920954783996,0.00040988215945608606,0.0007356288165875199,0.000808853713783397,0.0008408703088072826,0.0017855703643467069,0.013541954504542573,0.003622031770646572,0.017184999212622662,0.15160145318217724,0.2166362655035209,0.3157235862470163,0.33934791008086623,0.34349746234492495,0.4020697566917075,42,1
episode_000005,loo_top15,43,15.0,15.0,15.0,230.78743228288832,227.35323833606677,260.5466080657749,0.4420112306020448,0.4556713075832436,0.48787396597316357,0.23506836788341867,0.22961704252191142,0.4918693911951539,0.45973345943527444,0.4888054365225713,0.9371252097412656,0.00041550920954783996,0.00040988215945608606,0.0007356288165875199,0.000808853713783397,0.0008408703088072826,0.0017855703643467069,0.013541954504542573,0.003622031770646572,0.017184999212622662,0.2038874490731912,0.3088235230196411,0.4100623066421998,0.4317873041877819,0.44934771351352104,0.5711858717447218,42,1
episode_000005,loo_top20,43,20.0,20.0,20.0,244.41081592450846,240.21122412074038,272.0935055819849,0.5231168015438179,0.5223636986649864,0.5648363538638467,0.17305662945213365,0.12676327541296972,0.37124492172911183,0.45320482362584735,0.42332542187621763,0.9371252097412656,1.6070634535003717e-05,1.4641580403107482e-05,3.004275774556257e-05,2.9723850020369464e-05,2.9280327744433888e-05,4.933946034274929e-05,0.0008136139110510432,0.00022489577531814575,0.001987409591674805,0.2658991875044763,0.3875078212138687,0.5362213163257409,0.5462435247647324,0.5784657362569408,0.7585499439348837,42,1
episode_000005,loo_top5,43,5.0,5.0,5.0,152.30258095644797,161.57395598268792,182.48434064542607,0.16359471978070986,0.17301435435393914,0.2138724973269678,0.34143196369961226,0.41640917006374095,0.6925300499644499,0.4895206224161804,0.6470925784874118,0.9371252097412656,0.0022808737890580976,0.0022161952370033096,0.003230637444678228,0.004086625129695362,0.002035052744078002,0.009608855488627796,0.09455951493839886,0.06206248700618744,0.2754611968994141,0.09752385325699764,0.12203139547781156,0.2091083056512141,0.16791343172270848,0.21110191478331505,0.25192008544103783,39,4
episode_000005,no_correction,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438952829042684,0.5390252452123231,0.9050725857553703,0.5003236288333024,0.7735004893512961,0.9371252097412656,0.004784479416830544,0.005131165729495295,0.007820581376865636,0.008055006257855428,0.0028058638984537624,0.020509578683553794,0.4223770069521527,0.5120658278465271,0.853908383846283,2.9879139258775886e-06,-4.860959447072766e-06,0.0004135079198022807,-0.026795902257390532,-6.720420922329539e-06,0.06043455232335898,21,22
