frame,episode_id,heldout_episode,progress,planner_phase,method,token_count,tokens,delta_hidden_norm,hidden_shift_norm,hidden_after_gap,repr_gap_reduction_ratio,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2,gap_to_sim_first_l2,gap_to_sim_first_translation_l2,gap_to_sim_first_rotation_l2,gap_to_sim_first_gripper_abs,gap_to_sim_chunk_mean_l2,gap_to_sim_chunk_max_l2,action_gap_reduction,action_gap_reduction_ratio
episode_000001_000001,episode_000001,episode_000001,1,hold,loo_top15,15,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18",238.02088628054506,187.41937633533936,146.72395741612402,0.38356688058380406,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.004125884030965545,0.00034034633506486523,0.0008941673075876333,0.004013421013951302,0.27455906327982654,0.7008262429074911,0.140584477945914,0.338640648318479
episode_000001_000001,episode_000001,episode_000001,1,hold,loo_top20,20,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20",238.02088628054506,197.17421160153887,133.3276887412653,0.43984878459734145,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,7.955802968504603e-05,7.82761811542031e-06,6.042917638723097e-05,5.115196108818054e-05,0.24417176078703914,0.7008262429074911,0.1709717804387014,0.411837746370557
episode_000001_000001,episode_000001,episode_000001,1,hold,loo_bottom10,10,"30,31,29,34,33,28,32,26,23,24",238.02088628054506,119.3764661013636,205.92037695897446,0.13486425423916412,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.16384114951432158,0.0031011237938145648,0.010290584308934014,0.1634882539510727,0.21160468430074464,0.4119426896124062,0.2035388569249959,0.49028549576860353
episode_000001_000001,episode_000001,episode_000001,1,hold,all35_full_delta,35,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20,21,27,7,25,22,24,23,26,32,28,33,34,29,31,30",238.02088628054506,238.02088628054506,0.0,1.0,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,7.955802968504603e-05,7.82761811542031e-06,6.042917638723097e-05,5.115196108818054e-05,0.00021271030494051215,0.0003487780201414306,0.4149308309208,0.9994876222708114
episode_000001_000002,episode_000001,episode_000001,2,alignment,no_correction,0,,241.32925284134072,0.0,241.32925284134072,0.0,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.1681674354081715,0.0032916164321999996,0.010795786430389585,0.16778826713562012,0.4299229759385586,0.718432318316622,4.8412553190047e-05,0.00011259482487862343
episode_000001_000002,episode_000001,episode_000001,2,alignment,loo_top5,5,"4,3,1,9,10",241.32925284134072,137.96042717627193,198.00689081519434,0.17951558510243346,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.0317266636618688,0.0014733426275110651,0.004569768546576568,0.03136124461889267,0.3707525992941359,0.718432318316622,0.05921878919761275,0.1377272785646043
episode_000001_000002,episode_000001,episode_000001,2,alignment,loo_top10,10,"4,3,1,9,10,0,2,5,11,12",241.32925284134072,177.01950119720394,164.02409723224466,0.32033064661215976,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.0038626561676771776,0.0003366784725305466,0.0009886030457655994,0.0037187933921813965,0.3463554614863287,0.718432318316622,0.08361592700541998,0.19446858382537377
episode_000001_000002,episode_000001,episode_000001,2,alignment,loo_top15,15,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18",241.32925284134072,190.39942030127725,148.28307059775003,0.3855569979523489,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.0038626561676771776,0.0003366784725305466,0.0009886030457655994,0.0037187933921813965,0.2835784841181968,0.718432318316622,0.14639290437355185,0.3404712692327462
episode_000001_000002,episode_000001,episode_000001,2,alignment,loo_top20,20,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20",241.32925284134072,200.2974378896387,134.61331528420976,0.4422005882034126,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.00011324181096942683,3.711373016374952e-05,1.226784808700456e-05,0.00010628160089254379,0.25281064368453715,0.718432318316622,0.1771607448072115,0.4120291478664546
episode_000001_000002,episode_000001,episode_000001,2,alignment,loo_bottom10,10,"30,31,29,34,33,28,32,26,23,24",241.32925284134072,120.51820956955406,209.08172908962848,0.133624595327915,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.1681674354081715,0.0032916164321999996,0.010795786430389585,0.16778826713562012,0.21962483014948822,0.4286172199501891,0.21034655834226043,0.48921059394233873
episode_000001_000002,episode_000001,episode_000001,2,alignment,all35_full_delta,35,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20,21,27,7,25,22,24,23,26,32,28,33,34,29,31,30",241.32925284134072,241.32925284134072,0.0,1.0,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.00011324181096942683,3.711373016374952e-05,1.226784808700456e-05,0.00010628160089254379,0.0001685341893766216,0.00030206515901108714,0.42980285430237203,0.9996080339439147
episode_000001_000003,episode_000001,episode_000001,3,alignment,no_correction,0,,238.1630266000313,0.0,238.1630266000313,0.0,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.1619338857257505,0.003040649442920659,0.010417148703678304,0.16156986355781555,0.4172927499132011,0.7007217967969802,0.0014615271415390763,0.003490178421146068
episode_000001_000003,episode_000001,episode_000001,3,alignment,loo_top5,5,"4,3,1,9,10",238.1630266000313,135.9302216950131,195.56227158946533,0.17887224402009833,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.03181690893880046,0.0013714108326076727,0.004435795223997873,0.03147631883621216,0.36132526229056633,0.7007217967969802,0.057429014764173836,0.13714251510001085
episode_000001_000003,episode_000001,episode_000001,3,alignment,loo_top10,10,"4,3,1,9,10,0,2,5,11,12",238.1630266000313,173.5974499621937,163.0507669589777,0.31538169762679574,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.004080846284542663,0.000322865349843819,0.0009529464266250053,0.003954865038394928,0.3374104465359049,0.7007217967969802,0.08134383051883526,0.1942519395645525
episode_000001_000003,episode_000001,episode_000001,3,alignment,loo_top15,15,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18",238.1630266000313,186.92126592592277,147.58749128546657,0.38030896990017016,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.004080846284542663,0.000322865349843819,0.0009529464266250053,0.003954865038394928,0.2768366264290507,0.7007217967969802,0.14191765062568945,0.3389043608673107
episode_000001_000003,episode_000001,episode_000001,3,alignment,loo_top20,20,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20",238.1630266000313,196.80465978351415,134.1251398015393,0.4368347525798462,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,5.733571815057458e-05,4.4998484011885176e-05,3.5530162507095685e-05,3.5855919122695923e-07,0.24616881746392733,0.7007217967969802,0.17258545959081284,0.4121401715695246
episode_000001_000003,episode_000001,episode_000001,3,alignment,loo_bottom10,10,"30,31,29,34,33,28,32,26,23,24",238.1630266000313,120.11080902115452,205.65753279559434,0.13648421532291982,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.1619338857257505,0.003040649442920659,0.010417148703678304,0.16156986355781555,0.2129414936496851,0.4166114940999198,0.20581278340505507,0.4914881941090023
episode_000001_000003,episode_000001,episode_000001,3,alignment,all35_full_delta,35,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20,21,27,7,25,22,24,23,26,32,28,33,34,29,31,30",238.1630266000313,238.1630266000313,0.0,1.0,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,5.733571815057458e-05,4.4998484011885176e-05,3.5530162507095685e-05,3.5855919122695923e-07,0.0001440806474653066,0.00035182429935345824,0.41861019640727487,0.9996559303263034
episode_000001_000004,episode_000001,episode_000001,4,alignment,no_correction,0,,238.1177236652101,0.0,238.1177236652101,0.0,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.189798163792116,0.002877947368967012,0.009668453986348456,0.1895298957824707,0.49836901654191407,0.7547789990966878,-0.00031680076083429043,-0.0006360794125520789
episode_000001_000004,episode_000001,episode_000001,4,alignment,loo_top5,5,"4,3,1,9,10",238.1177236652101,136.74199555971526,194.94018819588786,0.18132852441521402,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.03774924204811756,0.0012875604552603512,0.004008892541765637,0.03751368075609207,0.4272999615719847,0.7547789990966878,0.07075225420909509,0.14205790470811686
episode_000001_000004,episode_000001,episode_000001,4,alignment,loo_top10,10,"4,3,1,9,10,0,2,5,11,12",238.1177236652101,174.86034541647578,161.6289266323703,0.3212226114691986,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.004602844709143991,0.00028548569772454305,0.0008064753120459764,0.004522640258073807,0.3961440634600949,0.7547789990966878,0.10190815232098488,0.2046133901064279
episode_000001_000004,episode_000001,episode_000001,4,alignment,loo_top15,15,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18",238.1177236652101,188.4007500135784,145.6200800639201,0.38845341782008747,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.004602844709143991,0.00028548569772454305,0.0008064753120459764,0.004522640258073807,0.31935334547667166,0.7547789990966878,0.17869887030440812,0.3587954528505816
episode_000001_000004,episode_000001,episode_000001,4,alignment,loo_top20,20,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20",238.1177236652101,198.63681707328044,131.31437555156512,0.4485317030151391,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.00013513777741958467,4.2188862991579893e-05,5.146904103566309e-05,0.00011761486530303955,0.27888825693531877,0.7547789990966878,0.219163958845761,0.4400421319319963
episode_000001_000004,episode_000001,episode_000001,4,alignment,loo_bottom10,10,"30,31,29,34,33,28,32,26,23,24",238.1177236652101,116.48421156221343,207.68119505682466,0.12782134878451437,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.189798163792116,0.002877947368967012,0.009668453986348456,0.1895298957824707,0.2790965836600921,0.5345786511927415,0.21895563212098768,0.4396238490327894
episode_000001_000004,episode_000001,episode_000001,4,alignment,all35_full_delta,35,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20,21,27,7,25,22,24,23,26,32,28,33,34,29,31,30",238.1177236652101,238.1177236652101,0.0,1.0,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.00013513777741958467,4.2188862991579893e-05,5.146904103566309e-05,0.00011761486530303955,0.0001483872337388802,0.00026302001690189366,0.4979038285473409,0.9997020649059734
episode_000001_000005,episode_000001,episode_000001,5,alignment,no_correction,0,,226.62341321196175,0.0,226.62341321196175,0.0,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.23287856573507965,0.0029804165884331707,0.009323493284346465,0.2326727658510208,0.5862974328898622,0.7952620912848564,5.163802865060241e-05,8.80670426742754e-05
episode_000001_000005,episode_000001,episode_000001,5,alignment,loo_top5,5,"4,3,1,9,10",226.62341321196175,128.79007878160934,186.47060632514288,0.177178546195771,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.04618617368628851,0.001370348602896364,0.003868152128996179,0.04600350186228752,0.49699806361908305,0.7952620912848564,0.0893510072994298,0.15238534813308716
episode_000001_000005,episode_000001,episode_000001,5,alignment,loo_top10,10,"4,3,1,9,10,0,2,5,11,12",226.62341321196175,165.2233878759204,155.11093937773288,0.31555642385168287,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.006127794949839985,0.0003568244301500483,0.001019893358984473,0.006031779572367668,0.45710486460991584,0.7952620912848564,0.129244206308597,0.22042195122120106
episode_000001_000005,episode_000001,episode_000001,5,alignment,loo_top15,15,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18",226.62341321196175,179.21982774682,138.70264870664772,0.3879597578167327,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.006127794949839985,0.0003568244301500483,0.001019893358984473,0.006031779572367668,0.3617972530985366,0.7952620912848564,0.22455181781997624,0.38296610152074934
episode_000001_000005,episode_000001,episode_000001,5,alignment,loo_top20,20,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20",226.62341321196175,189.67687175060823,124.01957804614106,0.4527503743395433,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.00017987488800840602,1.2212214364668297e-05,2.778504296889836e-05,0.00017729587852954865,0.30664036384294435,0.7952620912848564,0.2797087070755685,0.4770344508901604
episode_000001_000005,episode_000001,episode_000001,5,alignment,loo_bottom10,10,"30,31,29,34,33,28,32,26,23,24",226.62341321196175,108.2869497428362,199.07814528780406,0.12154643482663678,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.23287856573507965,0.0029804165884331707,0.009323493284346465,0.2326727658510208,0.3526633362106552,0.6760932880696036,0.23368573470785764,0.3985437110726382
episode_000001_000005,episode_000001,episode_000001,5,alignment,all35_full_delta,35,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20,21,27,7,25,22,24,23,26,32,28,33,34,29,31,30",226.62341321196175,226.62341321196175,0.0,1.0,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.00017987488800840602,1.2212214364668297e-05,2.778504296889836e-05,0.00017729587852954865,0.0003010674458973133,0.0005293213400782164,0.5860480034726155,0.9994865388881308
episode_000001_000006,episode_000001,episode_000001,6,alignment,no_correction,0,,252.4604817398693,0.0,252.4604817398693,0.0,0.35455292286566814,0.00357380257392274,0.010808473170091067,0.3543701171875,0.6856069747586344,0.860928021941375,0.3536954701695524,0.003570247583986205,0.010849324496231065,0.3535110056400299,0.6857120893682704,0.8598219348435134,-0.00010511460963602559,-0.00015331613228268401
episode_000001_000006,episode_000001,episode_000001,6,alignment,loo_top5,5,"4,3,1,9,10",252.4604817398693,137.23304081993604,211.904193794367,0.16064410424159284,0.35455292286566814,0.00357380257392274,0.010808473170091067,0.3543701171875,0.6856069747586344,0.860928021941375,0.06804149816970442,0.0017398638750286087,0.005044015351979185,0.06783197075128555,0.5729688905029263,0.8598219348435134,0.11263808425570809,0.16428958339486255
episode_000001_000006,episode_000001,episode_000001,6,alignment,loo_top10,10,"4,3,1,9,10,0,2,5,11,12",252.4604817398693,179.56658811129955,177.4602357554891,0.29707717210830287,0.35455292286566814,0.00357380257392274,0.010808473170091067,0.3543701171875,0.6856069747586344,0.860928021941375,0.007064721881567596,0.0004488152768408164,0.001257578331663414,0.006937388330698013,0.5184097772546193,0.8598219348435134,0.16719719750401507,0.24386741042545004
episode_000001_000006,episode_000001,episode_000001,6,alignment,loo_top15,15,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18",252.4604817398693,197.5236391341549,157.22819983554803,0.37721658949556663,0.35455292286566814,0.00357380257392274,0.010808473170091067,0.3543701171875,0.6856069747586344,0.860928021941375,0.007064721881567596,0.0004488152768408164,0.001257578331663414,0.006937388330698013,0.4104884170656818,0.8598219348435134,0.2751185576929526,0.4012773612605198
episode_000001_000006,episode_000001,episode_000001,6,alignment,loo_top20,20,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20",252.4604817398693,209.933534908387,140.22911880631614,0.44455022093000013,0.35455292286566814,0.00357380257392274,0.010808473170091067,0.3543701171875,0.6856069747586344,0.860928021941375,0.0001798992658770042,1.7687464695294843e-05,3.238091864489253e-05,0.00017607491463422775,0.3367542771992964,0.8598219348435134,0.348852697559338,0.5088231456253058
episode_000001_000006,episode_000001,episode_000001,6,alignment,loo_bottom10,10,"30,31,29,34,33,28,32,26,23,24",252.4604817398693,122.67699939228821,220.6505124862197,0.12599979622326005,0.35455292286566814,0.00357380257392274,0.010808473170091067,0.3543701171875,0.6856069747586344,0.860928021941375,0.3536954701695524,0.003570247583986205,0.010849324496231065,0.3535110056400299,0.44159733954350644,0.7953982273101473,0.24400963521512797,0.3559030817926418
episode_000001_000006,episode_000001,episode_000001,6,alignment,all35_full_delta,35,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20,21,27,7,25,22,24,23,26,32,28,33,34,29,31,30",252.4604817398693,252.4604817398693,0.0,1.0,0.35455292286566814,0.00357380257392274,0.010808473170091067,0.3543701171875,0.6856069747586344,0.860928021941375,0.0001798992658770042,1.7687464695294843e-05,3.238091864489253e-05,0.00017607491463422775,0.00022890916613072364,0.000355062265397725,0.6853780655925037,0.9996661218824221
episode_000001_000007,episode_000001,episode_000001,7,alignment,no_correction,0,,280.5079301984677,0.0,280.5079301984677,0.0,0.5256178791823883,0.004124820962496554,0.012557611526872922,0.52545166015625,0.8035838760854747,0.9124925697113019,0.5288860569863043,0.00414749034188765,0.012532961875621737,0.528721272945404,0.80417574548601,0.9112734157297113,-0.0005918694005353498,-0.0007365371781954402
episode_000001_000007,episode_000001,episode_000001,7,alignment,loo_top5,5,"4,3,1,9,10",280.5079301984677,147.90394609173765,238.3466417525551,0.15030337436835475,0.5256178791823883,0.004124820962496554,0.012557611526872922,0.52545166015625,0.8035838760854747,0.9124925697113019,0.12273500380699497,0.0022641731137720664,0.006854192158536462,0.12252254784107208,0.6706826770765811,0.9112734157297113,0.13290119900889352,0.16538559690408378
episode_000001_000007,episode_000001,episode_000001,7,alignment,loo_top10,10,"4,3,1,9,10,0,2,5,11,12",280.5079301984677,200.38718648040594,196.28977150808313,0.3002345018581033,0.5256178791823883,0.004124820962496554,0.012557611526872922,0.52545166015625,0.8035838760854747,0.9124925697113019,0.010515428865285918,0.0006005664015395517,0.0017909630657704247,0.010344371199607849,0.5878780463035073,0.9112734157297113,0.2157058297819674,0.26842976346506914
episode_000001_000007,episode_000001,episode_000001,7,alignment,loo_top15,15,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18",280.5079301984677,221.68146795460223,171.87793828680026,0.387261749907778,0.5256178791823883,0.004124820962496554,0.012557611526872922,0.52545166015625,0.8035838760854747,0.9124925697113019,0.010515428865285918,0.0006005664015395517,0.0017909630657704247,0.010344371199607849,0.4909927614862129,0.9112734157297113,0.31259111459926175,0.3889962503005877
episode_000001_000007,episode_000001,episode_000001,7,alignment,loo_top20,20,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20",280.5079301984677,236.64749581616212,150.60764133392433,0.46308954179168854,0.5256178791823883,0.004124820962496554,0.012557611526872922,0.52545166015625,0.8035838760854747,0.9124925697113019,0.000283908027971934,2.3764717833517496e-05,2.2133546509870883e-05,0.00028204452246427536,0.3682092949012338,0.9112734157297113,0.4353745811842409,0.5417910863332597
episode_000001_000007,episode_000001,episode_000001,7,alignment,loo_bottom10,10,"30,31,29,34,33,28,32,26,23,24",280.5079301984677,129.49154557138453,248.83054179453634,0.11292867328748483,0.5256178791823883,0.004124820962496554,0.012557611526872922,0.52545166015625,0.8035838760854747,0.9124925697113019,0.5288860569863043,0.00414749034188765,0.012532961875621737,0.528721272945404,0.5780642543628763,0.9059816070794189,0.22551962172259832,0.2806422931495088
episode_000001_000007,episode_000001,episode_000001,7,alignment,all35_full_delta,35,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18,15,14,6,19,20,21,27,7,25,22,24,23,26,32,28,33,34,29,31,30",280.5079301984677,280.5079301984677,0.0,1.0,0.5256178791823883,0.004124820962496554,0.012557611526872922,0.52545166015625,0.8035838760854747,0.9124925697113019,0.000283908027971934,2.3764717833517496e-05,2.2133546509870883e-05,0.00028204452246427536,0.00019924877416188793,0.0003593670415951368,0.8033846273113128,0.9997520498107397
episode_000001_000008,episode_000001,episode_000001,8,alignment,no_correction,0,,290.4999218984528,0.0,290.4999218984528,0.0,0.36975830119880587,0.004932924074310957,0.01586702523057637,0.369384765625,0.713213669373188,0.8861228694106106,0.3698471271483197,0.004935842185361646,0.01593986976212605,0.3694705069065094,0.7139101019020209,0.8872160640486572,-0.000696432528832891,-0.000976471089575379
episode_000001_000008,episode_000001,episode_000001,8,alignment,loo_top5,5,"4,3,1,9,10",290.4999218984528,160.1085645245115,242.3952396168446,0.16559275461156117,0.36975830119880587,0.004932924074310957,0.01586702523057637,0.369384765625,0.713213669373188,0.8861228694106106,0.05661437245152328,0.002666351995910119,0.008919698237431955,0.05584368109703064,0.5814579632987373,0.8872160640486572,0.13175570607445064,0.18473525078430553
episode_000001_000008,episode_000001,episode_000001,8,alignment,loo_top10,10,"4,3,1,9,10,0,2,5,11,12",290.4999218984528,220.58861762215648,189.02609978136147,0.3493075710793565,0.36975830119880587,0.004932924074310957,0.01586702523057637,0.369384765625,0.713213669373188,0.8861228694106106,0.005350274116912796,0.0005490816593601534,0.0018400899936636425,0.004993797279894352,0.5294744354443061,0.8872160640486572,0.18373923392888192,0.25762158216956527
episode_000001_000008,episode_000001,episode_000001,8,alignment,loo_top15,15,"4,3,1,9,10,0,2,5,11,12,13,8,17,16,18",290.4999218984528,239.98173861392485,163.70390879525456,0.4364752054822275,0.36975830119880587,0.004932924074310957,0.01586702523057637,0.369384765625,0.713213669373188,0.8861228694106106,0.005350274116912796,0.0005490816593601534,0.0018400899936636425,0.004993797279894352,0.4176659678482883,0.8872160640486572,0.2955477015248997,0.4143887227857586
