frame,episode_id,progress,window,raw_first_l2,raw_first_translation_l2,raw_first_rotation_l2,raw_first_gripper_abs,raw_chunk_mean_l2,raw_chunk_max_l2,norm_output_shift_first_l2,norm_output_shift_first_translation_l2,norm_output_shift_first_rotation_l2,norm_output_shift_first_gripper_abs,norm_output_shift_chunk_mean_l2,norm_output_shift_chunk_max_l2,norm_output_shift_norm,hidden_shift_first_l2,hidden_shift_first_translation_l2,hidden_shift_first_rotation_l2,hidden_shift_first_gripper_abs,hidden_shift_chunk_mean_l2,hidden_shift_chunk_max_l2,hidden_shift_norm,planner_phase,chunk_gap_reduction,chunk_gap_reduction_ratio,first_gripper_reduction
episode_000005_000040,episode_000005,40.0,11.0,0.007943652130480835,0.0014271336406790091,0.00017246011636026996,0.0078125,0.0021021561882422616,0.007943652130480835,0.012361707810121407,0.0049155874119977405,0.0003267831034374058,0.011337637901306152,0.0038400586341692583,0.012361707810121407,0.2918763756752014,0.010336257794732464,0.005267127105347934,0.00023331569049221318,0.008890509605407715,0.003927168777385296,0.010336257794732464,177.2385711669922,lift,-0.0018250125891430343,-0.8681622228408424,-0.0010780096054077148
episode_000005_000035,episode_000005,35.0,11.0,0.002851666457649587,0.002843674389404212,0.00021334843034418686,0.0,0.0011439723394286205,0.002851666457649587,0.0038899611684553325,0.0007420081828087394,8.902554089819716e-05,0.0038174986839294434,0.00241791984776085,0.0038899611684553325,0.33541610836982727,0.004330400980052054,0.0009607364576592174,6.914996643152207e-05,0.004221916198730469,0.002965165501713577,0.004330400980052054,214.8921661376953,lift,-0.0018211931622849566,-1.5919905573893398,-0.004221916198730469
episode_000003_000028,episode_000003,28.0,11.0,0.009182783133610473,0.004770640408002673,0.0007275575073168121,0.0078125,0.004097506852939239,0.009182783133610473,0.1732168556991903,0.0036041763884082163,0.0003920756352850838,0.17317891120910645,0.09562955619178798,0.1732168556991903,0.33739668130874634,0.01123903999058055,0.0032952794885740197,0.0004663233802487313,0.010734975337982178,0.005817673586525219,0.01123903999058055,183.0421905517578,grasp_close,-0.0017201667335859797,-0.4198081407361316,-0.0029224753379821777
episode_000005_000036,episode_000005,36.0,11.0,0.004327410468980271,0.0018593688389377553,0.00010217546343086121,0.00390625,0.0018419523412605537,0.004327410468980271,0.007280831320640855,0.0015904117662940704,0.000197800696302483,0.007102251052856445,0.00372077150281004,0.007280831320640855,0.3148545026779175,0.00483018862693024,0.0018304020988381337,0.0001697939797395619,0.004466712474822998,0.0033333341876108312,0.00483018862693024,206.6525115966797,lift,-0.0014913818463502776,-0.8096745029405263,-0.000560462474822998
episode_000005_000034,episode_000005,34.0,11.0,0.002701509531217194,0.0026930718881097502,0.00021334843034418686,0.0,0.001835753260029175,0.003907483363904448,0.005092431752346225,0.0010944102048817083,0.00013667727862662582,0.004971563816070557,0.0033010117453781728,0.005092431752346225,0.360433965921402,0.00483667916340058,0.001314494899861995,0.00011469460159538382,0.004653215408325195,0.003237630035544487,0.00483667916340058,220.82191467285156,grasp_close,-0.0014018767755153122,-0.7636520691746083,-0.004653215408325195
episode_000005_000030,episode_000005,30.0,11.0,0.004688049412554504,0.002583311959350304,0.00021334843034418686,0.00390625,0.002240550905277415,0.004688049412554504,0.08303029188805877,0.00011252846884952994,0.00019552035669774054,0.08302998542785645,0.03994407404381735,0.08303029188805877,0.31248730421066284,0.0009038543850506756,0.0008668292376621689,0.00020304775550891382,0.00015598535537719727,0.003582371757698591,0.005666874166709585,211.57025146484375,grasp_close,-0.0013418208524211758,-0.5988798778285457,0.0037502646446228027
episode_000003_000040,episode_000003,40.0,11.0,0.00012198170526715095,8.715921054615834e-05,8.533937213767466e-05,0.0,0.0022389559403439767,0.003988359151662708,0.0038524478327301797,0.0029670400989374166,0.00027850112686637413,0.00244140625,0.0026980395760055633,0.004003691638322408,0.24084195494651794,0.0046075118126625274,0.0031570725514596535,0.0002168273342454485,0.0033488869667053223,0.0033669766540112764,0.0046075118126625274,164.82623291015625,lift,-0.0011280207136672997,-0.5038155031733224,-0.0033488869667053223
episode_000005_000032,episode_000005,32.0,11.0,0.0025614169342719336,0.002552516240583927,0.00021334843034418686,0.0,0.0017834000191938495,0.00390749229362023,0.01362287557220857,0.001021875438907182,0.0001930296099313854,0.013583123683929443,0.00869171861700363,0.015755640100316853,0.35878467559814453,0.0018816203548074077,0.0014313028664324954,0.00019580624265026287,0.0012056231498718262,0.0028847378609864758,0.003466681846620883,220.8936767578125,grasp_close,-0.0011013378417926262,-0.6175495289556316,-0.0012056231498718262
episode_000005_000031,episode_000005,31.0,11.0,0.004771961830407129,0.0027326384860848736,0.00021334843034418686,0.00390625,0.0022094567514479874,0.004771961830407129,0.04124096137389501,0.0004882214535169434,0.00019870430271846262,0.041237592697143555,0.019465994637614496,0.04124096137389501,0.33732008934020996,0.0013186191743444137,0.0010513157971338536,0.00020339022335368927,0.000769495964050293,0.003111293660192113,0.004364552582880831,216.99456787109375,grasp_close,-0.0009018369087441256,-0.4081713335882672,0.003136754035949707
episode_000004_000040,episode_000004,40.0,11.0,0.004119610362216731,0.0013058015414091862,8.533937213767466e-05,0.00390625,0.0013175656483256394,0.004119610362216731,0.003024704961195185,0.0013499668266680716,0.00011432567867665208,0.002704322338104248,0.0017479354980323401,0.003024704961195185,0.2401840090751648,0.0021018045262683823,0.001397695246707159,0.0001227021536790441,0.0015649199485778809,0.0020828396641523047,0.0026611334360338093,168.37095642089844,lift,-0.0007652740158266653,-0.5808242016624936,0.002341330051422119
