condition,correction_mode,count,raw_gap_chunk_mean_l2_mean,raw_gap_chunk_mean_l2_p50,raw_gap_chunk_mean_l2_p90,raw_gap_chunk_max_l2_mean,raw_gap_chunk_max_l2_p50,raw_gap_chunk_max_l2_p90,raw_gap_first_l2_mean,raw_gap_first_l2_p50,raw_gap_first_l2_p90,raw_gap_first_translation_l2_mean,raw_gap_first_translation_l2_p50,raw_gap_first_translation_l2_p90,raw_gap_first_rotation_l2_mean,raw_gap_first_rotation_l2_p50,raw_gap_first_rotation_l2_p90,raw_gap_first_gripper_abs_mean,raw_gap_first_gripper_abs_p50,raw_gap_first_gripper_abs_p90,gap_to_sim_chunk_mean_l2_mean,gap_to_sim_chunk_mean_l2_p50,gap_to_sim_chunk_mean_l2_p90,gap_to_sim_chunk_max_l2_mean,gap_to_sim_chunk_max_l2_p50,gap_to_sim_chunk_max_l2_p90,gap_to_sim_first_l2_mean,gap_to_sim_first_l2_p50,gap_to_sim_first_l2_p90,gap_to_sim_first_translation_l2_mean,gap_to_sim_first_translation_l2_p50,gap_to_sim_first_translation_l2_p90,gap_to_sim_first_rotation_l2_mean,gap_to_sim_first_rotation_l2_p50,gap_to_sim_first_rotation_l2_p90,gap_to_sim_first_gripper_abs_mean,gap_to_sim_first_gripper_abs_p50,gap_to_sim_first_gripper_abs_p90,repr_gap_reduction_ratio_mean,repr_gap_reduction_ratio_p50,repr_gap_reduction_ratio_p90,action_gap_reduction_mean,action_gap_reduction_p50,action_gap_reduction_p90,improved_count,worsened_count
aligned_P4,condition_specific_progress_phase,225,0.1019931567288326,0.05806704097948665,0.3377751160737606,0.1811054488514706,0.12109564162832902,0.5709071038750622,0.12038470323669995,0.0460887203417749,0.3645921888412579,0.0015778441369991578,0.0013323597819952051,0.002940288189643458,0.0022847818352677855,0.0016137463211773812,0.005592883182485574,0.12010952419704861,0.0460205078125,0.36455078124999984,0.07257525932146475,0.038732747182440616,0.22407023399457557,0.1482905114888048,0.0903731139349314,0.41921446970658327,0.08056485361767945,0.01635989982158199,0.2239096134764353,0.0012045354297560524,0.0009147009381061076,0.002404382238999036,0.0015660072332950637,0.0008835864096872687,0.0038142711038877653,0.08004566863179206,0.015770118683576584,0.22390737533569335,0.15281547790790012,0.14128153598298115,0.31555920394055104,0.029417897407367864,0.01473796171992612,0.14969399117487944,151,74
aligned_P4,original_P0_trained_progress_phase_transfer,225,0.1019931567288326,0.05806704097948665,0.3377751160737606,0.1811054488514706,0.12109564162832902,0.5709071038750622,0.12038470323669995,0.0460887203417749,0.3645921888412579,0.0015778441369991578,0.0013323597819952051,0.002940288189643458,0.0022847818352677855,0.0016137463211773812,0.005592883182485574,0.12010952419704861,0.0460205078125,0.36455078124999984,0.09053069834211895,0.05912952286223032,0.20917720275719523,0.2039776108332785,0.15882126807899755,0.4925630862822028,0.08420675782380976,0.020649172141878506,0.20392144483206326,0.003757480164776588,0.0029988231679082245,0.007252691161288877,0.004504867764156244,0.002191970692506554,0.010553349247210162,0.08214428459172875,0.019501323869917542,0.20377333164215086,-0.38654286446035285,-0.3638722937151498,-0.21204959390291214,0.011462458386713663,0.0013606625414072093,0.10820046740516352,116,109
original_P0,condition_specific_progress_phase,225,0.3702034376725859,0.3421416180187551,0.8431477055827653,0.4644308499063527,0.5644814101959813,0.9244836105173047,0.31605157325389616,0.23682395043397375,0.8077110000657302,0.004157450406418055,0.004174665321177662,0.006857162216731101,0.005912028362885719,0.0017891157668581594,0.016646206526975717,0.3153373887803819,0.23681640625,0.8074432373046875,0.061464168510814814,0.014115334135630802,0.20247836237949854,0.11883872905304306,0.024164194864038955,0.44023511872694276,0.039872647638433165,0.00730346719426687,0.10825771020768125,0.0017385120393653751,0.0014470782171233324,0.003450537933020314,0.001867981064083881,0.0006239246121472659,0.0055341728505291675,0.03918706105711559,0.006210207939147949,0.10824709944427012,0.17120013527904632,0.18521029402578268,0.29396722949788806,0.3087392691617711,0.16436904420922133,0.7489063405453333,198,27
