condition,correction_mode,fold_episode,frame,episode_id,progress,planner_phase,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2,gap_to_sim_first_l2,gap_to_sim_first_translation_l2,gap_to_sim_first_rotation_l2,gap_to_sim_first_gripper_abs,gap_to_sim_chunk_mean_l2,gap_to_sim_chunk_max_l2,repr_gap_raw,repr_gap_corrected,repr_gap_reduction_ratio,action_gap_reduction
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000010,episode_000001,10,alignment,0.24216357816273368,0.002862862997515784,0.009920355758513758,0.241943359375,0.5612115744631401,0.7241821235864591,0.009014822151443997,0.0017493582055669425,0.0033999897527107153,0.008163751219399273,0.01713052675887978,0.027615542572767063,244.80412315616675,203.97367548748966,0.1667882351909176,0.5440810477042602
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000011,episode_000001,11,alignment,0.4328067892181598,0.0035718778182269005,0.009925428011567797,0.43267822265625,0.703573422829473,0.8588027548602003,0.008582101748208781,0.0015504537221320762,0.003935618653855454,0.007467226358130574,0.013389641272782807,0.02212781961953169,252.71240616328157,197.24463992922722,0.2194896842469053,0.6901837815566901
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000012,episode_000001,12,alignment,0.5480528507139153,0.0029605409234539446,0.008835163572966381,0.5479736328125,0.787386186891976,0.9043609259933332,0.011207707132733136,0.0025829364554558706,0.004124510043732827,0.010096016805619001,0.03348751688219961,0.052604448577169984,258.78990418166904,237.33290820313664,0.08291280158854154,0.7538986700097764
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000013,episode_000001,13,alignment,0.6161749358491344,0.00439035186437074,0.009315798774923672,0.6160888671875,0.78914286098836,0.889712605947556,0.009498070038511995,0.002120832429607903,0.004269028611399566,0.008215278387069702,0.043090353401612005,0.06698486701210647,253.80532758943792,229.26582375840246,0.09668632279749147,0.7460525075867479
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000014,episode_000001,14,alignment,0.6511174604462214,0.0047415542377337045,0.011366330807200242,0.6510009765625,0.8045355999987261,0.9060976056914666,0.012207976392538712,0.0015093886049082602,0.0025520680379922042,0.011842439882457256,0.05170062334405062,0.09211333193673434,267.18372019438084,230.85238470224814,0.13597885180167793,0.7528349766546756
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000015,episode_000001,15,alignment,0.4771163584873735,0.0034094266739334036,0.00713774857861985,0.47705078125,0.556975708360921,0.6670244603068292,0.05116415599355865,0.0024145716930986006,0.006325444244933615,0.05071419384330511,0.23200406056051187,0.4489055773027347,260.5781736273209,258.4179164119843,0.008290246206215924,0.32497164780040916
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000016,episode_000001,16,alignment,0.5826404729031981,0.005010735624674714,0.010761454624824862,0.58251953125,0.6101103362837433,0.7519924263529945,0.031798536138767756,0.0013547498542903593,0.004723339113373848,0.03141658194363117,0.03899998611451898,0.0690373966792257,261.8282599650621,255.57887092691803,0.023868275483242263,0.5711103501692244
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000017,episode_000001,17,alignment,0.6098985992967453,0.004717507634453666,0.004563411972867996,0.60986328125,0.5194667734238101,0.6806751472895904,0.05029585553239744,0.0007729004752228655,0.001634574476824492,0.05026334524154663,0.10955089643026972,0.20666857638658676,261.7050584156257,250.26555807666784,0.043711422347787555,0.4099158769935404
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000018,episode_000001,18,alignment,0.6172270214986226,0.003995067828372623,0.0057293407001047115,0.6171875,0.42601239276904324,0.6172270214986226,0.07950910216045114,0.0005715546032216178,0.0003160604932558754,0.07950641959905624,0.16819762477721145,0.24886096173117467,265.9244827965718,256.33305938296934,0.0360682224996175,0.2578147679918318
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000019,episode_000001,19,alignment,0.6230918157681634,0.00420439261943763,0.006190760268569409,0.623046875,0.4502314636297061,0.6337945696208193,0.06472380132238689,0.0007358982596297034,0.0007226646594204118,0.06471558287739754,0.14582550156619276,0.24002706515929176,267.93160985326267,255.66119976920015,0.045796799006965316,0.30440596206351334
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000020,episode_000001,20,descent_to_grasp,0.6099092357184523,0.0040253663561199025,0.006312719172361848,0.60986328125,0.43821882722843297,0.6123101571266315,0.08730905787330825,0.0017279414041118264,0.0018339688207403022,0.0872726896777749,0.29741045465635807,0.4695197926631535,263.04234076923734,261.9816853292628,0.004032261258293145,0.1408083725720749
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000021,episode_000001,21,descent_to_grasp,0.5762185777654404,0.003952146560722822,0.00618064386401815,0.576171875,0.47483365634392805,0.6142636436149884,0.054884208021652246,0.0018935201401882383,0.0015628077092429502,0.05482926685363054,0.27324222656890973,0.47030286377103525,254.04715238164778,246.1126557243338,0.031232377859501524,0.20159142977501832
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000022,episode_000001,22,descent_to_grasp,0.5761914632863429,0.003698714862290261,0.002982001242258034,0.576171875,0.5297320687653426,0.701180815066537,0.10684349222181617,0.0012508042771919,0.001582264976666973,0.10682445298880339,0.18794585374718142,0.3316361680169342,252.22063564885775,227.6605614532728,0.09737535603461704,0.3417862150181612
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000023,episode_000001,23,descent_to_grasp,0.681657477735041,0.0038004757433157473,0.002920904967951596,0.681640625,0.5242538686469027,0.7089925763771052,0.07360308005805158,0.0014382864229103556,0.0001854282658714808,0.0735887922346592,0.13254050784064106,0.23781945022279838,260.45401143324085,212.66879716820097,0.18346891261948603,0.3917133608062616
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000024,episode_000001,24,descent_to_grasp,0.49805357493673935,0.00253537078967123,0.0004956863519559632,0.498046875,0.25846735358129125,0.49805357493673935,0.08725300243279015,0.0004140533385832056,0.00030571947933011236,0.08725148439407349,0.09409830937206991,0.2656540319364765,292.4976202613105,251.49634230259767,0.14017644971635407,0.16436904420922133
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000025,episode_000001,25,descent_to_grasp,0.3476589783051571,0.001316355335676028,0.00040526627470276064,0.34765625,0.17168786188194923,0.3476589783051571,0.10920052219825799,0.0009329581044244021,0.00046880169141605394,0.1091955304145813,0.060405833241423144,0.11655055802613982,317.6633624787187,230.5986280535689,0.2740786150023283,0.11128202864052608
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000026,episode_000001,26,descent_to_grasp,0.22265746842522208,0.0006742228912099775,0.0002966562981462184,0.22265625,0.0973003366475337,0.22265746842522208,0.04041531906777772,0.0015433769398062625,0.00041599932390621203,0.04038369655609131,0.016419521531624317,0.04041531906777772,315.47152298586536,209.30377998115142,0.336536692757117,0.08088081511590937
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000027,episode_000001,27,descent_to_grasp,0.20312915380282204,0.001255318909233255,0.0003341767296649914,0.203125,0.0917338080683062,0.20312915380282204,0.11687317461280916,0.0010220330794582834,0.0003828464571712488,0.11686807870864868,0.029595065250865804,0.11687317461280916,312.4552898266412,212.6746656241581,0.3193436867650541,0.06213874281744039
original_P0,condition_specific_progress_phase,episode_000001,episode_000001_000028,episode_000001,28,grasp_close,0.03171662965514045,0.005336813112154834,0.0009489586330640773,0.03125,0.009017974049244318,0.03171662965514045,0.016197932140976687,0.0014771431061360895,0.0006166974267700858,0.016118645668029785,0.005073310460333034,0.016197932140976687,295.70349747938087,238.75474348009345,0.19258735349675193,0.0039446635889112845
